id X Y
DD 1 .1892969 .5349169
DD 2 .3195110 .4313691
DD 3 .0686049 .0826424
DD 4 .5718490 .3392130
DD 5 .6044909 .3393843
DD 6 .5403597 .8939551
DD 7 .6117592 .9093456
DD 8 .6794577 .0543849
DD 9 .2802951 .7587176
DD 10 .2039526 .9471976
DD 11 .6356348 .2817158
DD 12 .4969147 .0515018
DD 13 .5404427 .9777427
DD 14 .3738118 .7132509
DD 15 .4468234 .2646018
DD 16 .0504573 .0623210
DD 17 .1694664 .0477330
DD 18 .5523337 .5736133
DD 19 .7955876 .8969642
DD 20 .0979201 .2581411
DD 21 .5146349 .1635478
DD 22 .9426429 .4976054
DD 23 .3614373 .6520675
DD 24 .7244078 .4909940
DD 25 .0310411 .5324341
DD 26 .1352555 .7462938
DD 27 .1395577 .4624193
DD 28 .5729210 .5440112
DD 29 .3580952 .2542922
DD 30 .3048779 .2788881
DD 31 .2089247 .1608976
DD 32 .7972142 .4465055
DD 33 .1445877 .7152346
DD 34 .6003243 .1144178
DD 35 .6793490 .2090361
DD 36 .1093238 .2725939
DD 37 .3433920 .9533019
DD 38 .3831933 .7022783
DD 39 .3060952 .4779716
DD 40 .9543577 .0804632
DD 41 .5757798 .2872292
DD 42 .3185986 .0310171
DD 43 .3271314 .6170880
DD 44 .8802963 .7626657
DD 45 .4192346 .2061861
DD 46 .0439075 .7555091
DD 47 .5194677 .1899215
DD 48 .5807097 .5661125
DD 49 .1015481 .1004492
DD 50 .2390927 .0484567
DD 51 .2874505 .2764233
DD 52 .8734533 .9037108
DD 53 .0878957 .8699919
DD 54 .3949663 .1829261
DD 55 .7872851 .6352099
DD 56 .0385581 .8178764
DD 57 .4264918 .7800111
DD 58 .4232119 .0284162
DD 59 .6584655 .7889572
DD 60 .4736925 .0694311
DD 61 .4723304 .1394404
DD 62 .4747970 .6937359
DD 63 .8741951 .5406313
DD 64 .5357219 .3136779
DD 65 .7374253 .4605318
DD 66 .9309945 .4757481
DD 67 .5392916 .4477760
DD 68 .7220566 .1887260
DD 69 .1198687 .7146161
DD 70 .5039068 .0738182












