id X Y
DD 1 .7468254 .8275832
DD 2 .2053239 .8026343
DD 3 .6884189 .4727685
DD 4 .4933198 .5589968
DD 5 .1550754 .6042392
DD 6 .3113210 .4280687
DD 7 .3434992 .1782728
DD 8 .7240735 .1947402
DD 9 .5254518 .5544385
DD 10 .5448336 .0898717
DD 11 .9563148 .6910911
DD 12 .4125291 .8651173
DD 13 .4824612 .0595766
DD 14 .5337132 .2988322
DD 15 .8743465 .6628812
DD 16 .6437254 .9965280
DD 17 .7266999 .0286654
DD 18 .7882452 .9813721
DD 19 .4534903 .7219943
DD 20 .8766553 .3953804
DD 21 .6236192 .5278843
DD 22 .9912432 .9822450
DD 23 .4812063 .1638279
DD 24 .7176540 .1677147
DD 25 .5070475 .8109997
DD 26 .0460824 .7001279
DD 27 .5279843 .9506752
DD 28 .6208547 .1066203
DD 29 .0786926 .4477955
DD 30 .4172170 .7417252
DD 31 .0634332 .4623578
DD 32 .6147089 .9740803
DD 33 .5387589 .9546890
DD 34 .0203840 .0307867
DD 35 .6147001 .0834551
DD 36 .5637287 .0921621
DD 37 .7117152 .9137384
DD 38 .0173517 .2342228
DD 39 .0613386 .2324780
DD 40 .2597610 .5217508
DD 41 .4351584 .0232809
DD 42 .3427281 .6682798
DD 43 .3521468 .8328651
DD 44 .7972634 .8453062
DD 45 .8586245 .8554664
DD 46 .6379992 .0235212
DD 47 .4959049 .4952088
DD 48 .2222024 .1834031
DD 49 .0531016 .3029910
DD 50 .4906253 .2981408








