id X Y
DD 1 .0329747 .3082189
DD 2 .3006632 .3079871
DD 3 .7592883 .8212142
DD 4 .5875513 .1068704
DD 5 .8254907 .0689960
DD 6 .4492529 .0947343
DD 7 .8768608 .0458463
DD 8 .2184433 .8943470
DD 9 .5742224 .2515738
DD 10 .6532522 .5454378
DD 11 .3935268 .3857937
DD 12 .5198229 .0207666
DD 13 .9537798 .7525847
DD 14 .9146150 .6108878
DD 15 .5146530 .5045270
DD 16 .9334044 .6995064
DD 17 .3927954 .7077403
DD 18 .7569572 .3482468
DD 19 .5370930 .1244154
DD 20 .9078241 .6020424
DD 21 .1005462 .1372352
DD 22 .7800007 .1587322
DD 23 .9602234 .3693145
DD 24 .1822575 .6008437
DD 25 .8645457 .7096087
DD 26 .3831488 .2834961
DD 27 .0141274 .5004521
DD 28 .0049768 .6668894
DD 29 .8811893 .8817543
DD 30 .2767254 .7694953
DD 31 .1033415 .4536954
DD 32 .0010827 .8308629
DD 33 .1979462 .6922997
DD 34 .6845618 .4804237
DD 35 .1684821 .5433094
DD 36 .3762991 .9178649
DD 37 .0369937 .3801090
DD 38 .8017766 .9660630
DD 39 .8469788 .5293528
DD 40 .4913770 .4412629
DD 41 .3365983 .7691924
DD 42 .1067452 .1166860
DD 43 .5680472 .9528832
DD 44 .5643105 .5920813
DD 45 .2879541 .0058380
DD 46 .5364164 .5174307
DD 47 .3459367 .2251805
DD 48 .3552219 .6861119
DD 49 .4615930 .7533130
DD 50 .3192863 .2808424
DD 51 .0394002 .4142233
DD 52 .1614314 .7317105
DD 53 .3088916 .3440118
DD 54 .4204973 .8740639
DD 55 .2242349 .0036888
DD 56 .2978828 .9570245
DD 57 .3906010 .6584604
DD 58 .0886866 .0704348
DD 59 .5796515 .1067755
DD 60 .4607508 .1861769















