id X Y
DD 1 .9229956 .5335051
DD 2 .9567834 .4838207
DD 3 .1573640 .1655646
DD 4 .8276607 .3444265
DD 5 .0168537 .8383996
DD 6 .4113651 .9295071
DD 7 .1751677 .6944327
DD 8 .3566788 .5173037
DD 9 .9101278 .3959938
DD 10 .7801907 .2705189
DD 11 .1301355 .4863951
DD 12 .7709147 .1765536
DD 13 .8685540 .9421051
DD 14 .2296303 .1462826
DD 15 .5633253 .1229243
DD 16 .3926484 .2772892
DD 17 .5993148 .7585335
DD 18 .7665528 .0386523
DD 19 .7166161 .2011753
DD 20 .2245303 .2974216
DD 21 .6395336 .1638037
DD 22 .5650884 .5138509
DD 23 .0058294 .2265924
DD 24 .9766771 .8528261
DD 25 .4092307 .6454982
DD 26 .8408784 .0997459
DD 27 .8328131 .9854254
DD 28 .5838234 .7749287
DD 29 .3568449 .8156982
DD 30 .4792368 .2934530
DD 31 .8696655 .5728123
DD 32 .2334018 .9367257
DD 33 .3793237 .5780842
DD 34 .8462979 .2450473
DD 35 .8896873 .3966193
DD 36 .8355824 .6015268
DD 37 .8276983 .9772743
DD 38 .8098852 .5889352
DD 39 .5360497 .4967604
DD 40 .1514591 .4319957
DD 41 .9129612 .1580166
DD 42 .9694902 .6952304
DD 43 .1105776 .4142498
DD 44 .4557231 .5353430
DD 45 .2059716 .6938746
DD 46 .4424075 .2892503
DD 47 .5314523 .6137693
DD 48 .6453257 .0338063
DD 49 .1790224 .2520849
DD 50 .2757282 .9380374
DD 51 .0500415 .1080689
DD 52 .1157826 .6378349
DD 53 .3656040 .1432899
DD 54 .6515499 .3285856
DD 55 .1334749 .4520451
DD 56 .5119338 .5626777
DD 57 .7188124 .7618844
DD 58 .5254185 .5632368
DD 59 .1109870 .6688758
DD 60 .6201251 .8673532
DD 61 .1277497 .2547441
DD 62 .1856712 .8734929
DD 63 .7484555 .9401211
DD 64 .2039366 .9082627
DD 65 .8051745 .9631369
DD 66 .4440103 .2042690
DD 67 .8569708 .0362294
DD 68 .4957366 .0879883
DD 69 .3885666 .2646455
DD 70 .7652889 .0463954














