id X Y Z
DDD 1 .9592262 .9934139 0.288133
DDD 2 .0968410 .1274042 0.271685
DDD 3 .6779989 .0577639 0.795494
DDD 4 .3870556 .9378020 0.967117
DDD 5 .5526114 .7500928 0.043892
DDD 6 .4375961 .1016926 0.715719
DDD 7 .7417810 .9457898 0.458382
DDD 8 .6234995 .4056311 0.978866
DDD 9 .0550190 .7445899 0.348108
DDD 10 .5144384 .8938922 0.627939
DDD 11 .0201621 .9616982 0.628129
DDD 12 .4951695 .4902382 0.893515
DDD 13 .6197374 .5053413 0.294617
DDD 14 .2846318 .3466062 0.826180
DDD 15 .8695751 .3583427 0.252568
DDD 16 .1306625 .9806211 0.608834
DDD 17 .0368730 .2441873 0.470670
DDD 18 .2450286 .2764855 0.211527
DDD 19 .9506971 .3503560 0.040287
DDD 20 .5135834 .9615969 0.944868
DDD 21 .3933152 .8792443 0.118165
DDD 22 .2352429 .5037165 0.856980
DDD 23 .5109747 .3130261 0.219952
DDD 24 .3650511 .7076936 0.300770
DDD 25 .7703938 .1641500 0.131633
DDD 26 .4022661 .7711762 0.426190
DDD 27 .1225064 .1260586 0.263222
DDD 28 .8030639 .2674304 0.602667
DDD 29 .3155345 .8649645 0.521953
DDD 30 .9255224 .4798900 0.304465
DDD 31 .0104127 .5663997 0.561739
DDD 32 .5359254 .6743867 0.459217
DDD 33 .4656197 .5705446 0.006788
DDD 34 .5115215 .1557108 0.967879
DDD 35 .7357332 .2363262 0.485153
DDD 36 .4445912 .1472425 0.662466
DDD 37 .9161729 .2417374 0.815797
DDD 38 .4524182 .4254155 0.048319
DDD 39 .0007943 .9700399 0.000823
DDD 40 .8814497 .9417550 0.453371
DDD 41 .1218883 .9992701 0.190896
DDD 42 .2029473 .0187002 0.626800
DDD 43 .7238987 .9940339 0.430997
DDD 44 .8607082 .6934152 0.851445
DDD 45 .6804347 .9197471 0.230341
DDD 46 .9653587 .9258338 0.521830
DDD 47 .2840929 .3235327 0.961614
DDD 48 .5382115 .1403126 0.144248
DDD 49 .8928681 .7536927 0.403215
DDD 50 .6821311 .3290125 0.586999
DDD 51 .9656758 .9593350 0.222196
DDD 52 .9761767 .0415130 0.876793
DDD 53 .1103950 .4991128 0.216861
DDD 54 .1214030 .2887380 0.983370
DDD 55 .1360189 .4064223 0.647024
DDD 56 .1609833 .9070416 0.955295
DDD 57 .1686325 .6585780 0.923590
DDD 58 .4002119 .4048247 0.440930
DDD 59 .5691715 .8677279 0.397153
DDD 60 .5898149 .8313382 0.888899
DDD 61 .2769213 .7773616 0.600930
DDD 62 .3257921 .7849200 0.599358
DDD 63 .5816353 .1734888 0.459469
DDD 64 .4646044 .2728387 0.769115
DDD 65 .1716485 .5046986 0.922589
DDD 66 .3453351 .6417071 0.687191
DDD 67 .2755942 .0886394 0.286459
DDD 68 .6293914 .0481136 0.924294
DDD 69 .1589489 .9397628 0.336429
DDD 70 .6797754 .7032366 0.800849
DDD 71 .1887953 .0977315 0.406419
DDD 72 .8598564 .1097778 0.649909
DDD 73 .8635567 .4184888 0.237698
DDD 74 .3773189 .3591163 0.402892
DDD 75 .0291809 .0989013 0.499115
DDD 76 .9614518 .8531676 0.817959
DDD 77 .0669847 .1668989 0.107206
DDD 78 .5575873 .0785725 0.115475
DDD 79 .9262780 .6454323 0.485071
DDD 80 .3552085 .7475606 0.506463


