id X Y Z
DDD 1 .7086856 .3550695 0.285092
DDD 2 .3405980 .1417481 0.429048
DDD 3 .9684031 .5583418 0.170634
DDD 4 .3074105 .6021396 0.051126
DDD 5 .1369494 .2445991 0.971261
DDD 6 .1342314 .8089795 0.642496
DDD 7 .8586555 .7242861 0.176976
DDD 8 .3323349 .0989802 0.047163
DDD 9 .8445194 .6717447 0.945756
DDD 10 .1498888 .7539269 0.287484
DDD 11 .8361099 .5586511 0.647303
DDD 12 .6898720 .8244033 0.352311
DDD 13 .6289201 .8687587 0.838308
DDD 14 .5685547 .7465981 0.702520
DDD 15 .6547861 .8600386 0.227891
DDD 16 .8541846 .2676175 0.521387
DDD 17 .9591809 .7292487 0.207999
DDD 18 .6389403 .1873603 0.796004
DDD 19 .5976853 .0289147 0.813274
DDD 20 .1508151 .1068491 0.422621
DDD 21 .7393823 .1384418 0.546850
DDD 22 .7472933 .8884921 0.043164
DDD 23 .0134703 .9878795 0.734964
DDD 24 .5783739 .9651006 0.723857
DDD 25 .4667053 .0005192 0.601230
DDD 26 .4790930 .0011391 0.651089
DDD 27 .1985159 .7222865 0.557188
DDD 28 .2551093 .6686744 0.997344
DDD 29 .2804459 .6425884 0.854876
DDD 30 .6505374 .3463417 0.079098
DDD 31 .6071197 .5211689 0.881095
DDD 32 .8139672 .2143946 0.304679
DDD 33 .2148608 .7943872 0.941363
DDD 34 .0728826 .2720835 0.294810
DDD 35 .3765654 .4554581 0.699048
DDD 36 .5424060 .9522420 0.289309
DDD 37 .1601149 .7373500 0.760094
DDD 38 .9728539 .8965883 0.583342
DDD 39 .5326411 .9625143 0.417689
DDD 40 .9108869 .6658945 0.930117
DDD 41 .6020121 .4861939 0.877783
DDD 42 .5275006 .2113779 0.733969
DDD 43 .9951187 .6130192 0.774724
DDD 44 .3566172 .2844532 0.779147
DDD 45 .1525924 .0107155 0.721419
DDD 46 .8820265 .0058825 0.541588
DDD 47 .6316072 .2183108 0.266062
DDD 48 .7867800 .8844083 0.007089
DDD 49 .2000869 .5250200 0.957019
DDD 50 .3042816 .9386757 0.488543
DDD 51 .1120993 .3932731 0.358994
DDD 52 .2381392 .4416854 0.753150
DDD 53 .6981283 .7659364 0.470572
DDD 54 .7897580 .3186903 0.633561
DDD 55 .1954379 .5219250 0.528155
DDD 56 .4775670 .4693929 0.589406
DDD 57 .1805211 .9519008 0.669958
DDD 58 .4660896 .2730498 0.003094
DDD 59 .3328327 .7798816 0.677884
DDD 60 .0506948 .2276692 0.548221
DDD 61 .5292808 .7581261 0.659290
DDD 62 .5562101 .9664322 0.315422
DDD 63 .1024665 .4498958 0.728986
DDD 64 .3835467 .6178163 0.948134
DDD 65 .8400580 .1634024 0.151191
DDD 66 .4444808 .4001648 0.348924
DDD 67 .9931338 .2237157 0.317212
DDD 68 .0146701 .1736795 0.223527
DDD 69 .9204711 .4184074 0.204893
DDD 70 .5502571 .0575305 0.159409
DDD 71 .4337649 .5155281 0.107552
DDD 72 .8829335 .7390219 0.950837
DDD 73 .5232752 .6549350 0.408801
DDD 74 .2485160 .2750435 0.584707
DDD 75 .7195896 .0192862 0.789740
DDD 76 .8188204 .4704171 0.298799
DDD 77 .3577024 .7999840 0.986322
DDD 78 .9873265 .7077402 0.108822
DDD 79 .6146046 .8242540 0.114986
DDD 80 .9847004 .7309700 0.165023
DDD 81 .2387154 .4781767 0.449786
DDD 82 .0370986 .6198051 0.149099
DDD 83 .9139155 .3601290 0.937598
DDD 84 .9822198 .2409535 0.821793
DDD 85 .4253209 .4805116 0.612581
DDD 86 .9667033 .9701380 0.909995
DDD 87 .1284261 .2751364 0.371510
DDD 88 .6926045 .5272308 0.070060
DDD 89 .2654964 .1469843 0.412684
DDD 90 .9767136 .3757486 0.478069
DDD 91 .7082589 .0575209 0.266265
DDD 92 .6383305 .2641161 0.309000
DDD 93 .7066924 .6551413 0.795612
DDD 94 .6301714 .0241438 0.656092
DDD 95 .8501945 .7928905 0.482618
DDD 96 .7522684 .5241047 0.763880
DDD 97 .0472730 .7261646 0.516864
DDD 98 .3064410 .4691574 0.675466
DDD 99 .9383238 .9069007 0.030965
DDD 100 .9130662 .2576875 0.195171
DDD 101 .4956703 .6546134 0.810601
DDD 102 .8638687 .9829515 0.284287
DDD 103 .0460139 .0747976 0.908710
DDD 104 .4531940 .4972446 0.857522
DDD 105 .6704292 .8374833 0.952718
DDD 106 .5321204 .7501991 0.408701
