id X Y Z
DDD 1 .3928287 .9607672 0.329137
DDD 2 .0547243 .7049753 0.232098
DDD 3 .3968290 .5794910 0.547084
DDD 4 .3650551 .2392840 0.389231
DDD 5 .1603072 .8202373 0.492370
DDD 6 .6496559 .7719479 0.710890
DDD 7 .6692998 .5085315 0.569027
DDD 8 .0782523 .4010952 0.864276
DDD 9 .2739592 .3876341 0.202164
DDD 10 .0468525 .9941237 0.297070
DDD 11 .2099359 .7731249 0.732086
DDD 12 .8720293 .9612120 0.431987
DDD 13 .9607829 .9137146 0.725317
DDD 14 .6385011 .5825722 0.133778
DDD 15 .5853566 .8353305 0.234396
DDD 16 .6511687 .9258353 0.536321
DDD 17 .7911836 .1931547 0.169407
DDD 18 .2480822 .4592484 0.968385
DDD 19 .3174956 .3021251 0.579564
DDD 20 .0622459 .2795553 0.333249
DDD 21 .4477494 .7362088 0.722470
DDD 22 .2441358 .2000397 0.268773
DDD 23 .2361184 .7938193 0.802266
DDD 24 .9272052 .4912888 0.367048
DDD 25 .0283008 .2718414 0.577036
DDD 26 .7768951 .4792960 0.047974
DDD 27 .4942161 .3621459 0.413046
DDD 28 .4386600 .0646077 0.694643
DDD 29 .7663959 .5079867 0.965536
DDD 30 .9086617 .0518551 0.099203
DDD 31 .1782817 .5965682 0.697907
DDD 32 .2959916 .4282370 0.147249
DDD 33 .9938725 .2191299 0.219254
DDD 34 .3189529 .7968538 0.215654
DDD 35 .5743828 .6393912 0.835891
DDD 36 .5589816 .3882769 0.828849
DDD 37 .4864211 .7509290 0.789156
DDD 38 .5506071 .7109002 0.268306
DDD 39 .6548498 .2872865 0.878755
DDD 40 .9683671 .1644900 0.441098
DDD 41 .0245854 .9261324 0.269261
DDD 42 .4231905 .9764589 0.305954
DDD 43 .2293047 .1888756 0.276735
DDD 44 .8303644 .7087734 0.512472
DDD 45 .0689934 .1055741 0.071295
DDD 46 .2752044 .3445877 0.195502
DDD 47 .4576630 .8550456 0.508008
DDD 48 .2848636 .5547162 0.233726
DDD 49 .8900297 .8025647 0.653732
DDD 50 .1067470 .0594404 0.286376
DDD 51 .0516462 .7807038 0.093311
DDD 52 .8746522 .8729261 0.040924
DDD 53 .3085656 .7685221 0.778188
DDD 54 .4794434 .4152357 0.341625
DDD 55 .4952500 .4337081 0.948298
DDD 56 .8056830 .7075877 0.526299
DDD 57 .3957681 .8622222 0.197201
DDD 58 .1906093 .7746703 0.999212
DDD 59 .9935181 .1987425 0.240065
DDD 60 .1360559 .5454995 0.768612
DDD 61 .0464181 .2845765 0.733315
DDD 62 .2737742 .4910382 0.711013
DDD 63 .6128781 .5709362 0.892320
DDD 64 .3540431 .4196138 0.641192
DDD 65 .2815714 .9053795 0.987891
DDD 66 .7878436 .6645971 0.012865
DDD 67 .2052041 .9760594 0.372239
DDD 68 .4031377 .6748885 0.569142
DDD 69 .4528049 .4279957 0.699802
DDD 70 .1423363 .0270060 0.497903







