id X Y Z
DDD 1 .5955334 .1165238 0.288030
DDD 2 .7346625 .6493908 0.158192
DDD 3 .8730493 .4193106 0.515867
DDD 4 .3199708 .4109002 0.253138
DDD 5 .2408189 .8775160 0.079348
DDD 6 .2765132 .2321022 0.262163
DDD 7 .0384924 .3279800 0.151002
DDD 8 .1715597 .4516617 0.667993
DDD 9 .6637467 .3608222 0.568474
DDD 10 .3248795 .5088823 0.327437
DDD 11 .8067506 .8693906 0.828933
DDD 12 .7835613 .8273830 0.355230
DDD 13 .1119004 .6482537 0.593501
DDD 14 .5568546 .3573617 0.918361
DDD 15 .6468400 .5701276 0.795925
DDD 16 .9964569 .0437348 0.168375
DDD 17 .3339424 .6954578 0.734976
DDD 18 .5608364 .4053608 0.932341
DDD 19 .8222010 .7487760 0.543866
DDD 20 .6283413 .5567551 0.216076
DDD 21 .7455063 .6596981 0.852873
DDD 22 .8394158 .3976956 0.414320
DDD 23 .2117440 .6768104 0.765326
DDD 24 .1571186 .2949536 0.313040
DDD 25 .6686715 .7204823 0.491692
DDD 26 .1287353 .2785791 0.659778
DDD 27 .6572976 .3841260 0.969557
DDD 28 .5884930 .4047624 0.081845
DDD 29 .7391361 .9983852 0.880048
DDD 30 .3286315 .2678158 0.363291
DDD 31 .1054017 .5524496 0.965972
DDD 32 .3372696 .3822975 0.105559
DDD 33 .7666098 .5719421 0.184120
DDD 34 .4980268 .9472696 0.776682
DDD 35 .1902983 .2718978 0.293124
DDD 36 .7971345 .9301758 0.330443
DDD 37 .9003555 .8620245 0.041202
DDD 38 .9051962 .9873645 0.699549
DDD 39 .6588739 .6429824 0.649318
DDD 40 .4967434 .9289145 0.318775










