id X Y
DD 1 .9941896 .8916650
DD 2 .1876063 .2262483
DD 3 .9402277 .0929114
DD 4 .5181380 .9168384
DD 5 .3413854 .1293492
DD 6 .8544510 .6305628
DD 7 .9727511 .2304249
DD 8 .7357930 .0376462
DD 9 .9430978 .2140208
DD 10 .1923972 .4052676
DD 11 .3850694 .4703620
DD 12 .6004608 .9711586
DD 13 .9790657 .4010407
DD 14 .2415629 .5831740
DD 15 .1006176 .5025442
DD 16 .1323489 .9755610
DD 17 .8917999 .4836960
DD 18 .7380568 .0489462
DD 19 .1116880 .3069854
DD 20 .3315461 .9448423
DD 21 .6291799 .8331451
DD 22 .6368230 .1387768
DD 23 .9813371 .2523174
DD 24 .8190481 .7385072
DD 25 .3168945 .5670125
DD 26 .8555584 .1222230
DD 27 .7504172 .3525907
DD 28 .0359538 .3806916
DD 29 .8278902 .5984655
DD 30 .1726876 .0690109

