id X Y Z
DDD 1 .5101246 .6195439 0.462474
DDD 2 .2785358 .1375038 0.509834
DDD 3 .3202792 .8183008 0.403036
DDD 4 .5776425 .3420433 0.587991
DDD 5 .3257988 .8685242 0.241209
DDD 6 .4440537 .2349445 0.845769
DDD 7 .9176061 .4474940 0.266878
DDD 8 .3932038 .9308911 0.314177
DDD 9 .0500666 .6020873 0.364159
DDD 10 .1405264 .6015313 0.509486
DDD 11 .9315808 .0891668 0.253114
DDD 12 .8273286 .5404006 0.097541
DDD 13 .9971479 .2709820 0.616033
DDD 14 .8719166 .1955554 0.973307
DDD 15 .1320885 .6077673 0.062915
DDD 16 .7931294 .4128532 0.824664
DDD 17 .9684248 .3889130 0.583431
DDD 18 .2915608 .2411655 0.422052
DDD 19 .4284584 .7164826 0.746380
DDD 20 .2129995 .3780595 0.942344
DDD 21 .8915173 .5762101 0.016912
DDD 22 .8253960 .4501618 0.688816
DDD 23 .4448208 .2147342 0.402830
DDD 24 .3688767 .5335524 0.132703
DDD 25 .3705869 .5384845 0.613582
DDD 26 .5293820 .2706645 0.150121
DDD 27 .7290429 .8476118 0.974295
DDD 28 .9693086 .2133120 0.764644
DDD 29 .7185473 .3434295 0.267327
DDD 30 .1394934 .1361678 0.474000
DDD 31 .2147509 .3632925 0.036936
DDD 32 .2998946 .4782996 0.550781
DDD 33 .9832672 .5034570 0.012632
DDD 34 .1828113 .1767709 0.875191
DDD 35 .6848519 .4265283 0.347741
DDD 36 .4213396 .2878575 0.402841
DDD 37 .7962555 .3913919 0.264581
DDD 38 .3034020 .2176596 0.554144
DDD 39 .4888730 .0033133 0.619490
DDD 40 .3520088 .3118140 0.923554
DDD 41 .5637280 .4109764 0.989935
DDD 42 .6168250 .1281930 0.986436
DDD 43 .6453461 .6638745 0.539053
DDD 44 .5195292 .0189135 0.805094
DDD 45 .5863572 .1134693 0.278411
DDD 46 .9422685 .6982310 0.951579
DDD 47 .7143670 .9581610 0.740574
DDD 48 .4886394 .2279740 0.769138
DDD 49 .1354175 .0961542 0.446504
DDD 50 .1714700 .2066192 0.834609
DDD 51 .4543699 .6000374 0.987821
DDD 52 .0701479 .7339525 0.481910
DDD 53 .3294395 .0381058 0.276248
DDD 54 .8187304 .7100301 0.878805
DDD 55 .2810597 .6534190 0.079280
DDD 56 .3885121 .9218846 0.214587
DDD 57 .8468984 .6230895 0.557244
DDD 58 .9564921 .8186399 0.596288
DDD 59 .9253525 .2456173 0.401068
DDD 60 .3332115 .4574417 0.821537
DDD 61 .0768632 .3690055 0.512306
DDD 62 .2761037 .3384012 0.751197
DDD 63 .4410837 .5401952 0.970142
DDD 64 .0417395 .1936329 0.194150
DDD 65 .2509427 .5278164 0.100951
DDD 66 .9235516 .6479539 0.748964
DDD 67 .8421429 .7836638 0.469977
DDD 68 .6596999 .3589591 0.832350
DDD 69 .4162691 .2394315 0.601594
DDD 70 .0450959 .0414979 0.837582
DDD 71 .1526084 .1973824 0.103041
DDD 72 .5961456 .8931085 0.911123
DDD 73 .8006671 .0175489 0.923981
DDD 74 .6379024 .5072315 0.487107
DDD 75 .5323551 .3180549 0.669454
DDD 76 .8399568 .4720622 0.818893
DDD 77 .1875617 .4149914 0.245656
DDD 78 .3359199 .5242416 0.313522
DDD 79 .3945177 .0972492 0.480669
DDD 80 .6257100 .3152636 0.277897
DDD 81 .3595850 .3606002 0.932415
DDD 82 .1714090 .4490122 0.915914
DDD 83 .0600983 .6523929 0.447022
DDD 84 .8351467 .2932824 0.483230
DDD 85 .4862479 .1792841 0.092255
DDD 86 .1376824 .9260007 0.086434
DDD 87 .4989110 .0187356 0.719390
DDD 88 .9930063 .1551871 0.245518
DDD 89 .5224494 .7013512 0.293548
DDD 90 .5387760 .4950096 0.848563
DDD 91 .0849665 .5837936 0.925621
DDD 92 .5636435 .8706229 0.803058
DDD 93 .2510026 .1367832 0.623317
DDD 94 .6469234 .1813660 0.788678
DDD 95 .0483007 .0928289 0.401643
DDD 96 .4775091 .1323685 0.626732
DDD 97 .5437611 .5346422 0.832747
DDD 98 .0988657 .3432001 0.900593
DDD 99 .4341630 .1959425 0.551241
DDD 100 .4142250 .9909326 0.490338
DDD 101 .7323389 .6673312 0.038021
DDD 102 .7471810 .4133958 0.088066
DDD 103 .8843821 .4643945 0.444199
DDD 104 .3416457 .3935260 0.820228
DDD 105 .6708191 .0739633 0.123632
DDD 106 .3429787 .4120691 0.855389
DDD 107 .4346346 .6357944 0.407380
DDD 108 .1579501 .0755319 0.369394
DDD 109 .1392568 .7666204 0.920101
DDD 110 .4614560 .2187078 0.742679
DDD 111 .7752506 .5548370 0.715792
DDD 112 .0064669 .8033741 0.769532
DDD 113 .6781858 .7478199 0.339246
DDD 114 .4919723 .5813917 0.001714
DDD 115 .0520906 .8582894 0.208433
