id X Y Z
DDD 1 .5606904 .0250844 0.137536
DDD 2 .7712913 .3981786 0.576254
DDD 3 .7647538 .1285525 0.211572
DDD 4 .3430084 .5669522 0.828396
DDD 5 .2684881 .9855396 0.295841
DDD 6 .2391758 .3858199 0.356903
DDD 7 .2652428 .3596934 0.433452
DDD 8 .2280473 .6223498 0.172194
DDD 9 .2208745 .9648346 0.300425
DDD 10 .2936978 .5575903 0.774539
DDD 11 .8864991 .9742675 0.241351
DDD 12 .0538670 .2269103 0.088257
DDD 13 .0701037 .8040614 0.700722
DDD 14 .2357139 .6318624 0.027504
DDD 15 .5627033 .6088925 0.306970
DDD 16 .9793537 .6509137 0.051073
DDD 17 .9741192 .6691022 0.304460
DDD 18 .2213609 .4679053 0.918701
DDD 19 .1209227 .5601087 0.282233
DDD 20 .6024564 .1524871 0.120521
DDD 21 .6847845 .9184772 0.483780
DDD 22 .1242484 .3985540 0.074243
DDD 23 .4710598 .4286040 0.075444
DDD 24 .2155855 .1244171 0.403506
DDD 25 .7800705 .4633695 0.497628
DDD 26 .2136950 .3691126 0.572600
DDD 27 .8798801 .1720577 0.653289
DDD 28 .9602456 .3274068 0.558114
DDD 29 .7495474 .7075937 0.291993
DDD 30 .8866795 .0337341 0.414657


