id X Y Z
DDD 1 .7414884 .6009696 0.944188
DDD 2 .0412364 .9539310 0.974182
DDD 3 .4360822 .4951969 0.737314
DDD 4 .2899072 .7742701 0.622378
DDD 5 .8749962 .4246148 0.569064
DDD 6 .3031655 .6807968 0.172887
DDD 7 .4230275 .5994534 0.044522
DDD 8 .2512352 .0121450 0.908994
DDD 9 .3839520 .5807275 0.992856
DDD 10 .9729472 .6274462 0.351829
DDD 11 .6413846 .3457239 0.572645
DDD 12 .3842765 .9266248 0.313787
DDD 13 .6906565 .3017590 0.593166
DDD 14 .2907939 .2486917 0.430002
DDD 15 .3022620 .0085297 0.509991
DDD 16 .3172784 .9421164 0.135973
DDD 17 .2163739 .3455270 0.949670
DDD 18 .2093744 .6210422 0.605179
DDD 19 .1463628 .2040818 0.687952
DDD 20 .1736951 .8034321 0.909581
DDD 21 .8148256 .6694239 0.499845
DDD 22 .7705647 .5417408 0.332484
DDD 23 .2934962 .6999661 0.765779
DDD 24 .9115722 .0104232 0.688371
DDD 25 .7912290 .5596310 0.567410
DDD 26 .6836808 .4520390 0.915189
DDD 27 .1421720 .2027230 0.467525
DDD 28 .1517047 .4869460 0.605428
DDD 29 .1869341 .3753727 0.821262
DDD 30 .2979402 .5800956 0.740722
DDD 31 .2981608 .7462456 0.355014
DDD 32 .3455198 .3893125 0.749123
DDD 33 .4511190 .7127755 0.058138
DDD 34 .5720595 .6871653 0.006240
DDD 35 .1398061 .8859521 0.817821
DDD 36 .2312945 .3851578 0.489977
DDD 37 .4374089 .3124293 0.012997
DDD 38 .4290481 .6640269 0.434670
DDD 39 .6317847 .3607207 0.621772
DDD 40 .9999713 .0344387 0.156736
DDD 41 .8546933 .4292784 0.462002
DDD 42 .0444167 .9628793 0.373911
DDD 43 .3779152 .2166051 0.163324
DDD 44 .4394928 .0800581 0.517098
DDD 45 .8678176 .6530016 0.205931
DDD 46 .1511738 .4632162 0.875507
DDD 47 .6575204 .5933799 0.477774
DDD 48 .5492344 .5063922 0.669412
DDD 49 .4852361 .3115719 0.388196
DDD 50 .3551418 .8584730 0.488077
DDD 51 .3187587 .4569973 0.121385
DDD 52 .7137650 .1497769 0.299279
DDD 53 .6871166 .6102170 0.751026
DDD 54 .7392778 .0135164 0.773609
DDD 55 .9062421 .5180688 0.209289
DDD 56 .4978291 .4457940 0.675351
DDD 57 .9387940 .5525343 0.552513
DDD 58 .6958421 .9813344 0.613127
DDD 59 .2791672 .4085122 0.166708
DDD 60 .4720934 .5739753 0.647633













