id X Y Z
DDD 1 .3049035 .3221034 0.492858
DDD 2 .6259865 .5234487 0.670340
DDD 3 .5562568 .3975432 0.536031
DDD 4 .0764467 .3292835 0.799760
DDD 5 .1942746 .7714312 0.398909
DDD 6 .3455074 .6945466 0.341143
DDD 7 .6352209 .7440615 0.290366
DDD 8 .8335407 .2762992 0.660278
DDD 9 .0527939 .4869037 0.687192
DDD 10 .0478393 .7727705 0.903462
DDD 11 .5204131 .8831469 0.556054
DDD 12 .9432916 .4359795 0.997156
DDD 13 .8294085 .2023484 0.235266
DDD 14 .2079572 .3748004 0.323166
DDD 15 .9057869 .8035903 0.019965
DDD 16 .1193856 .3414781 0.347379
DDD 17 .0243954 .7486355 0.188195
DDD 18 .3188477 .9377189 0.491047
DDD 19 .6399191 .3856066 0.332810
DDD 20 .0668537 .0072490 0.655909
DDD 21 .4669100 .8104666 0.010510
DDD 22 .8208113 .6696714 0.743407
DDD 23 .9810998 .2413422 0.782014
DDD 24 .0683430 .2026076 0.114613
DDD 25 .0042524 .8002792 0.774178
DDD 26 .1990432 .9399991 0.946748
DDD 27 .3849277 .4766374 0.135827
DDD 28 .9322087 .6061093 0.049001
DDD 29 .5954026 .0717997 0.270952
DDD 30 .7547399 .0667299 0.842835
DDD 31 .6157920 .0594654 0.761496
DDD 32 .4658784 .3083978 0.566328
DDD 33 .7427869 .3403115 0.394658
DDD 34 .9651386 .4475937 0.312042
DDD 35 .6025293 .0625058 0.112250
DDD 36 .7355970 .5569529 0.026260
DDD 37 .0126397 .6962343 0.759342
DDD 38 .1330497 .8440115 0.382814
DDD 39 .4624499 .5043403 0.140474
DDD 40 .8463173 .9369559 0.212090





