id X Y Z
DDD 1 .5790842 .3504205 0.827008
DDD 2 .9280891 .2360880 0.163221
DDD 3 .7554711 .4487169 0.433036
DDD 4 .3600402 .2284712 0.393692
DDD 5 .5758995 .7538654 0.296917
DDD 6 .2537150 .2938566 0.508489
DDD 7 .1110850 .5789425 0.948256
DDD 8 .5019468 .2186462 0.866447
DDD 9 .1874146 .2203256 0.741805
DDD 10 .2809672 .7451482 0.986625
DDD 11 .0121732 .2090789 0.260231
DDD 12 .9911260 .8550735 0.401762
DDD 13 .4075371 .2770156 0.563221
DDD 14 .4557179 .2160824 0.781582
DDD 15 .6103731 .2991633 0.317434
DDD 16 .3647798 .3959508 0.283274
DDD 17 .0985647 .0335168 0.090011
DDD 18 .9542803 .9625470 0.938610
DDD 19 .4246170 .1394374 0.059403
DDD 20 .7064245 .4234632 0.314783
DDD 21 .6713454 .1436368 0.775763
DDD 22 .2602554 .6363412 0.975612
DDD 23 .6776657 .6006384 0.025265
DDD 24 .7372516 .2967186 0.351612
DDD 25 .0875542 .9637299 0.122505
DDD 26 .5056054 .7791218 0.828956
DDD 27 .7122668 .3809823 0.834380
DDD 28 .4082246 .3011754 0.355650
DDD 29 .5125781 .9346993 0.431268
DDD 30 .2296369 .3692249 0.128780
DDD 31 .2392562 .3649520 0.261402
DDD 32 .4298010 .9543995 0.736306
DDD 33 .6389061 .1094359 0.913899
DDD 34 .8697395 .9847167 0.033318
DDD 35 .0488288 .0410348 0.360653
DDD 36 .5238271 .6037725 0.422600
DDD 37 .7663294 .5169752 0.169579
DDD 38 .3328774 .2593116 0.768021
DDD 39 .0701100 .6325821 0.819208
DDD 40 .9048063 .0025503 0.406252
DDD 41 .1666594 .6991903 0.334188
DDD 42 .4069893 .2960716 0.183116
DDD 43 .2930666 .1779989 0.834047
DDD 44 .5953995 .9764570 0.852269
DDD 45 .0770826 .2753654 0.838265
DDD 46 .5566094 .5670874 0.356039
DDD 47 .0707007 .2535008 0.359590
DDD 48 .6536728 .5937763 0.449326
DDD 49 .8576724 .7845304 0.523765
DDD 50 .8071748 .5656198 0.057426
DDD 51 .6983775 .3637045 0.727837
DDD 52 .2372629 .4276859 0.898753
DDD 53 .4149876 .3249624 0.550386
DDD 54 .9576462 .0904628 0.048512
DDD 55 .9210442 .2323553 0.322598
DDD 56 .6522879 .5503623 0.804230
DDD 57 .9350928 .6547977 0.551744
DDD 58 .2712200 .5305688 0.262687
DDD 59 .1480025 .3075190 0.192658
