id X Y Z
DDD 1 .2116737 .5511553 0.472666
DDD 2 .1847690 .3250398 0.827518
DDD 3 .2116946 .0324893 0.217889
DDD 4 .3662906 .4859378 0.738275
DDD 5 .3213961 .0515052 0.958269
DDD 6 .9169771 .6045645 0.637784
DDD 7 .1745790 .9072323 0.156973
DDD 8 .7635875 .9752533 0.648323
DDD 9 .2136920 .7568479 0.904206
DDD 10 .4500019 .8711850 0.628908
DDD 11 .6540694 .7235543 0.228493
DDD 12 .8075970 .2444030 0.011081
DDD 13 .2418151 .8318130 0.879214
DDD 14 .7373927 .4396487 0.966750
DDD 15 .6451706 .6275326 0.176013
DDD 16 .9132083 .0840052 0.264272
DDD 17 .9198076 .0525524 0.003927
DDD 18 .1339037 .2285951 0.478011
DDD 19 .4452876 .7175489 0.328775
DDD 20 .8844617 .2228304 0.619764
DDD 21 .4530916 .1435906 0.049288
DDD 22 .0390970 .2779875 0.850526
DDD 23 .8537942 .2457731 0.438197
DDD 24 .3711572 .7447011 0.671463
DDD 25 .3073029 .1759423 0.130960
DDD 26 .6282293 .2453839 0.122300
DDD 27 .8382504 .9262639 0.584577
DDD 28 .5779686 .3621016 0.313239
DDD 29 .9387803 .5595797 0.101397
DDD 30 .0096564 .9151050 0.490150
DDD 31 .8707590 .7519080 0.833160
DDD 32 .7547507 .2465681 0.874667
DDD 33 .3140291 .1203599 0.381971
DDD 34 .1206442 .5551398 0.671647
DDD 35 .8293588 .6169508 0.900974
DDD 36 .6568825 .3542163 0.829337
DDD 37 .7243855 .5835583 0.066707
DDD 38 .0211338 .6324066 0.863588
DDD 39 .4257582 .8114031 0.045386
DDD 40 .1996440 .2980405 0.152998
DDD 41 .6560132 .4931805 0.516308
DDD 42 .9676606 .9477719 0.196168
DDD 43 .5621199 .0981390 0.900714
DDD 44 .9407836 .8069011 0.248442
DDD 45 .1042701 .1782606 0.884053
DDD 46 .7472877 .6780106 0.516078
DDD 47 .8360112 .6030313 0.233486
DDD 48 .8105870 .6744006 0.995401
DDD 49 .7253893 .8343818 0.983662
DDD 50 .2240676 .1126696 0.366819
DDD 51 .6040446 .1430030 0.081652
DDD 52 .6689142 .8391251 0.840799
DDD 53 .5973259 .1206890 0.123541
DDD 54 .8982024 .0495812 0.536943
DDD 55 .5811351 .8864038 0.256142
DDD 56 .8038311 .8510140 0.232340
DDD 57 .1155251 .8796927 0.727150
DDD 58 .5007310 .8635527 0.715510
DDD 59 .8937110 .3846520 0.530136
DDD 60 .3966133 .4668993 0.839168
DDD 61 .6782767 .6691946 0.661979
DDD 62 .2442254 .1885385 0.314498
DDD 63 .8216187 .0336132 0.488061
DDD 64 .2630607 .4815367 0.067537
DDD 65 .3202220 .7526983 0.112930
DDD 66 .3226368 .9543856 0.829954
DDD 67 .1548686 .9177197 0.318410
DDD 68 .8412145 .1387347 0.411450
DDD 69 .3314931 .0266988 0.937939
DDD 70 .6010864 .1950205 0.273329







