id X Y Z
DDD 1 .3843754 .0863275 0.569587
DDD 2 .5942805 .4956077 0.440506
DDD 3 .2396928 .4296655 0.287956
DDD 4 .8900885 .5591412 0.430638
DDD 5 .3891863 .7809504 0.017867
DDD 6 .5978418 .4681334 0.680492
DDD 7 .7380942 .8883604 0.959700
DDD 8 .7626599 .1965443 0.030274
DDD 9 .8254847 .6732740 0.942016
DDD 10 .7230985 .4861483 0.515390
DDD 11 .4105137 .1715222 0.880738
DDD 12 .5159119 .7635751 0.258559
DDD 13 .6388798 .6114792 0.135612
DDD 14 .1456369 .9786533 0.665351
DDD 15 .6184044 .8546461 0.774076
DDD 16 .0010924 .8383132 0.588732
DDD 17 .0088058 .6114679 0.788261
DDD 18 .9222135 .6534255 0.774312
DDD 19 .3513535 .5241580 0.343975
DDD 20 .1368440 .3467152 0.598650
DDD 21 .1768519 .5550587 0.957653
DDD 22 .0645900 .3578353 0.784985
DDD 23 .9704533 .7468286 0.027234
DDD 24 .5775064 .4338329 0.771027
DDD 25 .0618092 .3802970 0.310489
DDD 26 .6566436 .7541356 0.067444
DDD 27 .3591781 .3354416 0.290183
DDD 28 .6182398 .5908475 0.671844
DDD 29 .1539881 .9864148 0.434010
DDD 30 .5200063 .7671085 0.505359
DDD 31 .2731470 .5961393 0.271225
DDD 32 .5004204 .5055744 0.117876
DDD 33 .6227649 .7205049 0.997959
DDD 34 .3436348 .7502373 0.172640
DDD 35 .3090623 .8249024 0.372614
DDD 36 .3784164 .5298677 0.054089
DDD 37 .3877257 .8325059 0.372119
DDD 38 .9778745 .1798515 0.688809
DDD 39 .9170172 .7776514 0.561209
DDD 40 .6815098 .9581406 0.399191
DDD 41 .0951786 .6796277 0.572532
DDD 42 .7537349 .4249749 0.782226
DDD 43 .2592730 .1704877 0.581219
DDD 44 .4523845 .4869968 0.874044
DDD 45 .5082136 .7308740 0.188357
DDD 46 .2232500 .7538863 0.224218
DDD 47 .4725133 .4736246 0.301575
DDD 48 .4662577 .2767477 0.452173
DDD 49 .7598947 .5668548 0.155564
DDD 50 .6269547 .2266862 0.932131
DDD 51 .0194879 .3445886 0.077498
DDD 52 .5323881 .9613744 0.382073
DDD 53 .2355761 .0896086 0.840670
DDD 54 .6796631 .4864424 0.769622
DDD 55 .3198658 .0033046 0.301733
DDD 56 .3523506 .7542732 0.182237
DDD 57 .5417393 .0516884 0.561126
DDD 58 .9258920 .6997677 0.424290
DDD 59 .7290231 .6837071 0.670797
DDD 60 .6571241 .4729035 0.178322
DDD 61 .0851552 .7832957 0.692294
DDD 62 .9514279 .0109676 0.811872
DDD 63 .1873973 .0035530 0.506777
DDD 64 .0676924 .8562417 0.521861
DDD 65 .2275805 .6407767 0.382188
DDD 66 .1476939 .8621730 0.106252
DDD 67 .4919461 .6761420 0.973669
DDD 68 .2215198 .9747216 0.857915
DDD 69 .7976061 .2193291 0.823450
DDD 70 .5107265 .3951580 0.957692
DDD 71 .1451557 .4446819 0.130866
DDD 72 .1799130 .8331261 0.179316
DDD 73 .9326780 .7672961 0.577484
DDD 74 .1167319 .8888200 0.814568
DDD 75 .1159480 .4520668 0.417382
DDD 76 .9789418 .4426754 0.430071
DDD 77 .7907214 .5089575 0.687754
DDD 78 .4513438 .7995853 0.844196
DDD 79 .6007449 .4658690 0.788240
DDD 80 .4092460 .6893377 0.886396
