id X Y Z
DDD 1 .6193464 .8246551 0.939096
DDD 2 .3543589 .5630971 0.858625
DDD 3 .4609102 .7793573 0.236250
DDD 4 .4736777 .2549159 0.193527
DDD 5 .2021045 .2869447 0.129524
DDD 6 .9679722 .1194403 0.194534
DDD 7 .2195188 .1940263 0.826380
DDD 8 .4541563 .5178886 0.395862
DDD 9 .2897818 .9611018 0.842419
DDD 10 .1758204 .8497492 0.280232
DDD 11 .2717710 .5558541 0.474190
DDD 12 .9857837 .1006457 0.136540
DDD 13 .5526960 .2763026 0.584968
DDD 14 .8969822 .7535128 0.337954
DDD 15 .4289056 .7652375 0.452219
DDD 16 .3247280 .7088495 0.166890
DDD 17 .4992617 .4749902 0.227388
DDD 18 .6986876 .1791065 0.045263
DDD 19 .1816578 .7374244 0.854494
DDD 20 .7043621 .5854500 0.556278
DDD 21 .9693753 .0638315 0.357845
DDD 22 .0878187 .0617602 0.049743
DDD 23 .0586362 .4564781 0.421828
DDD 24 .9778250 .9677945 0.092036
DDD 25 .2245750 .9086448 0.173565
DDD 26 .4877770 .4755107 0.242078
DDD 27 .7100756 .8914114 0.064700
DDD 28 .5848061 .4016286 0.266786
DDD 29 .5181538 .8989576 0.028858
DDD 30 .6715938 .5351485 0.251269
DDD 31 .6489732 .9130426 0.750938
DDD 32 .0216285 .2077649 0.710366
DDD 33 .9698125 .2523834 0.583081
DDD 34 .3323115 .1724516 0.097731
DDD 35 .7105204 .4321530 0.270774
DDD 36 .5913657 .3229782 0.759196
DDD 37 .8858413 .5485416 0.396861
DDD 38 .7568232 .6742787 0.962247
DDD 39 .7946503 .9365593 0.924989
DDD 40 .1833811 .5374637 0.544675
DDD 41 .3572294 .4767707 0.617081
DDD 42 .2295142 .1083770 0.083017
DDD 43 .3354261 .4367432 0.619115
DDD 44 .1793361 .8269813 0.316417
DDD 45 .0345063 .0514219 0.156841
DDD 46 .8272030 .8760404 0.416877
DDD 47 .1949021 .5367144 0.955600
DDD 48 .3053693 .0285851 0.726271
DDD 49 .4195230 .6930454 0.312318
DDD 50 .6770385 .6190343 0.696088













