id X Y
DD 1 .7576751 .8926988
DD 2 .3615226 .8193881
DD 3 .0285214 .0121407
DD 4 .3580377 .3089645
DD 5 .3160579 .0555356
DD 6 .0008539 .1858016
DD 7 .2086856 .8588987
DD 8 .9336603 .0003118
DD 9 .9877763 .8720676
DD 10 .1428213 .9714845
DD 11 .0250769 .1129433
DD 12 .9510153 .1192213
DD 13 .7946214 .3997211
DD 14 .7439278 .7625297
DD 15 .5823491 .4303931
DD 16 .3853103 .4680636
DD 17 .6141001 .7412825
DD 18 .2177449 .0988808
DD 19 .1483514 .2495431
DD 20 .0771138 .7350685
DD 21 .4416501 .6442004
DD 22 .9344514 .6855975
DD 23 .4273304 .4497180
DD 24 .8734823 .2914299
DD 25 .1744329 .6960084
DD 26 .5571065 .3780656
DD 27 .1239389 .7775686
DD 28 .7603019 .6333894
DD 29 .8311363 .6977750
DD 30 .7667828 .3834133
DD 31 .2613057 .3356140
DD 32 .4461718 .6713236
DD 33 .0636203 .9420224
DD 34 .8388374 .6086743
DD 35 .8453329 .5098576
DD 36 .4558136 .9936426
DD 37 .1326472 .1410849
DD 38 .8177588 .4495223
DD 39 .9712871 .6703429
DD 40 .7636448 .0340892
DD 41 .2113441 .6464120
DD 42 .6981824 .5516809
DD 43 .3476617 .8105385
DD 44 .3458140 .7468086
DD 45 .9464508 .3688466
DD 46 .0548233 .1903938
DD 47 .4661919 .9984812
DD 48 .7516481 .9443401
DD 49 .6488142 .4544480
DD 50 .9742316 .9016238
DD 51 .2758095 .0946299
DD 52 .8931219 .8794631
DD 53 .3009938 .2899532
DD 54 .9264322 .8619280
DD 55 .2222335 .6484195
DD 56 .7236128 .9526117
DD 57 .7612522 .8065056
DD 58 .3746661 .2522384
DD 59 .8937960 .2175329
DD 60 .3248635 .6023524
DD 61 .1096086 .3198109
DD 62 .4566082 .4540596
DD 63 .2680097 .5609407
DD 64 .1437275 .4872027
DD 65 .0230404 .2894092
DD 66 .9805910 .4148744
DD 67 .6822921 .2387903
DD 68 .7179333 .9928455
DD 69 .3833242 .3992863
DD 70 .2655212 .8828316
DD 71 .1561633 .1092549
DD 72 .2027550 .8995819
DD 73 .0124129 .2565765
DD 74 .0133318 .4490701
DD 75 .5711448 .0444891
DD 76 .3581363 .7206384
DD 77 .4966548 .7746407
DD 78 .4379688 .4493146
DD 79 .4684901 .8948627
DD 80 .3784692 .7727337
DD 81 .5025612 .9513363
DD 82 .2850680 .7646607
DD 83 .8537862 .3126803
DD 84 .0448870 .4660850
DD 85 .8032426 .2728248
DD 86 .1616326 .4247471
DD 87 .4013689 .5036248
DD 88 .1525849 .6018185
DD 89 .4260323 .3677949
DD 90 .7551806 .6547944
DD 91 .8304038 .3061910
DD 92 .0133399 .6405305
DD 93 .8982290 .8065110
DD 94 .0569845 .6212715
DD 95 .9783891 .2064115
DD 96 .0560575 .9565225
DD 97 .5092916 .0836266
DD 98 .6141860 .6192317
DD 99 .2267439 .9772044
DD 100 .1458269 .0180214
DD 101 .8242286 .8432355
DD 102 .1207186 .8076408
DD 103 .4370502 .5887063
DD 104 .2146269 .2344713
DD 105 .3743280 .2991625
DD 106 .3171346 .8373032
DD 107 .4354258 .8679825
DD 108 .1444760 .8877674
DD 109 .5177831 .5730284
DD 110 .2045833 .8292706
DD 111 .3364087 .0935411
DD 112 .5664801 .1150843
DD 113 .9041736 .3171543
DD 114 .9883458 .1499004
DD 115 .6266409 .2921058
DD 116 .3368866 .3367304
DD 117 .7931672 .5089034
DD 118 .9514891 .2920127
DD 119 .9325476 .4621352
DD 120 .9239079 .8232423
DD 121 .6692159 .6975854
DD 122 .6193564 .9098745
DD 123 .7751103 .2806065
DD 124 .7867372 .2717153
DD 125 .1604241 .2545855
DD 126 .1107669 .6690232
DD 127 .3687425 .0566150
DD 128 .0508318 .3121449
DD 129 .2111748 .3219070
DD 130 .4819575 .0602189
DD 131 .6501790 .7773681
DD 132 .3811989 .7903382
DD 133 .7745041 .1738488
DD 134 .1544508 .6901024
DD 135 .2272007 .0491887
DD 136 .9280731 .4747329
DD 137 .9816216 .6010725
DD 138 .1781933 .7994094
DD 139 .8159181 .5681689
DD 140 .5670306 .5102458
DD 141 .8123816 .6958409
DD 142 .1164623 .8728800
DD 143 .9892469 .4621512
DD 144 .3782434 .4930494
DD 145 .7319130 .0617458
DD 146 .7491980 .1932781
DD 147 .6881131 .4277418
DD 148 .4072314 .4659624
DD 149 .5750261 .9907693
DD 150 .5765695 .0552205
DD 151 .9508317 .0430935
DD 152 .2221273 .4349156
DD 153 .1514171 .5450587
DD 154 .2647464 .0927947
DD 155 .6950110 .9692275
DD 156 .6301243 .1827388
DD 157 .6111009 .7503230
DD 158 .7109965 .7882252
DD 159 .1402370 .9596928
DD 160 .1384354 .2072964
DD 161 .5509047 .2522915
DD 162 .3153916 .7171322
DD 163 .5887032 .6803952
DD 164 .3427461 .5367774
DD 165 .1592663 .8072066
DD 166 .3315585 .4492042
DD 167 .7848538 .2984576
DD 168 .3988011 .9757301
DD 169 .3879821 .8718533
DD 170 .8290656 .2613898
DD 171 .9540167 .6310055
DD 172 .0804203 .0112106
DD 173 .2059605 .3281598
DD 174 .8351973 .9339945
DD 175 .8739072 .3518025
DD 176 .6498966 .1591975
DD 177 .4314394 .0219351
DD 178 .6340182 .8883492
DD 179 .9617917 .3356913
DD 180 .8643845 .9572046
DD 181 .4555344 .3148388
DD 182 .9857917 .7879986
DD 183 .3640042 .6778285
DD 184 .9145425 .1098057
DD 185 .3613905 .2432130
DD 186 .1899684 .4636395
DD 187 .4134179 .2567309
DD 188 .9393519 .4695667
DD 189 .5096151 .1469337
DD 190 .4501192 .6353189
DD 191 .5743775 .9171832
DD 192 .9836878 .5866613
DD 193 .6020784 .7759737
DD 194 .9093440 .3936849
DD 195 .1235057 .4310889
DD 196 .8628773 .4862281
DD 197 .5525720 .9018972
DD 198 .0098418 .7653627
DD 199 .3187031 .3513758
DD 200 .3711326 .1333077
DD 201 .1842222 .3560403
DD 202 .4904842 .9258108
DD 203 .6875676 .7060999
DD 204 .6184063 .7209798
DD 205 .8399631 .1856603
DD 206 .3713936 .7362931
DD 207 .3203640 .1869229
DD 208 .0028708 .4681024
DD 209 .4337793 .2638709
DD 210 .6846791 .2698832
DD 211 .6815838 .0681690
DD 212 .4238798 .0388348
DD 213 .2868329 .2087083
DD 214 .4956429 .8547005
DD 215 .4580368 .5496985
DD 216 .8129268 .9969087
DD 217 .2839994 .8612067
DD 218 .9189239 .9008558
DD 219 .3403281 .5488660
DD 220 .9077716 .8833926
DD 221 .4527399 .8418937
DD 222 .3692047 .3908694
DD 223 .3884751 .1738648
DD 224 .4175615 .5574760
DD 225 .0076443 .8496433
DD 226 .1962590 .4016010
DD 227 .7613284 .1927861
DD 228 .3244314 .3655802
DD 229 .2203880 .3863607
DD 230 .1392792 .3890169
DD 231 .0933659 .7697577
DD 232 .0397216 .5048858
DD 233 .1662483 .4855011
DD 234 .6955744 .2053984
DD 235 .6813363 .5715539
DD 236 .4806099 .6231458
DD 237 .4647350 .7919553
DD 238 .5338898 .9318759
DD 239 .8971323 .0551025
DD 240 .8556093 .2474365
DD 241 .5732949 .9853701
DD 242 .4927514 .5974574
DD 243 .8721829 .3283446
DD 244 .0450408 .0602786
DD 245 .0094562 .0584974
DD 246 .4893976 .7189992
DD 247 .5025592 .4339345
DD 248 .9352451 .3423423
DD 249 .0681852 .3567026
DD 250 .8250173 .3348470
DD 251 .2028928 .2372981
DD 252 .9129541 .0767312
DD 253 .1676352 .5542888
DD 254 .9071652 .8181600
DD 255 .5911160 .3076001
DD 256 .9489004 .2606224
DD 257 .8978706 .8878300
DD 258 .3203881 .2442093
DD 259 .4149340 .2622004
DD 260 .2973962 .8958186
DD 261 .1635592 .9862326
DD 262 .4612463 .4492224
DD 263 .5348515 .0022124
DD 264 .8112737 .9305539
DD 265 .5030286 .5317791
DD 266 .6140738 .1566315
DD 267 .6574768 .0988073
DD 268 .2192311 .1006694
DD 269 .7324922 .7559392
DD 270 .3789763 .6598576
DD 271 .7667364 .2969374
DD 272 .4352866 .1690647
DD 273 .5056529 .4182612
DD 274 .7737220 .5390505
DD 275 .8295383 .6851868
DD 276 .0676996 .4881036
DD 277 .1953020 .4361934
DD 278 .1163373 .7524810
DD 279 .3563276 .5374850
DD 280 .7673731 .1104406
DD 281 .6949354 .7282107
DD 282 .9553740 .1815660
DD 283 .7758857 .1644527
DD 284 .9034085 .8495127
DD 285 .3048156 .1021577
DD 286 .8499739 .3217856
DD 287 .3376298 .3191799
DD 288 .2761391 .7417218
DD 289 .8083143 .1652474
DD 290 .7120088 .3000369
DD 291 .3835752 .7842664
DD 292 .1756275 .2881169
DD 293 .1607781 .2516874
DD 294 .7077347 .7622447
DD 295 .3360302 .7239882
DD 296 .0662647 .6541638
DD 297 .9045625 .2584375
DD 298 .3765507 .4133357
DD 299 .6259999 .2174819
DD 300 .5257675 .6819733
DD 301 .4902904 .0491312
DD 302 .6596139 .1049615
DD 303 .0411790 .0958737
DD 304 .7895270 .1201382
DD 305 .1257927 .7307285
DD 306 .9412137 .3546363
DD 307 .6013233 .7883071
DD 308 .3489153 .9021126
DD 309 .5905997 .6269943
DD 310 .9909682 .0432393
DD 311 .0726936 .3388587
DD 312 .5248163 .6048473
DD 313 .6452532 .1674330
DD 314 .8550596 .7761096
DD 315 .6121721 .0883584
DD 316 .7853004 .3951760
DD 317 .2311198 .1798365
DD 318 .2798839 .0062463
DD 319 .7855592 .7221661
DD 320 .7990213 .8222288
DD 321 .5977899 .2191363
DD 322 .1616435 .5064031
DD 323 .3334633 .4669834
DD 324 .8135677 .7399307
DD 325 .8115532 .5847828
DD 326 .8005704 .1401530
DD 327 .5621020 .1768156
DD 328 .9206590 .4444244
DD 329 .7898489 .5734027
DD 330 .3986227 .1202775
DD 331 .1152422 .8802248
DD 332 .1177328 .7870362
DD 333 .0729933 .2830198
DD 334 .2746528 .0561133
DD 335 .1374094 .0680505
DD 336 .7981234 .5741882
DD 337 .9858959 .9296555
DD 338 .6812031 .0797779
DD 339 .4674044 .5828032
DD 340 .3996931 .9914378
DD 341 .6588791 .1566531
DD 342 .8922407 .2044677
DD 343 .5050729 .4279689
DD 344 .4144281 .0896094
DD 345 .5681255 .2116066
DD 346 .3912985 .8063122
DD 347 .7731772 .1474918
DD 348 .8091712 .5467627
DD 349 .8226791 .1353016
DD 350 .5246471 .7345416
DD 351 .9501277 .6327363
DD 352 .1303188 .9705246
DD 353 .3663379 .2516089
DD 354 .8942778 .0430128
DD 355 .2782370 .2962588
DD 356 .1629643 .9310921
DD 357 .5791778 .2668031
DD 358 .0506328 .6994145
DD 359 .7560654 .5087516
DD 360 .9876290 .7159945
DD 361 .4548550 .1813083
DD 362 .7051756 .8667572
DD 363 .4023352 .0275524
DD 364 .6253756 .4734860
DD 365 .5962419 .9864058
DD 366 .7180511 .4650346
DD 367 .1327928 .8521445
DD 368 .1847559 .9622195
DD 369 .7133543 .7629689
DD 370 .5262398 .7092209
DD 371 .4203096 .5241033
DD 372 .5217027 .5506343
DD 373 .1239391 .3188213
DD 374 .4627680 .1830549
DD 375 .9124139 .3459773
DD 376 .8961291 .4102712
DD 377 .9484921 .8958476
DD 378 .5776926 .7463389
DD 379 .5593555 .3256203
DD 380 .9566567 .0230108
DD 381 .2578859 .7475143
DD 382 .1067327 .1867637
DD 383 .5597092 .8595272
DD 384 .6075498 .1730113
DD 385 .3731938 .5319924
DD 386 .6435799 .0155509
DD 387 .5594311 .2507522
DD 388 .9095889 .5199028
DD 389 .8336985 .4856030
DD 390 .3570734 .1694872
DD 391 .0441862 .1140231
DD 392 .1392733 .6505772
DD 393 .2404853 .2358390
DD 394 .2545822 .6202037
DD 395 .7436732 .5526941
DD 396 .4783985 .1826942
DD 397 .2494226 .8827465
DD 398 .5280938 .0048367
DD 399 .1205786 .6992132
DD 400 .5287109 .0438048
DD 401 .4287394 .6219821
DD 402 .4296648 .3804874
DD 403 .6456976 .7928094
DD 404 .9439973 .4757741
DD 405 .5128166 .7023928
DD 406 .9080447 .0681773
DD 407 .5646669 .4251371
DD 408 .9446257 .6149679
DD 409 .7752141 .9054949
DD 410 .3984403 .2902802
DD 411 .2406589 .9166461
DD 412 .3272058 .6744485
DD 413 .8103631 .0037638
