id X Y
DD 1 .6991434 .4612258
DD 2 .3167974 .9084423
DD 3 .6389080 .2500923
DD 4 .2907935 .1716916
DD 5 .5259402 .0377137
DD 6 .5955667 .6287282
DD 7 .0603201 .6829707
DD 8 .8315645 .8325606
DD 9 .8497615 .2098600
DD 10 .9491883 .6626877
DD 11 .3895602 .2520288
DD 12 .3412797 .1036999
DD 13 .5346824 .1874871
DD 14 .8130663 .8694167
DD 15 .8000947 .4891700
DD 16 .2434863 .8443464
DD 17 .2973734 .5378002
DD 18 .0400411 .0090315
DD 19 .2054949 .3484148
DD 20 .3583505 .8529570
DD 21 .3541373 .1517368
DD 22 .1988439 .1526754
DD 23 .4289981 .7845953
DD 24 .7853884 .2356756
DD 25 .8381833 .0555807
DD 26 .1405607 .2318279
DD 27 .4418280 .7763739
DD 28 .7536081 .0409937
DD 29 .8664098 .5364682
DD 30 .1313227 .4621439
DD 31 .4108757 .5376048
DD 32 .4579832 .7180995
DD 33 .7013767 .3199459
DD 34 .3845987 .9903347
DD 35 .0502490 .8680888
DD 36 .1238361 .0071919
DD 37 .3955490 .6822707
DD 38 .7366175 .6008824
DD 39 .9001005 .6768018
DD 40 .1383629 .7958172
DD 41 .6213063 .3996731
DD 42 .4936091 .6826617
DD 43 .6600572 .6677096
DD 44 .0611913 .2760665
DD 45 .0816134 .3313372
DD 46 .1397059 .8938217
DD 47 .5834737 .0103123
DD 48 .6735163 .4132554
DD 49 .9626561 .2023814
DD 50 .6295036 .0765660
DD 51 .1926441 .5240936
DD 52 .9480153 .2874859
DD 53 .3311529 .7976559
DD 54 .3994372 .9617458
DD 55 .2040085 .4880799
DD 56 .9194032 .2952742
DD 57 .1954584 .2967018
DD 58 .0172829 .0664663
DD 59 .5562989 .6437489
DD 60 .9081395 .4992074

















