id X Y Z
DDD 1 .3124916 .9896077 0.974594
DDD 2 .0958034 .5594577 0.666298
DDD 3 .2115039 .7354685 0.644562
DDD 4 .7728101 .6603571 0.185303
DDD 5 .7378672 .9732723 0.099742
DDD 6 .8945848 .5444010 0.503344
DDD 7 .2402008 .7134438 0.787174
DDD 8 .3593280 .1883335 0.447216
DDD 9 .3046001 .6824712 0.711599
DDD 10 .4084471 .2132786 0.294372
DDD 11 .8492509 .3683749 0.247625
DDD 12 .6688386 .8106359 0.541055
DDD 13 .3662985 .3564849 0.257746
DDD 14 .2570870 .6209526 0.017940
DDD 15 .7151584 .5017958 0.237712
DDD 16 .5680645 .7566428 0.094662
DDD 17 .1192708 .6077858 0.527747
DDD 18 .9149888 .4718781 0.464295
DDD 19 .5012276 .1002581 0.128020
DDD 20 .9930635 .4612019 0.893230
DDD 21 .6068901 .6243003 0.028619
DDD 22 .5207996 .4319474 0.299430
DDD 23 .8027243 .9161119 0.152927
DDD 24 .8759003 .4013999 0.256195
DDD 25 .9547650 .5100255 0.389238
DDD 26 .7775912 .0123744 0.600841
DDD 27 .0725396 .0728117 0.696188
DDD 28 .9534034 .8725013 0.486509
DDD 29 .7745860 .0880986 0.776575
DDD 30 .3320678 .2725674 0.988858
DDD 31 .1390524 .3567334 0.819203
DDD 32 .8792693 .3347668 0.249165
DDD 33 .8659188 .8849453 0.145625
DDD 34 .1809385 .3272210 0.946537
DDD 35 .3067885 .1895228 0.085787
DDD 36 .9084372 .1386481 0.205742
DDD 37 .9116229 .2836682 0.569092
DDD 38 .1878281 .2561359 0.978411
DDD 39 .7843855 .4820241 0.314262
DDD 40 .6453093 .4866350 0.256038
DDD 41 .8039807 .9793637 0.059972
DDD 42 .7042570 .5035607 0.102051
DDD 43 .3132750 .6528693 0.624544
DDD 44 .9450520 .4158132 0.744455
DDD 45 .5550288 .8885910 0.434104
DDD 46 .5733760 .2171277 0.875700
DDD 47 .3744027 .0518422 0.155410
DDD 48 .0298661 .3859693 0.168313
DDD 49 .4359886 .5597444 0.199491
DDD 50 .4552992 .2147375 0.685403













