id X Y
DD 1 .0685904 .1191372
DD 2 .7802149 .9076790
DD 3 .5549038 .1545208
DD 4 .9084030 .8911762
DD 5 .3866218 .9742185
DD 6 .9915339 .2565273
DD 7 .9213211 .1822431
DD 8 .1899868 .6915489
DD 9 .7071496 .3733763
DD 10 .7809267 .0876976
DD 11 .6013767 .3920239
DD 12 .1566900 .5964129
DD 13 .6258141 .4952233
DD 14 .2870788 .7692493
DD 15 .1046494 .6923954
DD 16 .1847981 .9196900
DD 17 .9757100 .0838219
DD 18 .2742457 .6765211
DD 19 .4342555 .7017916
DD 20 .3728404 .6339006
DD 21 .8567431 .0986699
DD 22 .5674537 .0613178
DD 23 .5457740 .0880878
DD 24 .1102003 .7745309
DD 25 .2092732 .4297983
DD 26 .2592491 .3808316
DD 27 .8970257 .0937978
DD 28 .6303474 .0306373
DD 29 .7136568 .7208295
DD 30 .1698082 .3019992
DD 31 .0441513 .1276650
DD 32 .5637078 .6221526
DD 33 .9887136 .7373729
DD 34 .2023756 .3352712
DD 35 .6183395 .6354183
DD 36 .3528426 .7401381
DD 37 .6285461 .9876677
DD 38 .7711559 .6650564
DD 39 .7714612 .6694895
DD 40 .6152626 .8770083
DD 41 .5585446 .4469124
DD 42 .3889373 .2323824
DD 43 .3077733 .6595265
DD 44 .1368612 .2995363
DD 45 .5078225 .2562536
DD 46 .7868850 .4885958
DD 47 .2227608 .8425617
DD 48 .1516067 .7182280
DD 49 .0867261 .1619372
DD 50 .5990964 .4772063
DD 51 .2490946 .6437315
DD 52 .9107889 .8824358
DD 53 .0244744 .2296543
DD 54 .6796682 .0142606
DD 55 .2635837 .0054698
DD 56 .2677726 .3813628
DD 57 .5633885 .0136504
DD 58 .5301785 .7259137
DD 59 .0379138 .2451334
DD 60 .1018658 .3568905
DD 61 .8225767 .8796911
DD 62 .1006487 .5651442
DD 63 .8198627 .4780449
DD 64 .8775684 .1349436
DD 65 .1353473 .5755152
DD 66 .3871991 .1678452
DD 67 .6105961 .9749724
DD 68 .4831212 .9578864
DD 69 .9310291 .4119323
DD 70 .7847762 .0217996
DD 71 .7575493 .0300964
DD 72 .7149324 .0512292
DD 73 .6732833 .5622563
DD 74 .0634783 .9103335
DD 75 .6113075 .9975438
DD 76 .3721161 .1836994
DD 77 .6833981 .0072967
DD 78 .1221687 .4557196
DD 79 .4988055 .1116021
DD 80 .8980310 .6805189
DD 81 .3684646 .5476597
DD 82 .3332179 .8256852
DD 83 .1440709 .5377570
DD 84 .8533663 .5255062
DD 85 .4407366 .0746442
DD 86 .3273739 .7796624
DD 87 .9216432 .8087286
DD 88 .2279764 .7384048
DD 89 .1558843 .9355472
DD 90 .4779168 .2196942

