id X Y Z
DDD 1 .0145810 .6166738 0.622361
DDD 2 .0362350 .7444597 0.374980
DDD 3 .5738222 .3243646 0.649247
DDD 4 .8281985 .5187509 0.374530
DDD 5 .0446718 .1741107 0.443896
DDD 6 .2570240 .1433387 0.531919
DDD 7 .5373264 .6004314 0.990197
DDD 8 .2425505 .1460145 0.769229
DDD 9 .0463607 .4209677 0.737060
DDD 10 .3703760 .6988431 0.653255
DDD 11 .0238824 .1101275 0.647999
DDD 12 .2373680 .7714683 0.117844
DDD 13 .3417562 .2157844 0.886023
DDD 14 .7142474 .6168123 0.098119
DDD 15 .8592161 .8912035 0.997898
DDD 16 .1096673 .2830909 0.770028
DDD 17 .3861752 .3000902 0.978402
DDD 18 .7315799 .7737564 0.404902
DDD 19 .7978883 .4146971 0.621043
DDD 20 .0197979 .6016893 0.071729
DDD 21 .5109861 .8910617 0.049543
DDD 22 .0849280 .3252245 0.831914
DDD 23 .2594266 .1349681 0.546235
DDD 24 .1371849 .6684418 0.829167
DDD 25 .5842720 .6679078 0.175166
DDD 26 .1153908 .4111152 0.268677
DDD 27 .8335330 .2024402 0.845074
DDD 28 .2106369 .7168227 0.071613
DDD 29 .6053047 .6167010 0.535658
DDD 30 .4870330 .2205036 0.087082


