id X Y Z
DDD 1 .6756725 .6807197 0.987433
DDD 2 .4138611 .5017776 0.342787
DDD 3 .7390672 .6692784 0.236462
DDD 4 .1041075 .6279080 0.726815
DDD 5 .8213651 .9238909 0.406302
DDD 6 .8302542 .1372072 0.061235
DDD 7 .2344950 .5052308 0.766539
DDD 8 .7015441 .3869017 0.091168
DDD 9 .2691241 .6262358 0.795117
DDD 10 .4749982 .3664498 0.913320
DDD 11 .8059045 .7763434 0.905406
DDD 12 .8523674 .9900451 0.079128
DDD 13 .1770018 .5652322 0.441979
DDD 14 .9303080 .4002023 0.831045
DDD 15 .2524051 .5589048 0.191269
DDD 16 .4340815 .3873562 0.554076
DDD 17 .3483329 .3795567 0.242415
DDD 18 .2846440 .2178651 0.908555
DDD 19 .4129766 .0343565 0.866222
DDD 20 .2290660 .5160293 0.143249
