id X Y Z
DDD 1 .9709813 .9744736 0.710512
DDD 2 .3877228 .6802370 0.029165
DDD 3 .8189093 .3805863 0.071525
DDD 4 .4572791 .3136829 0.333747
DDD 5 .5356666 .3921000 0.601619
DDD 6 .2787483 .5678543 0.455910
DDD 7 .4196461 .2988840 0.952262
DDD 8 .6546069 .3982154 0.204909
DDD 9 .2797550 .6980057 0.144124
DDD 10 .2338931 .1963539 0.010493
DDD 11 .2281823 .7416028 0.600420
DDD 12 .1905260 .1376291 0.130733
DDD 13 .3502351 .8134946 0.092959
DDD 14 .0012089 .6059078 0.774672
DDD 15 .9030334 .5997357 0.186452
DDD 16 .5188100 .3307020 0.590842
DDD 17 .2847131 .2232231 0.492613
DDD 18 .9061530 .7091350 0.239423
DDD 19 .1962192 .1022901 0.968984
DDD 20 .6363935 .1591390 0.443452
DDD 21 .8489425 .7062382 0.393435
DDD 22 .5585375 .0931634 0.131389
DDD 23 .1010066 .0927456 0.872451
DDD 24 .0365554 .9829740 0.317755
DDD 25 .0681136 .1363400 0.992976
DDD 26 .6518898 .7128831 0.555378
DDD 27 .7741616 .2444042 0.778040
DDD 28 .3533279 .6355034 0.676067
DDD 29 .1925031 .0957871 0.481081
DDD 30 .8741456 .0328899 0.748767
DDD 31 .6783897 .9527917 0.887738
DDD 32 .5305072 .5662605 0.880937
DDD 33 .0919917 .2533952 0.501564
DDD 34 .1712502 .2263930 0.518672
DDD 35 .3320488 .7878012 0.775899
DDD 36 .2587953 .6688242 0.985872
DDD 37 .7028619 .5401090 0.203569
DDD 38 .2029026 .9651448 0.702012
DDD 39 .3696270 .4078004 0.050496
DDD 40 .7097595 .9935335 0.961688
DDD 41 .6541952 .1121608 0.104677
DDD 42 .8023322 .1352329 0.305274
DDD 43 .3078824 .7324556 0.029888
DDD 44 .2554527 .7834645 0.053554
DDD 45 .0800952 .9239593 0.436066
DDD 46 .5996525 .4893533 0.318903
DDD 47 .4789471 .9405557 0.221284
DDD 48 .8976927 .3853027 0.690271
DDD 49 .8778673 .4398815 0.537016
DDD 50 .6909964 .7969656 0.099403
DDD 51 .0331083 .5036534 0.005941
DDD 52 .5411571 .5750314 0.720873
DDD 53 .3011946 .5961768 0.532004
DDD 54 .3332885 .4795151 0.884463
DDD 55 .7303801 .9858688 0.048173
DDD 56 .0296041 .7016303 0.245368
DDD 57 .7812520 .5812184 0.453269
DDD 58 .1171718 .0186829 0.658540
DDD 59 .4313891 .7347336 0.178758
DDD 60 .0246874 .7902673 0.351540
DDD 61 .2476120 .3343706 0.207519
DDD 62 .9182581 .6014117 0.834437
DDD 63 .7645041 .8574855 0.466461
DDD 64 .3419895 .3597421 0.813819
DDD 65 .9746962 .8707738 0.064560
DDD 66 .1495297 .5162311 0.097932
DDD 67 .3875422 .0217533 0.332518
DDD 68 .2690538 .1972242 0.873930
DDD 69 .1084382 .6213751 0.674340
DDD 70 .4353756 .7411923 0.194647
DDD 71 .5787947 .6391036 0.652110
DDD 72 .6753504 .6966092 0.351867
DDD 73 .5317247 .9345702 0.726709
DDD 74 .8004027 .9644996 0.772398
DDD 75 .5835195 .8844524 0.926928
DDD 76 .3842711 .6050965 0.546277
DDD 77 .6060925 .7178474 0.252463
DDD 78 .8138161 .9547099 0.376524
DDD 79 .2084529 .7738771 0.199446
DDD 80 .3124005 .1358755 0.006521
DDD 81 .5810620 .9048598 0.294824
DDD 82 .8528227 .7481499 0.137716
DDD 83 .5983028 .1678912 0.547058
DDD 84 .2914689 .3930866 0.534651
DDD 85 .0913957 .0153824 0.180283
DDD 86 .7461654 .5469860 0.053231
DDD 87 .9445868 .0867821 0.838362
DDD 88 .2735492 .9185053 0.792075
DDD 89 .1664762 .5326391 0.620743
DDD 90 .5315524 .5221584 0.087633

