id X Y Z
DDD 1 .2554908 .2161539 0.420476
DDD 2 .6643801 .6546883 0.613358
DDD 3 .0384555 .8114964 0.975107
DDD 4 .2904999 .5319065 0.099013
DDD 5 .6611993 .3416676 0.398024
DDD 6 .0669221 .1437937 0.327336
DDD 7 .0156494 .6219213 0.773816
DDD 8 .5272527 .8491466 0.126405
DDD 9 .3388411 .2121065 0.324247
DDD 10 .8881388 .3530953 0.044534
DDD 11 .8565030 .9189033 0.205956
DDD 12 .9960348 .7975356 0.742294
DDD 13 .8102070 .1222685 0.868819
DDD 14 .1841627 .4778743 0.657791
DDD 15 .2684232 .7880959 0.377702
DDD 16 .1812565 .7527498 0.144496
DDD 17 .2944416 .1048585 0.385212
DDD 18 .9096172 .4858095 0.919522
DDD 19 .0924797 .4059508 0.320402
DDD 20 .4820673 .6249344 0.375798
DDD 21 .0250365 .0873790 0.193787
DDD 22 .0219833 .0540426 0.306025
DDD 23 .9248437 .7156299 0.991384
DDD 24 .3416116 .3528002 0.052799
DDD 25 .6362546 .9937707 0.846635
DDD 26 .4627400 .2147584 0.434636
DDD 27 .6237580 .7033693 0.998109
DDD 28 .0794134 .5866431 0.538810
DDD 29 .8771648 .5914659 0.768001
DDD 30 .1611527 .6202905 0.246981
DDD 31 .0090479 .2888456 0.718263
DDD 32 .9809662 .7310627 0.295282
DDD 33 .8528710 .0290416 0.175350
DDD 34 .1167397 .8270458 0.633925
DDD 35 .1900825 .9251263 0.431426
DDD 36 .7962635 .4439378 0.905073
DDD 37 .3089281 .0291966 0.217879
DDD 38 .9016032 .3608193 0.292602
DDD 39 .4620095 .9608141 0.966326
DDD 40 .7716568 .4889986 0.496406
DDD 41 .1663410 .5963044 0.466422
DDD 42 .5839680 .5643549 0.895811
DDD 43 .5889858 .6490322 0.488959
DDD 44 .6870902 .5151127 0.061425
DDD 45 .5809515 .8673260 0.099769
DDD 46 .1094267 .3412875 0.640087
DDD 47 .5470378 .3949223 0.372534
DDD 48 .0934104 .8861905 0.220714
DDD 49 .2424217 .3793983 0.424138
DDD 50 .5865459 .8988839 0.654797
DDD 51 .4280887 .4153630 0.903374
DDD 52 .0421133 .1113891 0.013083
DDD 53 .4444320 .5469451 0.665631
DDD 54 .7086467 .4552791 0.542473
DDD 55 .2105977 .4416457 0.607760
DDD 56 .0725402 .7260803 0.302940
DDD 57 .6491144 .5356877 0.459334
DDD 58 .7037255 .6151907 0.651005
DDD 59 .4811603 .4278758 0.662337
DDD 60 .0691954 .6498272 0.073532
DDD 61 .8351505 .9904654 0.869494
DDD 62 .7396402 .7313677 0.932146
DDD 63 .9453286 .4349002 0.278294
DDD 64 .8245112 .0983968 0.045630
DDD 65 .8603695 .2183056 0.755859
DDD 66 .6218414 .0573204 0.318387
DDD 67 .6948127 .9415915 0.195470
DDD 68 .7400453 .0526139 0.517893
DDD 69 .3860868 .4477152 0.347178
DDD 70 .9060855 .8601510 0.838388
DDD 71 .7021341 .7923502 0.074268
DDD 72 .0717490 .0876484 0.098841
DDD 73 .6018310 .6796965 0.726574
DDD 74 .2087230 .9005911 0.145762
DDD 75 .8927056 .8217211 0.360156
DDD 76 .4726023 .0421030 0.576260
DDD 77 .0555132 .4155219 0.793495
DDD 78 .5323095 .8006318 0.888965
DDD 79 .3982199 .9040455 0.909572
DDD 80 .3085686 .5570547 0.425400
DDD 81 .3354979 .1908322 0.108382
DDD 82 .8344464 .8074127 0.141408
DDD 83 .2241356 .7581082 0.395686
DDD 84 .3214771 .9409822 0.763404
DDD 85 .1674421 .3651558 0.782539
DDD 86 .8529114 .3253187 0.690610
DDD 87 .5679535 .2937644 0.435669
DDD 88 .6850968 .1172924 0.760203
DDD 89 .6801759 .0104766 0.464389
DDD 90 .3602981 .3265139 0.022934
DDD 91 .4038854 .6195656 0.984503
DDD 92 .3483248 .5869423 0.992695
DDD 93 .1613013 .0120097 0.495925
DDD 94 .5565364 .3634230 0.962882
DDD 95 .7034211 .0374360 0.547248
DDD 96 .7820640 .3894313 0.879408
DDD 97 .5645962 .6388749 0.613116
DDD 98 .2178271 .3949528 0.176740
DDD 99 .7902074 .4324777 0.257478
DDD 100 .8440246 .9712231 0.327186
DDD 101 .3477137 .8618908 0.300460
DDD 102 .5056742 .0015266 0.147706
DDD 103 .8315576 .4230186 0.419137
DDD 104 .4483399 .6714343 0.190058
DDD 105 .9100742 .5902410 0.471758
DDD 106 .9998597 .8022856 0.961756
DDD 107 .3478178 .4680472 0.297859
DDD 108 .0745402 .2104114 0.586559
DDD 109 .9672547 .7682981 0.175471
DDD 110 .5543591 .0010949 0.156722
DDD 111 .8747223 .8362069 0.167821
DDD 112 .8730889 .1175968 0.935919
DDD 113 .6395845 .9184191 0.168201
DDD 114 .9853526 .9762679 0.224530
DDD 115 .5427743 .9225583 0.605267
DDD 116 .2223380 .4608659 0.944998
DDD 117 .8490639 .2350613 0.168958
DDD 118 .3856445 .6922111 0.989612
DDD 119 .3415987 .8563450 0.491854
DDD 120 .0644186 .5403007 0.511214
DDD 121 .8101278 .7300939 0.025648
DDD 122 .0199579 .4494650 0.469791
DDD 123 .2161150 .6750327 0.501929
DDD 124 .1952362 .3851437 0.208691
DDD 125 .9661844 .1987165 0.018025
DDD 126 .2907281 .1029055 0.413013
DDD 127 .8952900 .5469201 0.606467
DDD 128 .9063987 .9434583 0.420962
DDD 129 .6652621 .9199246 0.076935
DDD 130 .1741771 .3661447 0.345512
DDD 131 .4831306 .6066538 0.153542
DDD 132 .9745608 .7798048 0.189646
DDD 133 .1845067 .0249925 0.520790
DDD 134 .8116026 .1834564 0.993217
DDD 135 .3454879 .9250096 0.323481
DDD 136 .9663231 .8970195 0.962770
DDD 137 .4046768 .3619783 0.032308
DDD 138 .6009774 .3888293 0.413096
DDD 139 .7051476 .9663322 0.050003
DDD 140 .1744834 .9739673 0.137633
DDD 141 .5021902 .4537840 0.583072
DDD 142 .1691064 .9850356 0.191947
DDD 143 .6115882 .5940600 0.618090
DDD 144 .2240914 .8619197 0.219132
DDD 145 .4676816 .7918363 0.142938
DDD 146 .0147462 .3638794 0.298744
DDD 147 .5806957 .2667900 0.249190
DDD 148 .4844153 .6079902 0.162223
DDD 149 .0764385 .2269857 0.587426
DDD 150 .3982506 .6520757 0.330935
DDD 151 .2036287 .5243700 0.557948
DDD 152 .8955850 .5748414 0.450837
DDD 153 .1274864 .6137499 0.638927
DDD 154 .2134578 .1054872 0.604649
DDD 155 .4029348 .1955373 0.260415
DDD 156 .6663332 .4016583 0.429505
DDD 157 .3345034 .1335632 0.888305
DDD 158 .1126951 .0877322 0.563517
