id X Y Z
DDD 1 .8902757 .4393712 0.359880
DDD 2 .2751342 .9758021 0.302639
DDD 3 .7073976 .4923506 0.698734
DDD 4 .5568040 .5941694 0.750478
DDD 5 .2303706 .9255255 0.031786
DDD 6 .9756574 .8356880 0.812068
DDD 7 .7402018 .7828367 0.511744
DDD 8 .1504998 .9616032 0.074140
DDD 9 .4880470 .1446769 0.287934
DDD 10 .7287891 .0044786 0.234680
DDD 11 .0361743 .4980083 0.769234
DDD 12 .1638327 .9525143 0.594908
DDD 13 .3410425 .5835718 0.963268
DDD 14 .8730477 .7959008 0.725637
DDD 15 .9279596 .4816407 0.793148
DDD 16 .7867017 .5768541 0.263204
DDD 17 .5734555 .2515549 0.161155
DDD 18 .2966911 .8237027 0.381305
DDD 19 .8929625 .2125679 0.738185
DDD 20 .1177308 .4898287 0.993198
DDD 21 .3503074 .9951171 0.137717
DDD 22 .5202521 .9049396 0.037835
DDD 23 .3720415 .2907786 0.411185
DDD 24 .9142105 .3610907 0.589990
DDD 25 .0614141 .7116621 0.053193
DDD 26 .1723270 .8186257 0.290996
DDD 27 .7490014 .6991361 0.352898
DDD 28 .8839131 .7847835 0.273924
DDD 29 .2622768 .7983085 0.623402
DDD 30 .6177723 .5846682 0.781033
DDD 31 .0049265 .0769274 0.275005
DDD 32 .1236402 .8426181 0.549373
DDD 33 .0561077 .6910731 0.707649
DDD 34 .2826221 .7912831 0.409177
DDD 35 .5652962 .6984782 0.628315
DDD 36 .7820168 .7329498 0.649680
DDD 37 .4525144 .7443142 0.744275
DDD 38 .3801931 .2373705 0.166164
DDD 39 .2367348 .1821045 0.568196
DDD 40 .8717040 .0545970 0.501164
DDD 41 .8047703 .9698431 0.373258
DDD 42 .2780020 .7696119 0.449655
DDD 43 .8841522 .1616981 0.993283
DDD 44 .3788563 .3849297 0.565714
DDD 45 .3690064 .2996452 0.928089
DDD 46 .6552741 .6823307 0.946162
DDD 47 .6279382 .2352787 0.467053
DDD 48 .4153074 .7175355 0.575934
DDD 49 .3450664 .0556819 0.937384
DDD 50 .8859816 .4114385 0.545961
DDD 51 .8447803 .4618743 0.541407
DDD 52 .1316238 .1255516 0.342419
DDD 53 .4501715 .2047759 0.664203
DDD 54 .7425029 .4920729 0.006541
DDD 55 .1345802 .5101238 0.165976
DDD 56 .4568233 .6925324 0.493908
DDD 57 .1429496 .7461149 0.272674
DDD 58 .5501528 .8628119 0.780189
DDD 59 .6698505 .2690256 0.651453
DDD 60 .4532083 .3035054 0.658119

