id X Y
DD 1 .3436463 .3248672
DD 2 .2684018 .7661306
DD 3 .2894494 .6772479
DD 4 .1154847 .4000653
DD 5 .5148856 .9576980
DD 6 .1687353 .6760725
DD 7 .6726738 .3035807
DD 8 .2079980 .5974206
DD 9 .0899459 .8234188
DD 10 .4338025 .2326828
DD 11 .3310982 .6126513
DD 12 .9929576 .0043267
DD 13 .3253837 .6648603
DD 14 .5804263 .1084551
DD 15 .4817734 .4409543
DD 16 .2639219 .0672670
DD 17 .7089879 .3217666
DD 18 .8018290 .9152773
DD 19 .4969000 .7416183
DD 20 .5550226 .2871311
DD 21 .1693787 .2824110
DD 22 .3203463 .6035131
DD 23 .7482548 .6380153
DD 24 .9168229 .4742182
DD 25 .9210758 .8128976
DD 26 .2015111 .1234325
DD 27 .4168619 .3103654
DD 28 .6341962 .7987299
DD 29 .3868123 .9452773
DD 30 .9902235 .3967196
DD 31 .5710080 .2718573
DD 32 .9676460 .5067488
DD 33 .2052698 .8751382
DD 34 .0648805 .2590690
DD 35 .5696098 .7978327
DD 36 .2221446 .2224788
DD 37 .2738219 .4638578
DD 38 .5154972 .5231624
DD 39 .9768468 .3536171
DD 40 .0452233 .6833046
DD 41 .0922755 .5602431
DD 42 .6370046 .6745991
DD 43 .6778767 .8236085
DD 44 .8287041 .5550097
DD 45 .3650093 .7508072
DD 46 .7890671 .9516343
DD 47 .7643624 .1762675
DD 48 .4361193 .6502724
DD 49 .8853110 .9174698
DD 50 .4089200 .6728619
DD 51 .0124390 .9066841
DD 52 .2005201 .4243419
DD 53 .1671253 .6259948
DD 54 .3738799 .6652571
DD 55 .4046611 .1804272
DD 56 .2350333 .0475765
DD 57 .1058275 .8880139
DD 58 .6953420 .5082794
DD 59 .1513744 .0594134
DD 60 .5711810 .6553080
DD 61 .1410453 .2340114
DD 62 .6862300 .0480131
DD 63 .0458614 .5225644
DD 64 .4876329 .5512777
DD 65 .9609586 .3041820
DD 66 .2790241 .2486078
DD 67 .7415182 .2010529
DD 68 .6147206 .1916696
DD 69 .7289106 .3086004
DD 70 .0816467 .9365602
DD 71 .6682268 .8299670
DD 72 .9976943 .7025492
DD 73 .1295729 .7276749
DD 74 .0436426 .3566599
DD 75 .8089903 .3752568
DD 76 .2743649 .4842966
DD 77 .2233112 .5183879
DD 78 .2652457 .6967052
DD 79 .4368077 .6268557
DD 80 .4704244 .1324037
DD 81 .1638054 .8613576
DD 82 .5170826 .8513730
DD 83 .1656705 .7559018
DD 84 .6383984 .4547868
DD 85 .2753845 .1282859
DD 86 .4484173 .6839104
DD 87 .2984680 .9160150
DD 88 .6638393 .7915482
DD 89 .8029421 .2688901
DD 90 .2469984 .9075974

