id X Y Z
DDD 1 .7468254 .8275832 0.416472
DDD 2 .2053239 .8026343 0.548509
DDD 3 .6884189 .4727685 0.654916
DDD 4 .4933198 .5589968 0.573803
DDD 5 .1550754 .6042392 0.793028
DDD 6 .3113210 .4280687 0.665717
DDD 7 .3434992 .1782728 0.944430
DDD 8 .7240735 .1947402 0.914344
DDD 9 .5254518 .5544385 0.768660
DDD 10 .5448336 .0898717 0.204948
DDD 11 .9563148 .6910911 0.202090
DDD 12 .4125291 .8651173 0.393139
DDD 13 .4824612 .0595766 0.232059
DDD 14 .5337132 .2988322 0.882012
DDD 15 .8743465 .6628812 0.288531
DDD 16 .6437254 .9965280 0.030340
DDD 17 .7266999 .0286654 0.004211
DDD 18 .7882452 .9813721 0.064805
DDD 19 .4534903 .7219943 0.673077
DDD 20 .8766553 .3953804 0.958702
DDD 21 .6236192 .5278843 0.587082
DDD 22 .9912432 .9822450 0.572479
DDD 23 .4812063 .1638279 0.917586
DDD 24 .7176540 .1677147 0.973500
DDD 25 .5070475 .8109997 0.232229
DDD 26 .0460824 .7001279 0.494767
DDD 27 .5279843 .9506752 0.476512
DDD 28 .6208547 .1066203 0.269384
DDD 29 .0786926 .4477955 0.457533
DDD 30 .4172170 .7417252 0.873930
DDD 31 .0634332 .4623578 0.146657
DDD 32 .6147089 .9740803 0.751246
DDD 33 .5387589 .9546890 0.021468
DDD 34 .0203840 .0307867 0.496985
DDD 35 .6147001 .0834551 0.464733
DDD 36 .5637287 .0921621 0.472843
DDD 37 .7117152 .9137384 0.720523
DDD 38 .0173517 .2342228 0.652042
DDD 39 .0613386 .2324780 0.624811
DDD 40 .2597610 .5217508 0.067111
DDD 41 .4351584 .0232809 0.071355
DDD 42 .3427281 .6682798 0.547892
DDD 43 .3521468 .8328651 0.916775
DDD 44 .7972634 .8453062 0.833945
DDD 45 .8586245 .8554664 0.619546
DDD 46 .6379992 .0235212 0.711827
DDD 47 .4959049 .4952088 0.727999
DDD 48 .2222024 .1834031 0.785560
DDD 49 .0531016 .3029910 0.923687
DDD 50 .4906253 .2981408 0.923409












