id X Y Z
DDD 1 .6630978 .7893098 0.587322
DDD 2 .2797855 .5507806 0.618464
DDD 3 .0986659 .7375180 0.372743
DDD 4 .5836690 .3321734 0.689549
DDD 5 .7864710 .8257235 0.934472
DDD 6 .2473134 .0457932 0.133673
DDD 7 .9803428 .0021350 0.498672
DDD 8 .5090611 .9361467 0.785225
DDD 9 .9681301 .5814093 0.767242
DDD 10 .0465661 .8543610 0.040416
DDD 11 .4274253 .5755112 0.506069
DDD 12 .8550737 .7110193 0.809233
DDD 13 .2061500 .5100040 0.789230
DDD 14 .8359346 .1652748 0.731272
DDD 15 .2567405 .4558516 0.178998
DDD 16 .9029876 .9271210 0.966235
DDD 17 .3806668 .8359865 0.322001
DDD 18 .1352872 .1106827 0.251923
DDD 19 .1265586 .3323345 0.289452
DDD 20 .8219278 .6078418 0.484897
DDD 21 .3529481 .4734585 0.246428
DDD 22 .5998343 .0979494 0.829373
DDD 23 .0257415 .2137699 0.607191
DDD 24 .9072537 .6528374 0.817175
DDD 25 .8686369 .4481479 0.730919
DDD 26 .4807043 .4563541 0.298447
DDD 27 .3069928 .8040743 0.261155
DDD 28 .6152179 .3912458 0.020989
DDD 29 .2147523 .5178262 0.572353
DDD 30 .5782594 .5479188 0.331487
DDD 31 .4501232 .4701397 0.024887
DDD 32 .2956270 .4114735 0.343988
DDD 33 .8964389 .7058619 0.410118
DDD 34 .7793389 .8549402 0.559302
DDD 35 .2451491 .6047115 0.896055
DDD 36 .4968936 .3148899 0.319291
DDD 37 .2908631 .3571613 0.889536
DDD 38 .9297725 .7950798 0.033992
DDD 39 .9639519 .0189178 0.592226
DDD 40 .0655258 .7165500 0.348171
DDD 41 .3020580 .0952831 0.199870
DDD 42 .8286624 .1281477 0.617996
DDD 43 .3431285 .7061256 0.508785
DDD 44 .9847566 .3668473 0.636664
DDD 45 .4819294 .7040406 0.655519
DDD 46 .5410893 .8069976 0.362988
DDD 47 .8295708 .9008284 0.085273
DDD 48 .9946708 .6937779 0.233468
DDD 49 .8990368 .4764382 0.112667
DDD 50 .0110550 .9882307 0.476754
DDD 51 .5442205 .8133052 0.010789
DDD 52 .5088446 .3662821 0.937650
DDD 53 .2281737 .9683215 0.198243
DDD 54 .1166279 .6566882 0.601558
DDD 55 .7983470 .7528160 0.760121
DDD 56 .1901691 .6549066 0.350211
DDD 57 .1001745 .3636483 0.832733
DDD 58 .8444158 .9309929 0.046091
DDD 59 .7506083 .5591375 0.748810
DDD 60 .7711837 .4168145 0.761383
DDD 61 .6927839 .8028225 0.412951
DDD 62 .1706474 .6056828 0.085925
DDD 63 .9220544 .3442660 0.792177
DDD 64 .3019043 .4579505 0.797427
DDD 65 .8598295 .0450620 0.771551
DDD 66 .5212972 .8487588 0.538916
DDD 67 .7901468 .5031534 0.565421
DDD 68 .9807851 .8259506 0.604510
DDD 69 .7873456 .7303031 0.011672
DDD 70 .3438484 .2117514 0.838844
DDD 71 .5617653 .7843676 0.130705
DDD 72 .0721090 .2631657 0.403825
