id X Y
DD 1 .9567073 .3817114
DD 2 .6963228 .6396215
DD 3 .4142586 .7487268
DD 4 .1284073 .2741982
DD 5 .0898851 .5100567
DD 6 .3940383 .9153376
DD 7 .7606888 .4182987
DD 8 .7684994 .6810648
DD 9 .1035362 .9546648
DD 10 .6407836 .5717376
DD 11 .8847409 .3678769
DD 12 .8974392 .8498516
DD 13 .3603241 .2673871
DD 14 .2572245 .9178834
DD 15 .1647731 .1572990
DD 16 .2250311 .4711170
DD 17 .1337113 .4607698
DD 18 .7216121 .6425403
DD 19 .1155290 .6658062
DD 20 .1450081 .9042140
DD 21 .4139533 .8355006
DD 22 .3841060 .8510436
DD 23 .2904159 .9196834
DD 24 .0758977 .8131506
DD 25 .8520652 .5689525
DD 26 .3046373 .6040774
DD 27 .2560217 .4118912
DD 28 .2996342 .6334023
DD 29 .7581450 .3752493
DD 30 .0027611 .0510148
DD 31 .6978316 .4057568
DD 32 .3383217 .4408421
DD 33 .6993399 .1293088
DD 34 .5056105 .6762541
DD 35 .5325088 .2343201
DD 36 .6947085 .6572387
DD 37 .2466509 .8043517
DD 38 .5527132 .4777633
DD 39 .0935134 .0014620
DD 40 .9420927 .7650500
DD 41 .7986760 .4043933
DD 42 .6640939 .0728296
DD 43 .0232374 .3604760
DD 44 .6845315 .8175250
DD 45 .1642994 .7802693
DD 46 .0007388 .7767886
DD 47 .4462412 .1902713
DD 48 .8183845 .0184033
DD 49 .7152378 .2997758
DD 50 .5441553 .6262919
DD 51 .3145819 .0089312
DD 52 .8113784 .0087887
DD 53 .4232663 .2995366
DD 54 .0944182 .1194518
DD 55 .5076321 .8588776
DD 56 .3755355 .7370482
DD 57 .9758467 .0782403
DD 58 .9337451 .1209832
DD 59 .3351923 .1674282
DD 60 .9454640 .9008745
DD 61 .4177915 .8979230
DD 62 .7253069 .9312434
DD 63 .5341062 .7310589
DD 64 .7836675 .9389279
DD 65 .3955011 .0420019
DD 66 .3146292 .9438536
DD 67 .6649965 .4912216
DD 68 .3196830 .4127560
DD 69 .0842189 .4357981
DD 70 .5735999 .6173651
DD 71 .0071427 .1640917
DD 72 .4900167 .3579707
DD 73 .2576546 .6673157
DD 74 .2747545 .6622155
DD 75 .6159300 .0561570
DD 76 .3810010 .7969437
DD 77 .7132329 .4530784
DD 78 .2061655 .3950015
DD 79 .1487035 .5420880
DD 80 .3868529 .0935614
DD 81 .3951298 .6758537
DD 82 .3349201 .1378757
DD 83 .3812706 .7008600
DD 84 .3803708 .1938637
DD 85 .0611675 .0781280
DD 86 .7998240 .3416562
DD 87 .0286967 .5006318
DD 88 .0538616 .0346706
DD 89 .2185414 .5272244
DD 90 .8616306 .7870195
