id X Y Z
DDD 1 .6550242 .2065804 0.096669
DDD 2 .4295132 .4583874 0.230213
DDD 3 .5664012 .5878818 0.473640
DDD 4 .9289492 .4124248 0.500538
DDD 5 .3301133 .5249138 0.015722
DDD 6 .7063003 .3938224 0.203653
DDD 7 .5342836 .2491637 0.058005
DDD 8 .0636549 .1411365 0.353950
DDD 9 .7616271 .9289641 0.278628
DDD 10 .2901243 .9573794 0.359420
DDD 11 .6554191 .3297219 0.942175
DDD 12 .8369906 .7213547 0.518884
DDD 13 .3650602 .0685602 0.844190
DDD 14 .9386327 .5479489 0.882830
DDD 15 .4717737 .4982284 0.395093
DDD 16 .2944529 .3290811 0.357598
DDD 17 .0269697 .3777754 0.975010
DDD 18 .6073374 .8313072 0.542854
DDD 19 .9935367 .5083053 0.661067
DDD 20 .9806243 .2142572 0.316571
DDD 21 .5114454 .1069395 0.971286
DDD 22 .4745136 .5357018 0.266888
DDD 23 .0487082 .9741685 0.113608
DDD 24 .7682583 .7311156 0.904919
DDD 25 .3696058 .0298708 0.513714
DDD 26 .3077165 .3426703 0.782175
DDD 27 .7643137 .5396918 0.086293
DDD 28 .1678363 .5066729 0.369110
DDD 29 .2352973 .7519886 0.499927
DDD 30 .9427892 .9091052 0.770193
DDD 31 .1112503 .5794423 0.355217
DDD 32 .2966750 .0431412 0.075368
DDD 33 .3315826 .6894949 0.801352
DDD 34 .5563926 .5448544 0.694462
DDD 35 .5736800 .6522681 0.647429
DDD 36 .2843165 .9758148 0.742518
DDD 37 .3290088 .8093484 0.691842
DDD 38 .6982442 .4334316 0.417281
DDD 39 .5077882 .8850495 0.766975
DDD 40 .8635908 .0087714 0.502746
DDD 41 .3880528 .1142835 0.785555
DDD 42 .7094069 .5216915 0.119244
DDD 43 .6336323 .2962591 0.000840
DDD 44 .2443980 .2265078 0.133997
DDD 45 .2845481 .6266572 0.080597
DDD 46 .1881293 .3176050 0.612847
DDD 47 .3577148 .7760042 0.233769
DDD 48 .0899102 .0304119 0.532782
DDD 49 .9583027 .2694412 0.097316
DDD 50 .5748909 .8235515 0.896928
DDD 51 .2528154 .0212573 0.377611
DDD 52 .5125531 .3747532 0.329513
DDD 53 .6415236 .5622048 0.286813
DDD 54 .7134640 .6958262 0.204777
DDD 55 .0255298 .1820140 0.832641
DDD 56 .4797816 .2776554 0.438394
DDD 57 .9150719 .4444667 0.003511
DDD 58 .4049610 .4593432 0.590827
DDD 59 .6808637 .3061442 0.770362
DDD 60 .8673202 .7582970 0.142180
DDD 61 .6069762 .8083243 0.111092
DDD 62 .5069900 .2197930 0.373174
DDD 63 .3471391 .8777385 0.741314
DDD 64 .6201944 .4023656 0.285293
DDD 65 .3890386 .4668029 0.740218
DDD 66 .0401998 .8037983 0.916229
DDD 67 .3533772 .8257798 0.776731
DDD 68 .0795386 .6835738 0.832935
DDD 69 .2437765 .3038936 0.018263
DDD 70 .0496502 .6208909 0.031861
DDD 71 .6552258 .3370027 0.847304
DDD 72 .5058184 .9698256 0.333883
DDD 73 .6653455 .2467856 0.797700
DDD 74 .6286007 .7794128 0.770525
DDD 75 .5844074 .6388344 0.457206
DDD 76 .1767638 .8184034 0.095137
DDD 77 .5244989 .4703246 0.406244
DDD 78 .5474671 .1017300 0.398908
DDD 79 .1505699 .6253413 0.251869
DDD 80 .1609648 .7153263 0.577738
