id X Y Z
DDD 1 .1683281 .0508259 0.079010
DDD 2 .1178556 .4559663 0.137466
DDD 3 .5369352 .9129566 0.500604
DDD 4 .4195483 .4057686 0.980427
DDD 5 .2017850 .5805016 0.453236
DDD 6 .5711604 .9373902 0.583584
DDD 7 .9611804 .4054177 0.626185
DDD 8 .7310848 .3432279 0.916541
DDD 9 .6690510 .4676135 0.810617
DDD 10 .8140740 .0500825 0.120111
DDD 11 .1599232 .6342223 0.441773
DDD 12 .3222691 .4276219 0.178256
DDD 13 .3029112 .0261312 0.733093
DDD 14 .2621404 .5743237 0.328106
DDD 15 .4302708 .3257170 0.002956
DDD 16 .1869860 .4349590 0.108763
DDD 17 .4759135 .5646515 0.709623
DDD 18 .2736651 .9407957 0.851971
DDD 19 .8397147 .5204595 0.901078
DDD 20 .4834979 .7376748 0.325194
DDD 21 .9246178 .8635299 0.924579
DDD 22 .1496338 .3099865 0.876951
DDD 23 .8230922 .4082696 0.830744
DDD 24 .8430953 .6898791 0.558985
DDD 25 .7926033 .3463368 0.903464
DDD 26 .3510414 .1677885 0.091132
DDD 27 .6790568 .7271733 0.139307
DDD 28 .4949757 .1371326 0.641469
DDD 29 .7328376 .6896569 0.253459
DDD 30 .9525536 .9947848 0.457934
DDD 31 .4117379 .4643977 0.366406
DDD 32 .0407228 .3992651 0.342968
DDD 33 .5639129 .8222812 0.889211
DDD 34 .5740776 .6175009 0.704605
DDD 35 .3046719 .7421089 0.752658
DDD 36 .6219165 .5630279 0.736705
DDD 37 .1035623 .3468729 0.457483
DDD 38 .6294741 .7756789 0.057034
DDD 39 .9304995 .7901124 0.421620
DDD 40 .5095621 .2846523 0.971899
DDD 41 .3067760 .3742202 0.105207
DDD 42 .7043032 .2404122 0.707428
DDD 43 .9913232 .8022710 0.646696
DDD 44 .8041782 .5406697 0.623586
DDD 45 .7147429 .5922175 0.696544
DDD 46 .2221472 .4937630 0.818239
DDD 47 .4510312 .2429229 0.747613
DDD 48 .9705460 .8786290 0.144725
DDD 49 .4747495 .0987528 0.374635
DDD 50 .2817135 .5312615 0.884807










