id X Y
DD 1 .5288906 .6118075
DD 2 .5607447 .6253245
DD 3 .9354684 .8066084
DD 4 .2133309 .7826524
DD 5 .6578191 .0462025
DD 6 .5905470 .5700811
DD 7 .5546429 .6663458
DD 8 .4835238 .4788800
DD 9 .8973308 .3068432
DD 10 .4477906 .3145513
DD 11 .2771246 .4788852
DD 12 .5112851 .7173579
DD 13 .4581654 .2973927
DD 14 .3787465 .8015116
DD 15 .3788951 .9326336
DD 16 .9873384 .0244841
DD 17 .5851019 .1709064
DD 18 .3568633 .6019624
DD 19 .4282063 .9265499
DD 20 .8863218 .7006717
DD 21 .2298331 .7927361
DD 22 .1432337 .5401658
DD 23 .8334572 .3696981
DD 24 .5269981 .6227801
DD 25 .7586019 .2170349
DD 26 .9040111 .7327650
DD 27 .4528707 .3297890
DD 28 .5392058 .1832226
DD 29 .4996563 .9618947
DD 30 .7025257 .0623717
DD 31 .3698557 .7786341
DD 32 .7135057 .8959025
DD 33 .3769801 .5126827
DD 34 .5940031 .0942871
DD 35 .5668399 .7644671
DD 36 .8071291 .6249095
DD 37 .6931678 .0026744
DD 38 .8359493 .3083055
DD 39 .2342692 .2981224
DD 40 .8524941 .6926912
DD 41 .3157144 .4146093
DD 42 .8874186 .2558304
DD 43 .8303744 .5720871
DD 44 .3622092 .3001943
DD 45 .0874000 .9163302
DD 46 .4055388 .8658128
DD 47 .7612103 .3384773
DD 48 .0471432 .7422519
DD 49 .2228541 .0881946
DD 50 .3578239 .6113048
DD 51 .6793826 .3540193
DD 52 .2617930 .8272740
DD 53 .7697893 .8194823
DD 54 .6539607 .6117012
DD 55 .9037802 .7571491
DD 56 .3638406 .7110816
DD 57 .9048045 .5455503
DD 58 .3609124 .9840228
DD 59 .3415391 .0743717
DD 60 .5224434 .0305027
DD 61 .9000586 .2670192
DD 62 .6003379 .8698791
DD 63 .5473702 .2600573
DD 64 .2324618 .7731329
DD 65 .0385267 .4368076
DD 66 .6374822 .5530255
DD 67 .1842880 .7558788
DD 68 .8894813 .7454422
DD 69 .5719538 .3203609
DD 70 .4558495 .9457142
DD 71 .1536856 .0131285
DD 72 .2531441 .8021929
DD 73 .0070291 .8289514
DD 74 .2721267 .4603180
DD 75 .0416061 .2531827
DD 76 .4739608 .1759132
DD 77 .5717088 .0954602
DD 78 .9809811 .8959882
DD 79 .2819670 .4484140
DD 80 .5814301 .2959520
