id X Y
DD 1 .5808259 .1780560
DD 2 .7400234 .3702671
DD 3 .5091987 .0209586
DD 4 .5496297 .7097761
DD 5 .7753658 .7411001
DD 6 .3398495 .7296813
DD 7 .0720570 .5034741
DD 8 .0232558 .6453542
DD 9 .6917000 .5836746
DD 10 .1883545 .8385081
DD 11 .9309501 .6567042
DD 12 .4087123 .2721083
DD 13 .0700204 .2369427
DD 14 .9579821 .9557061
DD 15 .0286742 .6117963
DD 16 .3668307 .1583981
DD 17 .5253690 .5840369
DD 18 .4334536 .7806826
DD 19 .8499881 .9389907
DD 20 .9659974 .1411610
DD 21 .3640340 .5208302
DD 22 .0717298 .7413623
DD 23 .4127245 .3130405
DD 24 .7805853 .6114730
DD 25 .0063036 .5849577
DD 26 .9537001 .8184686
DD 27 .6256954 .0398861
DD 28 .7221147 .7805966
DD 29 .7405527 .4689818
DD 30 .2558950 .2603883
DD 31 .6934465 .6046206
DD 32 .7958960 .3219029
DD 33 .7875446 .0406263
DD 34 .0931739 .0937710
DD 35 .6893194 .0453100
DD 36 .3860559 .7723338
DD 37 .2827366 .0750351
DD 38 .6809972 .7607945
DD 39 .2346884 .4767649
DD 40 .4570115 .9403538
DD 41 .7882814 .3610428
DD 42 .2385465 .5148121
DD 43 .4136440 .4828930
DD 44 .2196080 .3056188
DD 45 .3253282 .1754760
DD 46 .9016144 .3818757
DD 47 .6188024 .3657898
DD 48 .3452952 .0088751
DD 49 .6711276 .3265347
DD 50 .1368412 .5464108
DD 51 .9653257 .3842591
DD 52 .7218733 .5188789
DD 53 .7943548 .0493355
DD 54 .7465311 .9451017
DD 55 .2266429 .1339848
DD 56 .0294929 .4264102
DD 57 .8059698 .9937282
DD 58 .5259384 .6538262
DD 59 .9367718 .1161068
DD 60 .0757539 .0537353
DD 61 .6818408 .3765296
DD 62 .9825687 .3282582
DD 63 .3705426 .3104844
DD 64 .8639011 .6811540
DD 65 .2672623 .0773499
DD 66 .2496987 .5095414
DD 67 .5544346 .2144647
DD 68 .7782724 .1805483
DD 69 .7024052 .0392165
DD 70 .4239711 .0322158














