id X Y Z
DDD 1 .3438580 .7377702 0.232361
DDD 2 .1698800 .8518760 0.122897
DDD 3 .6839851 .1465450 0.651125
DDD 4 .2813320 .9725319 0.913717
DDD 5 .5913272 .4415506 0.967942
DDD 6 .7728164 .3491472 0.069383
DDD 7 .9331978 .6847919 0.256891
DDD 8 .6047430 .0498117 0.652556
DDD 9 .2958492 .8882796 0.055399
DDD 10 .2082941 .8298208 0.413150
DDD 11 .5012968 .6690870 0.110650
DDD 12 .5292630 .7631068 0.385828
DDD 13 .6390758 .3377826 0.923107
DDD 14 .4975785 .5126828 0.660586
DDD 15 .5405506 .2086946 0.743013
DDD 16 .8809377 .7356547 0.428538
DDD 17 .9962202 .6690793 0.844535
DDD 18 .1505415 .0558161 0.654821
DDD 19 .6243843 .9879424 0.412550
DDD 20 .9169946 .1400644 0.882412
DDD 21 .7402252 .9097939 0.846866
DDD 22 .0014054 .7034049 0.157525
DDD 23 .1329711 .1272750 0.961240
DDD 24 .7945075 .6981729 0.634240
DDD 25 .3079891 .5601704 0.634334
DDD 26 .9166204 .4108302 0.106884
DDD 27 .1505756 .2250831 0.954741
DDD 28 .2023950 .5263189 0.988893
DDD 29 .4665170 .0357903 0.579258
DDD 30 .7629406 .1950037 0.421661
DDD 31 .4863457 .2422948 0.514813
DDD 32 .5780176 .4577482 0.010637
DDD 33 .9082683 .9476199 0.397922
DDD 34 .1839134 .6951702 0.302560
DDD 35 .8091520 .2237468 0.759373
DDD 36 .1772937 .6496435 0.462174
DDD 37 .8713803 .2075464 0.989767
DDD 38 .2681573 .5426890 0.430547
DDD 39 .6409816 .0573864 0.574422
DDD 40 .4899129 .3330584 0.230382








