id X Y
DD 1 .3152678 .3473129
DD 2 .4175514 .4125603
DD 3 .0312147 .6769808
DD 4 .7024867 .0896724
DD 5 .8613959 .5930603
DD 6 .7475266 .3790164
DD 7 .8284903 .2177296
DD 8 .4218933 .3781955
DD 9 .6082188 .9381609
DD 10 .8981194 .6718236
DD 11 .2887243 .1351423
DD 12 .1541003 .7973387
DD 13 .1216854 .2706542
DD 14 .2824498 .1466532
DD 15 .9474866 .3758473
DD 16 .6811227 .6454505
DD 17 .9970470 .2324147
DD 18 .4616109 .5938871
DD 19 .3564191 .8775828
DD 20 .6369866 .5258000
DD 21 .8746720 .1616550
DD 22 .9080628 .6177905
DD 23 .7360155 .0605078
DD 24 .4058756 .7617854
DD 25 .0262693 .8444400
DD 26 .0139638 .5493957
DD 27 .8117853 .0175980
DD 28 .5134448 .6856358
DD 29 .6134473 .5946180
DD 30 .5840643 .2728571
DD 31 .4845587 .6364275
DD 32 .6591292 .4401328
DD 33 .6619457 .3261131
DD 34 .9629426 .3333189
DD 35 .1145944 .9666656
DD 36 .1349316 .8586593
DD 37 .1112788 .3010462
DD 38 .2315191 .0576201
DD 39 .7030623 .1046528
DD 40 .3488278 .7896637
DD 41 .9909401 .1316916
DD 42 .5679427 .6574398
DD 43 .1333731 .6984486
DD 44 .5185860 .9074112
DD 45 .8407198 .3838006
DD 46 .9030968 .3977691
DD 47 .8887401 .8837756
DD 48 .3244523 .6016718
DD 49 .9340970 .7733587
DD 50 .4111320 .9018773
DD 51 .2912585 .0433172
DD 52 .4068110 .9647793
DD 53 .6800718 .4683726
DD 54 .1605856 .5272197
DD 55 .3116986 .2388543
DD 56 .0675835 .1952734
DD 57 .7702094 .4018161
DD 58 .4118059 .4850164
DD 59 .3781125 .4977622
DD 60 .3817874 .9131214
DD 61 .2040763 .7713916
DD 62 .5815565 .9895141
DD 63 .3652604 .3424144
DD 64 .1483338 .9322956
DD 65 .2676522 .0463011
DD 66 .8058292 .2112215
DD 67 .0757719 .0330769
DD 68 .7067933 .9622636
DD 69 .8557095 .8207447
DD 70 .3170532 .1716917
DD 71 .0278586 .9519044
DD 72 .6195244 .5107301
DD 73 .2205574 .7484025
DD 74 .5120425 .9557080
DD 75 .2433069 .3876810
DD 76 .5662062 .9357519
DD 77 .2959555 .5616823
DD 78 .6221819 .7300052
DD 79 .9833793 .6879820
DD 80 .5204807 .1461253
DD 81 .1864045 .8240497
DD 82 .3075049 .0459475
DD 83 .0091657 .3274619
DD 84 .3760612 .8747302
DD 85 .2284335 .5832857
DD 86 .2814769 .7668580
DD 87 .9468262 .8980051
DD 88 .6623219 .7502939
DD 89 .2219027 .4880518
DD 90 .2334505 .6989808
DD 91 .7170780 .3585097
DD 92 .8370406 .5688200
DD 93 .9957534 .1996700
DD 94 .8509165 .6183368
DD 95 .7421821 .0891027
DD 96 .8666199 .2167090
DD 97 .4140383 .0755593
DD 98 .6538326 .8740138
DD 99 .7725934 .3766182
DD 100 .4017713 .6233775
DD 101 .2444741 .1202993
DD 102 .6384641 .1117154
DD 103 .6793433 .9152012
DD 104 .8293026 .9219657
DD 105 .0031638 .0948253
DD 106 .3883308 .8996726
DD 107 .4371302 .7379298
DD 108 .8283023 .6725026
DD 109 .9555418 .4437875
DD 110 .3450096 .1523037
DD 111 .7770007 .7023811
DD 112 .7816758 .5526810
DD 113 .8950029 .3456408
DD 114 .3416957 .2352905
DD 115 .6164080 .2350972
DD 116 .4916398 .3471744
DD 117 .1370803 .7095612
DD 118 .2875870 .4990174
DD 119 .3783434 .4969378
DD 120 .1204400 .3672093
DD 121 .3584458 .3378177
DD 122 .0513070 .7256044
DD 123 .6901407 .4633382
DD 124 .1252139 .6078893
DD 125 .4764108 .7417578
DD 126 .1267414 .5880441
DD 127 .7064597 .6205233
DD 128 .1785750 .0015461
DD 129 .7060119 .2440972
DD 130 .5748189 .7082340
DD 131 .4298641 .0607573
DD 132 .6641516 .0511756
DD 133 .2481749 .0197363
DD 134 .0199216 .2639794
DD 135 .9063100 .7167427
DD 136 .3089706 .9287977
DD 137 .7538519 .6218554
DD 138 .1397691 .3333186
DD 139 .0517735 .3073110
DD 140 .8622316 .7993604
DD 141 .7754364 .3095733
DD 142 .1227739 .2778088
DD 143 .1201473 .2735810
DD 144 .4526743 .6815888
DD 145 .8581671 .1379842
DD 146 .9770250 .4546878
DD 147 .4514454 .5667897
DD 148 .3543959 .5829627
DD 149 .7406355 .2909208
DD 150 .3602100 .4111105
DD 151 .1432598 .6060344
DD 152 .3636350 .9467853
DD 153 .3249196 .5313197
DD 154 .7599434 .4519403
DD 155 .6673198 .0561927
DD 156 .8366925 .6250896
DD 157 .6432735 .9136004
DD 158 .3891265 .0858541
DD 159 .2069109 .2833224
DD 160 .6618147 .6419071
DD 161 .9897075 .0469958
DD 162 .0711174 .3428059
DD 163 .6198165 .4268704
DD 164 .0355256 .9372086
DD 165 .7011989 .2183087
DD 166 .6746489 .3191693
DD 167 .4353512 .9850545
DD 168 .8865444 .0826040
DD 169 .7646827 .5770952
DD 170 .3185868 .5451654
DD 171 .1729619 .6418097
DD 172 .1380868 .6356722
DD 173 .4923737 .3558092
DD 174 .6017766 .8824609
DD 175 .5237781 .7707269
DD 176 .7220001 .3505723
DD 177 .9493831 .7419753
DD 178 .5233861 .6481039
DD 179 .5654000 .6334362
DD 180 .3558429 .8883690
DD 181 .6339920 .5389847
DD 182 .5443027 .5242446
DD 183 .1841176 .7469252
DD 184 .5666714 .9712852
DD 185 .1023574 .1466427
DD 186 .4003056 .5513725
DD 187 .2576634 .2263095
DD 188 .2929557 .1008777
DD 189 .7958279 .6621276
DD 190 .8128849 .1160779
DD 191 .9055030 .1166055
DD 192 .6187010 .0109127
DD 193 .2704544 .0465509
DD 194 .1537400 .3326328
DD 195 .2425790 .8090860
DD 196 .7915086 .9514970
DD 197 .3446867 .3218401
DD 198 .4041413 .5809621
DD 199 .5763261 .5948322
DD 200 .6489665 .7018063
DD 201 .3726543 .6571978
DD 202 .4105004 .2018603
DD 203 .8656836 .2401242
DD 204 .9254139 .8845281
DD 205 .9168342 .9739212
DD 206 .4726465 .4635902
DD 207 .5147363 .1753453
DD 208 .6337832 .7059228
DD 209 .5353159 .3418964
DD 210 .7114638 .9022797
DD 211 .2025240 .4711074
DD 212 .8148777 .6711840
DD 213 .2152803 .9606156
DD 214 .4477035 .0018150
DD 215 .4544606 .2323323
DD 216 .4190992 .1255627
DD 217 .1757144 .9120942
DD 218 .9839354 .9172100
DD 219 .0397172 .3730596
DD 220 .9332964 .6475006
DD 221 .3287905 .1425976
DD 222 .7167658 .5587131
DD 223 .0328222 .9417806
DD 224 .5880615 .3707979
DD 225 .6307456 .2746171
DD 226 .4165995 .8421917
DD 227 .5066451 .2491281
DD 228 .5784589 .2386249
DD 229 .8695010 .8700679
DD 230 .7973848 .2746200
DD 231 .3278303 .0067856
DD 232 .7038243 .9929642
DD 233 .1276709 .6602114
DD 234 .1589323 .2817725
DD 235 .4046590 .5185093
DD 236 .1799317 .3788554
DD 237 .2260126 .0273357
DD 238 .9195578 .7985103
DD 239 .9912183 .6711872
DD 240 .0994784 .5935928
DD 241 .8937786 .6677603
DD 242 .2669535 .6303264
DD 243 .2806691 .0558919
DD 244 .1144996 .4368087
DD 245 .2288377 .8852621
DD 246 .9403509 .9580989
DD 247 .5243031 .0059135
DD 248 .3869731 .9181567
DD 249 .2018358 .3585486
DD 250 .3171901 .0962807
DD 251 .2919934 .6707928
DD 252 .7015388 .2550890
DD 253 .5250765 .4959405
DD 254 .5126731 .2280378
DD 255 .2435423 .4524028
DD 256 .8569080 .2440061
DD 257 .1482065 .6349514
DD 258 .1107284 .3291264
DD 259 .9093417 .2111604
DD 260 .0501961 .9138338
DD 261 .9591957 .3639879
DD 262 .4300752 .8555839
DD 263 .4826639 .6074815
DD 264 .9410693 .1718689
DD 265 .9605111 .1379223
DD 266 .8892291 .0085868
DD 267 .5048092 .7756204
DD 268 .4302501 .8275119
DD 269 .2567868 .1288225
DD 270 .0694490 .5031121
DD 271 .5782424 .2340721
DD 272 .9095843 .9302896
DD 273 .6317012 .8976542
DD 274 .4847797 .7553191
DD 275 .8717548 .5187395
DD 276 .8385285 .7843484
DD 277 .3081768 .9923026
DD 278 .8535024 .2668493
DD 279 .1855982 .4821061
DD 280 .9745708 .3023841
DD 281 .6774258 .9717902
DD 282 .8254605 .7225246
DD 283 .7234393 .5336812
DD 284 .4327582 .5377515
DD 285 .3487688 .6261021
DD 286 .6548846 .9312042
DD 287 .4718934 .3040170
DD 288 .9721553 .2842823
DD 289 .8135638 .3055571
DD 290 .2184978 .2278417
DD 291 .2172984 .2966301
DD 292 .5047204 .5591162
DD 293 .3329846 .2931972
DD 294 .0638364 .3180673
DD 295 .7333004 .0491883
DD 296 .7947355 .5846368
DD 297 .3507970 .0481989
DD 298 .8328805 .7848971
DD 299 .5517251 .1573574
DD 300 .6645890 .5613802
DD 301 .7986869 .9178393
DD 302 .4412417 .5904576
DD 303 .9831175 .2217317
DD 304 .7453616 .0745695
DD 305 .1030991 .5600834
DD 306 .8033146 .8938907
DD 307 .6822377 .3603053
DD 308 .9083242 .4027065
DD 309 .5189546 .8383892
DD 310 .6789534 .3698888
DD 311 .0577071 .3859705
DD 312 .9861124 .2974343
DD 313 .6070166 .3448576
DD 314 .3773900 .9505882
DD 315 .2039063 .0805630
DD 316 .2399988 .9796680
DD 317 .2380867 .9773879
DD 318 .5892703 .5268324
DD 319 .7871305 .2040027
DD 320 .2523399 .1477673
DD 321 .4486142 .1410274
DD 322 .5278358 .6330970
DD 323 .4469155 .9591112
DD 324 .5209308 .7193096
DD 325 .7887097 .1632386
DD 326 .8454397 .5036501
DD 327 .7773556 .5897195
DD 328 .0046583 .8288035
DD 329 .4949627 .4073358
DD 330 .4517385 .1258006
DD 331 .8321357 .6217079
DD 332 .2174971 .2794610
DD 333 .8868635 .3378751
DD 334 .3950592 .0293734
DD 335 .3509120 .9636539
DD 336 .1905521 .1979313
DD 337 .8270424 .4363149
DD 338 .3785973 .5398256
DD 339 .5335794 .6657934
DD 340 .7195048 .0666777
DD 341 .9019407 .3847911
DD 342 .2682554 .0857031
DD 343 .1928675 .5930340
DD 344 .7874785 .6094625
DD 345 .1709366 .3303870
DD 346 .1090935 .8894177
DD 347 .4946184 .5997864
DD 348 .9009934 .1811836
DD 349 .8983545 .3118063
DD 350 .7025116 .9836041
DD 351 .2490023 .0014169
DD 352 .2993386 .3640912
DD 353 .6241928 .0748892
DD 354 .7064469 .9836002
DD 355 .8448336 .2191486
DD 356 .5953442 .3981900
DD 357 .2458107 .5229440
DD 358 .5060219 .4098721
DD 359 .4230564 .4322772
DD 360 .3781933 .8744173
DD 361 .4742235 .9423969
DD 362 .7622353 .5924911
DD 363 .7643769 .9035914
DD 364 .6565705 .7949671
DD 365 .0950569 .9137941
DD 366 .5814455 .3030449
DD 367 .6199225 .3509260
DD 368 .7430975 .6559098
DD 369 .9056238 .4627215
DD 370 .6585519 .2476533
DD 371 .8427162 .3198006
DD 372 .2786656 .6330428
DD 373 .0159865 .5247388
DD 374 .5319355 .4180347
DD 375 .6816623 .9691345
DD 376 .5679292 .2526837
DD 377 .3932797 .1929563
DD 378 .2483758 .0358529
DD 379 .9786408 .0140532
DD 380 .2448813 .1049022
DD 381 .0949705 .4864131
DD 382 .2713195 .4388566
DD 383 .7632204 .7768383
DD 384 .5100877 .2074672
DD 385 .5781424 .5219469
DD 386 .3760301 .7456010
DD 387 .8684016 .3791019
DD 388 .7788140 .5545656
DD 389 .7882930 .9917781
DD 390 .5603048 .4988273
DD 391 .6947092 .0652961
DD 392 .5519350 .1851333
DD 393 .4225439 .7435598
DD 394 .6596030 .7258531
DD 395 .1288609 .4797030
DD 396 .6691716 .7814172
DD 397 .8285655 .0291793
DD 398 .3905835 .9676094
DD 399 .8771421 .4260790
DD 400 .8268580 .3591701
DD 401 .4419281 .6331252
DD 402 .9572070 .8162425
DD 403 .1025271 .2211601
DD 404 .3400978 .0366613
DD 405 .4809940 .6107674
DD 406 .1387145 .3644770
DD 407 .2584888 .2102646
DD 408 .6018231 .1704662
DD 409 .8098736 .7614286
DD 410 .9389505 .7082214
DD 411 .3913493 .3452624
DD 412 .5389275 .3217806
DD 413 .4463754 .2306546
DD 414 .4116540 .2571761
DD 415 .9369273 .9322112
DD 416 .5883010 .5677856
DD 417 .1332820 .7806262
DD 418 .1864978 .0964852
DD 419 .1661458 .7379890
DD 420 .3132489 .5983711
DD 421 .7076970 .2871824
DD 422 .5058130 .0057569
DD 423 .9381689 .6022874
DD 424 .7534356 .8393067
DD 425 .6946070 .9164591
DD 426 .2420916 .9800552
DD 427 .2985439 .5333568
DD 428 .9491478 .5187293
DD 429 .6172146 .2036763
DD 430 .4015146 .2107506
DD 431 .7137302 .9729312
DD 432 .8033313 .1446008
DD 433 .9580007 .9011411
DD 434 .0289138 .4723945
DD 435 .3623030 .4977853
DD 436 .5425075 .2865659
DD 437 .5208840 .9820607
DD 438 .2147260 .7250677
DD 439 .9070268 .6824147
DD 440 .5103356 .8564256
DD 441 .1362491 .5812959
DD 442 .0646588 .4799316
DD 443 .5508982 .1793545
DD 444 .8752414 .2572217
DD 445 .2170213 .9237116
DD 446 .0279421 .0889918
DD 447 .9341656 .2806886
DD 448 .0561895 .8217070
DD 449 .6153754 .4353176
DD 450 .8901948 .6083682
DD 451 .5582388 .3063298
DD 452 .2683318 .8867607
DD 453 .5460665 .2519190
DD 454 .0220938 .2476436
DD 455 .9263077 .1216819
DD 456 .5629234 .6510867
DD 457 .0337832 .2345302
DD 458 .1351881 .6561444
DD 459 .4693958 .9193302
DD 460 .0835501 .6393150
DD 461 .4083254 .3703371
DD 462 .8313567 .4102917
DD 463 .5804800 .1064316
DD 464 .9833710 .1464083
DD 465 .8128161 .0825212
DD 466 .6425654 .0544371
DD 467 .7082151 .7215136
DD 468 .5457338 .4620560
DD 469 .5065656 .4917948
DD 470 .0427352 .9108830
DD 471 .4657080 .2614174
DD 472 .5231778 .9755184
DD 473 .9356080 .0670231
DD 474 .0736884 .6130670
DD 475 .0886899 .1311545
DD 476 .5574955 .4371687
DD 477 .1103407 .3718432
DD 478 .7622974 .9291695
DD 479 .3313468 .1364767
DD 480 .7661794 .7037566
DD 481 .7711002 .7587204
DD 482 .4161170 .9316888
DD 483 .0169679 .5209899
DD 484 .1782382 .2202023
DD 485 .1389177 .8814138
DD 486 .1699350 .9318052
DD 487 .9644837 .0066747
DD 488 .6750222 .2915105
DD 489 .7400985 .7913535
DD 490 .8158354 .8356392
DD 491 .8908684 .1287072
DD 492 .4393521 .8741725
DD 493 .8596834 .1529638
DD 494 .9845232 .6927896
DD 495 .1432881 .8625042
DD 496 .6389055 .1672100
DD 497 .6202471 .7574980
DD 498 .1558150 .1958184
DD 499 .7437841 .1229500
DD 500 .1674683 .7087914
DD 501 .4989043 .0344817
DD 502 .7613573 .7526308
DD 503 .2331841 .1727908
DD 504 .7403157 .9851358
DD 505 .2867929 .6543917
DD 506 .8027917 .4919797
DD 507 .1798430 .3092164
DD 508 .4876442 .7341989
DD 509 .0617145 .5857305
DD 510 .9437381 .1756054
DD 511 .9727199 .4046781
DD 512 .4126310 .1774177
DD 513 .6860165 .1141864
DD 514 .9441299 .4788027
DD 515 .6472041 .9600248
DD 516 .6783553 .3385712
DD 517 .6582077 .3511010
DD 518 .5905839 .4644883
DD 519 .9960097 .2850681
DD 520 .6604696 .4095969
