id X Y Z
DDD 1 .4133507 .0694473 0.637739
DDD 2 .6359969 .1438874 0.151775
DDD 3 .1218553 .9948349 0.968934
DDD 4 .7617065 .7350309 0.123778
DDD 5 .1566600 .7706777 0.894054
DDD 6 .4005069 .1804184 0.910659
DDD 7 .8737880 .4683544 0.587269
DDD 8 .9848888 .8404221 0.881265
DDD 9 .6653136 .3469813 0.922807
DDD 10 .6997040 .9090305 0.161262
DDD 11 .7520458 .0735757 0.290667
DDD 12 .1913695 .7872324 0.215188
DDD 13 .0471649 .4292897 0.438180
DDD 14 .1397005 .4814204 0.556990
DDD 15 .9751019 .6262334 0.264986
DDD 16 .5010154 .1543313 0.743949
DDD 17 .7664360 .4576255 0.356550
DDD 18 .3050216 .6962284 0.615862
DDD 19 .7774381 .5785508 0.641097
DDD 20 .1286094 .1212417 0.126649
DDD 21 .8997435 .6912412 0.769866
DDD 22 .5934492 .2475430 0.982159
DDD 23 .9166723 .1508172 0.527402
DDD 24 .4451200 .9473826 0.359319
DDD 25 .2005709 .8156087 0.751002
DDD 26 .1607924 .6484732 0.469061
DDD 27 .5903878 .5787984 0.765133
DDD 28 .9791613 .0638178 0.887536
DDD 29 .4881757 .1109820 0.409636
DDD 30 .3167739 .5923622 0.645937
DDD 31 .7024843 .5295932 0.608623
DDD 32 .4830312 .6748508 0.514714
DDD 33 .5683315 .0417862 0.035066
DDD 34 .3733729 .7524965 0.902360
DDD 35 .2977764 .5705784 0.011111
DDD 36 .5353749 .4425856 0.813776
DDD 37 .9597063 .8956160 0.240363
DDD 38 .9821250 .1344464 0.422799
DDD 39 .2374712 .2831185 0.392294
DDD 40 .8751753 .3783543 0.372525
DDD 41 .1410886 .7451603 0.559401
DDD 42 .4070334 .0834552 0.474388
DDD 43 .8170623 .1947448 0.299547
DDD 44 .7594288 .4906950 0.719950
DDD 45 .8510775 .5258991 0.840761
DDD 46 .9649038 .9125745 0.378931
DDD 47 .0320861 .1605424 0.668866
DDD 48 .1095216 .0403433 0.223806
DDD 49 .1632580 .4169500 0.199696
DDD 50 .0250701 .8555262 0.039688
DDD 51 .5760900 .1565121 0.258281
DDD 52 .0589765 .4284822 0.911638
DDD 53 .6262914 .9819746 0.927030
DDD 54 .4956349 .6615504 0.043245
DDD 55 .4090691 .6547090 0.991086
DDD 56 .7378983 .7952779 0.125726
DDD 57 .6997554 .6715846 0.467949
DDD 58 .6335057 .6377835 0.082687
DDD 59 .8635355 .8319873 0.667468
DDD 60 .7271000 .3315078 0.143011

