id X Y
DD 1 .1468363 .1170476
DD 2 .0549885 .5619882
DD 3 .7746018 .7639878
DD 4 .4169874 .0054737
DD 5 .4545706 .9114853
DD 6 .1797529 .0675561
DD 7 .2449876 .9322664
DD 8 .5909764 .0567730
DD 9 .4436153 .0221744
DD 10 .2674756 .9384043
DD 11 .4768671 .7486229
DD 12 .7625025 .2207636
DD 13 .2670865 .1901222
DD 14 .2123582 .6286846
DD 15 .9910826 .2301935
DD 16 .9797362 .4541255
DD 17 .0654125 .3036825
DD 18 .6901149 .2899290
DD 19 .5427940 .7177778
DD 20 .9570680 .5729465
DD 21 .6645918 .4472162
DD 22 .4164780 .4439865
DD 23 .5592107 .3339941
DD 24 .6297119 .2689156
DD 25 .1656000 .6446874
DD 26 .3507747 .0897569
DD 27 .2425803 .1289849
DD 28 .1486823 .5563213
DD 29 .3335128 .6945567
DD 30 .1877171 .7348085


