id X Y Z
DDD 1 .4480556 .7176479 0.914695
DDD 2 .5896432 .8748067 0.998422
DDD 3 .4486229 .9320217 0.041706
DDD 4 .8030955 .6273636 0.255631
DDD 5 .9653161 .1801177 0.888214
DDD 6 .1099249 .0082250 0.948868
DDD 7 .6620228 .0630553 0.387812
DDD 8 .0216070 .5886634 0.588248
DDD 9 .7752047 .3731245 0.521631
DDD 10 .2337068 .9497481 0.733306
DDD 11 .6756544 .1735660 0.461470
DDD 12 .1507544 .9606250 0.362328
DDD 13 .1320161 .6720957 0.156945
DDD 14 .8644298 .2957694 0.596610
DDD 15 .5378601 .5711044 0.760253
DDD 16 .4308681 .9332947 0.167700
DDD 17 .6050837 .1512651 0.791067
DDD 18 .7603218 .9124820 0.188557
DDD 19 .9243753 .9735383 0.331125
DDD 20 .2072087 .8149311 0.900220
DDD 21 .1960811 .9430313 0.627099
DDD 22 .5971541 .5396455 0.203498
DDD 23 .3772137 .1801573 0.103081
DDD 24 .7038908 .1749817 0.309627
DDD 25 .6951881 .7407988 0.506593
DDD 26 .0342360 .2742558 0.944337
DDD 27 .3563310 .2060241 0.528598
DDD 28 .3227141 .6989321 0.227378
DDD 29 .4249256 .4490851 0.240948
DDD 30 .6951469 .4232514 0.354153
DDD 31 .0516988 .8462448 0.160181
DDD 32 .5366013 .2539278 0.635478
DDD 33 .9618690 .6292098 0.313053
DDD 34 .3848617 .2026749 0.364788
DDD 35 .5323273 .2188661 0.295262
DDD 36 .5450042 .0898528 0.211659
DDD 37 .2428566 .9084122 0.416898
DDD 38 .6500805 .6239874 0.019949
DDD 39 .8126806 .2921365 0.874852
DDD 40 .3312900 .4013275 0.361775
DDD 41 .6537148 .9147756 0.315510
DDD 42 .9497310 .6465151 0.871045
DDD 43 .7958347 .7338982 0.362446
DDD 44 .6097806 .6518722 0.721407
DDD 45 .2649296 .5698661 0.094976
DDD 46 .2377665 .2882889 0.652674
DDD 47 .8066366 .6279126 0.930744
DDD 48 .3727706 .1122622 0.928574
DDD 49 .3200989 .7155294 0.152358
DDD 50 .6705410 .8758193 0.607867
DDD 51 .5570261 .6839473 0.848866
DDD 52 .3455091 .9908808 0.392823
DDD 53 .3994070 .0708130 0.986642
DDD 54 .4361970 .9766295 0.815480
DDD 55 .8895903 .5254897 0.559010
DDD 56 .6297828 .3346617 0.097524
DDD 57 .3717687 .4095212 0.758951
DDD 58 .3636598 .7966517 0.114346
DDD 59 .5243260 .4709780 0.749484
DDD 60 .1643983 .5549887 0.453169
DDD 61 .3156963 .6184332 0.139212
DDD 62 .0039860 .9378709 0.398046
DDD 63 .2874928 .9314773 0.958935
DDD 64 .3535146 .9837046 0.697890
DDD 65 .0303505 .9407527 0.828352
DDD 66 .2869724 .3998858 0.412391
DDD 67 .9303431 .1297542 0.779963
DDD 68 .3114343 .2901626 0.241710
DDD 69 .5746404 .2288835 0.259561
DDD 70 .6410868 .5723320 0.769471
DDD 71 .6494261 .3027392 0.578915
DDD 72 .6451189 .8910331 0.783150
DDD 73 .4636453 .4251608 0.382383
DDD 74 .6249378 .7033999 0.757985
DDD 75 .7990632 .8813939 0.799025
DDD 76 .5433475 .6603624 0.975220
DDD 77 .7180375 .7586958 0.867663
DDD 78 .6536589 .9429552 0.105501
DDD 79 .0405043 .3490345 0.032497
DDD 80 .1640985 .2981574 0.462379
DDD 81 .9035906 .2910255 0.628859
DDD 82 .3137352 .5470567 0.562678
DDD 83 .3011767 .5611910 0.354544
DDD 84 .9093851 .6415568 0.208995
DDD 85 .6142641 .4627876 0.196828
DDD 86 .0449614 .1939424 0.176812
DDD 87 .4213462 .2671149 0.770643
DDD 88 .1494362 .0034247 0.444995
DDD 89 .5437632 .1881759 0.428448
DDD 90 .6283722 .5998400 0.609899
DDD 91 .2444163 .4050803 0.710280
DDD 92 .3057669 .2989896 0.102793
DDD 93 .3568761 .8134579 0.691856
DDD 94 .9541455 .7362368 0.533102
DDD 95 .1609964 .4506507 0.421421
DDD 96 .9253431 .2719274 0.508743
DDD 97 .0132986 .9003711 0.680665
DDD 98 .9536318 .9385257 0.249416
DDD 99 .7457789 .6791198 0.742583
DDD 100 .4756957 .5570735 0.226184
DDD 101 .0130645 .3147454 0.616352
DDD 102 .3648237 .0592263 0.266915
DDD 103 .1301672 .6603626 0.514110
DDD 104 .0635017 .6177258 0.473101
DDD 105 .2241005 .4952283 0.945840
DDD 106 .1607313 .5572603 0.349723
DDD 107 .1325074 .6363652 0.011903
DDD 108 .1268012 .7712854 0.623199
DDD 109 .5188385 .0465224 0.415826
DDD 110 .0052884 .0280414 0.061211
DDD 111 .9216790 .6387337 0.629432
DDD 112 .3736782 .5677603 0.721468
DDD 113 .3882166 .9460764 0.327521
DDD 114 .0115699 .1674228 0.540667
DDD 115 .1187079 .2855126 0.823328
DDD 116 .8378892 .7114395 0.484619
DDD 117 .0178127 .6727002 0.025615
DDD 118 .3622563 .5258243 0.623129
DDD 119 .7449722 .1536759 0.807940
DDD 120 .8945780 .5168282 0.531690
DDD 121 .0022562 .4601076 0.768881
DDD 122 .0124388 .6471447 0.539043
DDD 123 .3044752 .4556834 0.799821
DDD 124 .4268733 .5657113 0.290970
DDD 125 .9404730 .6479209 0.108009
DDD 126 .7300132 .3003441 0.017427
DDD 127 .5415670 .4555275 0.244289
DDD 128 .0568216 .7829996 0.423190
DDD 129 .5957226 .7472025 0.609325
DDD 130 .1390691 .4998638 0.593845
DDD 131 .0444049 .6417269 0.649659
DDD 132 .4517628 .5747891 0.096001
DDD 133 .1207949 .3571104 0.432220
DDD 134 .2168341 .8743321 0.211760
DDD 135 .8683446 .1317543 0.865476
DDD 136 .1899139 .9728482 0.802012
DDD 137 .0401372 .4638051 0.706503
DDD 138 .8548931 .6812850 0.129307
DDD 139 .7323640 .1144156 0.982280
DDD 140 .5165821 .9055279 0.221780
DDD 141 .2470921 .9222679 0.073322
DDD 142 .6305539 .3789130 0.005526
DDD 143 .0955266 .3437326 0.446719
DDD 144 .5450828 .7658711 0.702590
DDD 145 .2158298 .0662204 0.097849
DDD 146 .8443928 .1541256 0.321814
DDD 147 .5493966 .7799077 0.299681
DDD 148 .0540975 .3734792 0.603882
DDD 149 .9439670 .4108666 0.166370
DDD 150 .1651630 .1695071 0.191832
DDD 151 .4662262 .4299856 0.198651
DDD 152 .0058615 .2274734 0.697890
DDD 153 .8332693 .3077117 0.692352
DDD 154 .8834118 .5300180 0.332449
DDD 155 .7216394 .2728525 0.955500
DDD 156 .2572247 .6236735 0.044657
DDD 157 .7822407 .1802405 0.527661
DDD 158 .8103038 .0835777 0.950108
DDD 159 .5644462 .8602510 0.930053
DDD 160 .6582912 .7598920 0.822935
DDD 161 .2058108 .6137715 0.718005
DDD 162 .2683051 .1579457 0.631911
DDD 163 .3351221 .7675135 0.621085
DDD 164 .8309935 .3790297 0.218920
DDD 165 .5137357 .0923333 0.071289
DDD 166 .4055423 .1995994 0.680398
DDD 167 .7384006 .5247535 0.093904
DDD 168 .3926165 .8004341 0.075980
DDD 169 .7707340 .5699411 0.947313
DDD 170 .2258011 .0185879 0.116783
DDD 171 .7543271 .9912834 0.251075
DDD 172 .2369439 .3657664 0.706890
DDD 173 .8277883 .3331827 0.236036
DDD 174 .2612905 .9566225 0.031628
DDD 175 .0260319 .3430566 0.283244
DDD 176 .7083507 .3764048 0.059668
DDD 177 .1554465 .7565540 0.709452
DDD 178 .7254526 .7839468 0.617231
DDD 179 .6913849 .9249677 0.676139
DDD 180 .1018293 .5251895 0.372373
DDD 181 .9263632 .5715165 0.611910
DDD 182 .2682535 .4938076 0.456993
DDD 183 .1296019 .1768705 0.211959
DDD 184 .8945852 .6260998 0.210058
DDD 185 .5857299 .1647783 0.076755
DDD 186 .1165496 .4016336 0.225514
DDD 187 .9727779 .6742099 0.209703
DDD 188 .4625007 .1212331 0.954057
DDD 189 .2146474 .1908350 0.589931
DDD 190 .4172773 .0693058 0.504136
DDD 191 .9862289 .0311897 0.313401
DDD 192 .7574177 .3952368 0.910100
DDD 193 .4329000 .4283330 0.453542
DDD 194 .0113711 .5631871 0.043017
DDD 195 .0504304 .9964351 0.741242
DDD 196 .5188478 .3531262 0.343554
DDD 197 .4039977 .3293549 0.723631
DDD 198 .6514727 .4178602 0.191213
DDD 199 .4812477 .5281353 0.115710
DDD 200 .0663751 .0182017 0.887026
DDD 201 .6967595 .1052527 0.330945
DDD 202 .8366484 .4158012 0.989361
DDD 203 .3040573 .9676854 0.335812
DDD 204 .5666719 .0825614 0.031430
DDD 205 .3241159 .4621890 0.579818
DDD 206 .9724882 .9065026 0.547676
DDD 207 .8512670 .6378778 0.820536
DDD 208 .8917049 .3934842 0.232671
DDD 209 .2212157 .2440766 0.998652
DDD 210 .4751177 .8768349 0.270434
DDD 211 .1816480 .2737233 0.503199
DDD 212 .7823652 .2847418 0.312443
DDD 213 .7413286 .2601377 0.955382
DDD 214 .7228094 .3477213 0.445636
DDD 215 .3237980 .6510151 0.598473
DDD 216 .0044114 .4626783 0.690320
DDD 217 .4394402 .4688361 0.128856
DDD 218 .4190348 .9104810 0.191073
DDD 219 .2249602 .6097782 0.737708
DDD 220 .5312722 .8326779 0.147267
DDD 221 .4798447 .4594666 0.204702
DDD 222 .9659584 .3294741 0.125327
DDD 223 .5403317 .3767802 0.695746
DDD 224 .5109104 .2024212 0.334000
DDD 225 .4454434 .8172164 0.819703
DDD 226 .8575275 .1259680 0.652980
DDD 227 .0268980 .6733089 0.458527
DDD 228 .8716067 .2241133 0.885116
DDD 229 .1428668 .4770458 0.534699
