id X Y
DD 1 .9807815 .9079952
DD 2 .4087350 .5413136
DD 3 .8286280 .9175023
DD 4 .6307626 .4266097
DD 5 .8826277 .3508709
DD 6 .9725149 .3149466
DD 7 .0050091 .7011490
DD 8 .6206812 .4271076
DD 9 .3620004 .9934408
DD 10 .4721263 .1450287
DD 11 .9775530 .0195529
DD 12 .8839167 .8362304
DD 13 .6173191 .3089483
DD 14 .7804440 .4213409
DD 15 .3745974 .2707051
DD 16 .1236758 .9378371
DD 17 .8316879 .7718244
DD 18 .0197921 .2163663
DD 19 .5944230 .8804379
DD 20 .9506890 .2525179
DD 21 .9422434 .5240301
DD 22 .0984618 .9462245
DD 23 .5861996 .7559788
DD 24 .9789200 .5501154
DD 25 .0553492 .9893248
DD 26 .3078422 .3116541
DD 27 .6983500 .1829731
DD 28 .0699607 .2437967
DD 29 .0392544 .2283067
DD 30 .2119734 .4847423
DD 31 .2997740 .7967142
DD 32 .4911254 .0161377
DD 33 .0172379 .2216032
DD 34 .2214907 .2453801
DD 35 .2582859 .5903501
DD 36 .5999167 .7034681
DD 37 .0506680 .5381213
DD 38 .7790848 .3847047
DD 39 .1145198 .1298652
DD 40 .8901899 .5154996
DD 41 .2428104 .9897967
DD 42 .9937561 .1810704
DD 43 .9184672 .2276689
DD 44 .8329978 .5930485
DD 45 .8106283 .8938158
DD 46 .8463013 .1173721
DD 47 .1997166 .2836535
DD 48 .9177578 .7074393
DD 49 .3632205 .4578106
DD 50 .7486249 .2468246
DD 51 .4213690 .3346141
DD 52 .6470354 .5809596
DD 53 .6919509 .5730633
DD 54 .2746241 .7275853
DD 55 .5215128 .5599563
DD 56 .9608976 .8585195
DD 57 .8187311 .9452844
DD 58 .2905526 .0348850
DD 59 .7750451 .5736475
DD 60 .6644429 .1864452
DD 61 .8653201 .0120616
DD 62 .4979248 .2226172
DD 63 .2125348 .2893984
DD 64 .9047749 .1551235
DD 65 .4979158 .4906072
DD 66 .5621782 .3446138
DD 67 .2117265 .4780943
DD 68 .5913380 .0379904
DD 69 .2677148 .6689634
DD 70 .5354682 .7591190
DD 71 .6311942 .3435251
DD 72 .8761940 .3101409
DD 73 .1095274 .6983559
DD 74 .1921254 .5282530
DD 75 .9845556 .5244962
DD 76 .4084724 .8556177
DD 77 .5769376 .1639175
DD 78 .1804616 .4875382
DD 79 .6575677 .8884303
DD 80 .0498837 .5732175
DD 81 .0839067 .1055337
DD 82 .5547681 .7988435
DD 83 .0493295 .3136075
DD 84 .0858428 .7664349
DD 85 .4891229 .4300967
DD 86 .2865044 .9133817
DD 87 .7727228 .3642139
DD 88 .6894025 .2539452
DD 89 .8008081 .3009806
DD 90 .7638332 .8596766
DD 91 .6781289 .3444087
DD 92 .4928586 .5628096
DD 93 .5960977 .6100865
DD 94 .0738128 .6346998
DD 95 .4683675 .6746449
DD 96 .5945376 .8673655
DD 97 .9405154 .0323344
DD 98 .0217156 .2146539
DD 99 .0517057 .8655125
DD 100 .1759413 .5125469
DD 101 .1594721 .4320109
DD 102 .3770949 .3151659
DD 103 .5336962 .5714046
DD 104 .1270731 .0111634
DD 105 .7551241 .5349145
DD 106 .7463824 .5189305
DD 107 .8775062 .2883371
DD 108 .6754303 .3304422
DD 109 .0783317 .7997685
DD 110 .7569514 .7521271
DD 111 .7663078 .2172842
DD 112 .9868025 .0839251
DD 113 .0568647 .3169051
DD 114 .8977391 .3292163
DD 115 .0802038 .6464232
DD 116 .0536707 .9205878
DD 117 .3474104 .3317558
DD 118 .3966767 .8989997
DD 119 .6540721 .9127138
DD 120 .9096605 .9538355
DD 121 .7203420 .6352116
DD 122 .9253336 .6131110
DD 123 .6116164 .5852674
DD 124 .3061573 .4988050
DD 125 .3026152 .5824515
DD 126 .7063351 .7013867
DD 127 .5748170 .9699946
DD 128 .4598482 .6871896
DD 129 .4955649 .8963664
DD 130 .7592739 .3768460
DD 131 .4268834 .3670484
DD 132 .3276110 .7045792
DD 133 .9507801 .6812373
DD 134 .5559876 .6062898
DD 135 .0607142 .7196131
DD 136 .0878285 .4460945
DD 137 .9286433 .2168588
DD 138 .2662330 .7708114
DD 139 .6737782 .3746214
DD 140 .1048606 .3118712
DD 141 .6805238 .1228295
DD 142 .0599443 .6037928
DD 143 .6742365 .6330091
DD 144 .6260645 .6647343
DD 145 .1870249 .3772622
DD 146 .5924168 .0322393
DD 147 .1420295 .5991545
DD 148 .8084077 .1481810
DD 149 .6510853 .4436976
DD 150 .8339166 .6605904
DD 151 .0425627 .5461742
DD 152 .3943781 .6135757
DD 153 .5861486 .4045374
DD 154 .8153700 .6244216
DD 155 .0195278 .5957830
DD 156 .4545471 .8312381
DD 157 .1560133 .5188438
DD 158 .6469455 .4047379
DD 159 .5973044 .9684553
DD 160 .0868022 .4608879
DD 161 .6143889 .0168825
DD 162 .3264951 .9318357
DD 163 .0022921 .3916556
DD 164 .8099194 .9326941
DD 165 .2585845 .2133191
DD 166 .3899797 .9209966
DD 167 .5664307 .4609385
DD 168 .6118019 .9409510
DD 169 .2531663 .1655085
DD 170 .3661586 .8705529
DD 171 .8050705 .8307494
DD 172 .2103699 .1781924
DD 173 .9958247 .1228504
DD 174 .2829794 .5161494
DD 175 .7652640 .0687876
DD 176 .0577400 .7383301
DD 177 .3890982 .9077121
DD 178 .1332611 .7733055
DD 179 .1194512 .8398263
DD 180 .9659898 .2931889
DD 181 .4480088 .1379542
DD 182 .2424203 .3136631
DD 183 .7334246 .7919130
DD 184 .9554620 .6975877
DD 185 .1150669 .8456237
DD 186 .8911443 .9085875
DD 187 .0663581 .0999077
DD 188 .0242131 .1039009
DD 189 .9705146 .5659117
DD 190 .3310735 .5370702
DD 191 .7645965 .0783454
DD 192 .0098747 .9678121
DD 193 .7170774 .3650034
DD 194 .4917114 .9931620
DD 195 .1898059 .6076414
DD 196 .5628458 .5027574
