id X Y Z
DDD 1 .6257361 .6451173 0.597101
DDD 2 .9043652 .6435408 0.372988
DDD 3 .8181345 .6991783 0.746800
DDD 4 .9697150 .8797155 0.522630
DDD 5 .1705657 .4144428 0.415619
DDD 6 .0147619 .7850378 0.108593
DDD 7 .6923635 .3925808 0.048559
DDD 8 .8570391 .4554155 0.261467
DDD 9 .2288492 .7352399 0.209633
DDD 10 .9002268 .4658538 0.750949
DDD 11 .4916705 .1020560 0.819578
DDD 12 .1192514 .1813057 0.848531
DDD 13 .1608756 .5308004 0.469707
DDD 14 .0524434 .0736552 0.536069
DDD 15 .6944156 .6678024 0.364662
DDD 16 .1698795 .4835695 0.718422
DDD 17 .7002635 .6169213 0.394525
DDD 18 .3548529 .6477443 0.496481
DDD 19 .0715690 .0736692 0.585866
DDD 20 .6293465 .9377544 0.930436
DDD 21 .9038889 .4433902 0.554125
DDD 22 .7408543 .8958363 0.518477
DDD 23 .5406929 .3619599 0.635094
DDD 24 .0607938 .5125017 0.555681
DDD 25 .6517130 .9950643 0.370149
DDD 26 .8654963 .9154451 0.672403
DDD 27 .4484251 .6760319 0.885445
DDD 28 .1082524 .8107942 0.646102
DDD 29 .0796882 .2782062 0.127818
DDD 30 .0615364 .1558888 0.677784
DDD 31 .7134707 .0692420 0.525613
DDD 32 .7162372 .1044959 0.436733
DDD 33 .2703291 .9622627 0.694781
DDD 34 .7608966 .6452067 0.589264
DDD 35 .3910142 .8008190 0.202148
DDD 36 .7075015 .8837428 0.017269
DDD 37 .8419371 .7668119 0.372300
DDD 38 .8477023 .8695617 0.229649
DDD 39 .7233725 .7962753 0.887200
DDD 40 .9683373 .4435228 0.849348
DDD 41 .7688782 .0779293 0.512025
DDD 42 .0692482 .9309813 0.072126
DDD 43 .6206140 .7820024 0.746828
DDD 44 .8384707 .7055660 0.684162
DDD 45 .8317167 .0477579 0.266139
DDD 46 .6663880 .7225745 0.153965
DDD 47 .7687746 .3107226 0.637327
DDD 48 .0252521 .0244449 0.716942
DDD 49 .5374147 .0755980 0.138927
DDD 50 .7950063 .8486402 0.132059
DDD 51 .1922111 .4765057 0.467842
DDD 52 .4595017 .1525689 0.110223
DDD 53 .1662146 .0883622 0.178704
DDD 54 .0953808 .8803665 0.014203
DDD 55 .1005331 .5750862 0.240211
DDD 56 .9830225 .8395362 0.501314
DDD 57 .7932255 .4327752 0.749432
DDD 58 .9264055 .2760994 0.659657
DDD 59 .2294672 .2972504 0.902494
DDD 60 .6054542 .7170880 0.203824



