id X Y
DD 1 .3582841 .4202834
DD 2 .2562617 .1534408
DD 3 .7557444 .9379810
DD 4 .6102226 .0905897
DD 5 .5946660 .3096619
DD 6 .7174284 .6408306
DD 7 .5848167 .0387934
DD 8 .4839390 .4102057
DD 9 .2585360 .2421916
DD 10 .4235860 .6762108
DD 11 .6844330 .4561974
DD 12 .6160705 .2042777
DD 13 .6288871 .6417455
DD 14 .7781789 .4830549
DD 15 .9816148 .2650139
DD 16 .4399583 .9634915
DD 17 .2344824 .9153743
DD 18 .8740773 .9067041
DD 19 .1904554 .2259109
DD 20 .0856708 .4672892
DD 21 .1047363 .9346014
DD 22 .7731349 .8066662
DD 23 .0329123 .2546551
DD 24 .8464977 .4272306
DD 25 .8789668 .2362510
DD 26 .1555603 .5620939
DD 27 .7844623 .8622970
DD 28 .0388802 .3040194
DD 29 .0517292 .0286223
DD 30 .8482613 .1053573
DD 31 .4086590 .5525004
DD 32 .6106365 .1603763
DD 33 .4483482 .6083593
DD 34 .5264705 .7619110
DD 35 .5485356 .6192491
DD 36 .3249966 .7127215
DD 37 .2161704 .1878912
DD 38 .0431227 .9129331
DD 39 .0217044 .1202020
DD 40 .1956168 .9204146
DD 41 .1834654 .4028551
DD 42 .3756048 .1104988
DD 43 .2199096 .0079965
DD 44 .0704030 .5020751
DD 45 .3793113 .9134402
DD 46 .0896624 .7633291
DD 47 .9426960 .4838290
DD 48 .8596239 .6942932
DD 49 .8242055 .5331244
DD 50 .5053964 .8744388
DD 51 .6987644 .5946777
DD 52 .8764549 .3688193
DD 53 .3925479 .2128086
DD 54 .4104438 .5502877
DD 55 .3874869 .9275589
DD 56 .1057492 .3001019
DD 57 .6145507 .9778807
DD 58 .2005917 .1143214
DD 59 .5269667 .9612433
DD 60 .9394864 .9258252
DD 61 .7265350 .5602750
DD 62 .7382296 .6460676
DD 63 .8239280 .2178867
DD 64 .0150093 .3688803
DD 65 .0949789 .9871252
DD 66 .0042010 .6302378
DD 67 .8846325 .8140645
DD 68 .2648112 .7899821
DD 69 .3310919 .7821373
DD 70 .7787738 .1385617
DD 71 .2449207 .3427260
DD 72 .1342969 .3159279
DD 73 .9790922 .7053419
DD 74 .1226006 .5803676
DD 75 .6513875 .2246211
DD 76 .1465925 .8392745
DD 77 .6027731 .1014175
DD 78 .3387023 .5461980
DD 79 .6546033 .7497779
DD 80 .5911387 .9109903
DD 81 .4113493 .9463045
DD 82 .3816597 .6320368
DD 83 .0791998 .9866452
DD 84 .0854569 .7484224
DD 85 .2569808 .5763650
DD 86 .3403555 .3699989
DD 87 .8145483 .5685429
DD 88 .1071339 .0566979
DD 89 .9027770 .8538702
DD 90 .6557682 .5046219
DD 91 .6236591 .0740947
DD 92 .3157273 .9124616
DD 93 .9014933 .1671335
DD 94 .1454693 .8421734
DD 95 .2968435 .3003499
DD 96 .5819505 .3846315
DD 97 .2415339 .1831337
DD 98 .6916397 .7636745
DD 99 .4805793 .1843314
DD 100 .1141508 .8676380
DD 101 .1082843 .6650072
DD 102 .6095689 .2306178
DD 103 .8909336 .4607778
DD 104 .9197529 .2783895
DD 105 .6752036 .9363187
DD 106 .2487645 .7256413
DD 107 .3747974 .3508803
DD 108 .0619943 .3189924
DD 109 .7805080 .7185502
DD 110 .2889502 .0586995
DD 111 .4110960 .6588449
DD 112 .7699355 .9330327
DD 113 .6616913 .0877799
DD 114 .4783888 .3325555
DD 115 .1480451 .6101427
DD 116 .4323857 .8840082
DD 117 .6115255 .1910552
DD 118 .2221248 .5996988
DD 119 .9514266 .5973409
DD 120 .8540388 .0602805
DD 121 .4855987 .1324918
DD 122 .4628933 .8560733
DD 123 .6927679 .7064405
DD 124 .8747731 .6616999
DD 125 .4328474 .0836663
DD 126 .7076022 .0052843
DD 127 .6352107 .4786761
DD 128 .5507216 .8488341
DD 129 .0369523 .1923983
DD 130 .8374482 .2902313
DD 131 .7787658 .8197648
DD 132 .5683790 .7365155
DD 133 .2478669 .2585494
DD 134 .4998850 .4273964
DD 135 .9055528 .3006237
DD 136 .4106652 .7892021
DD 137 .0491607 .4149994
