id X Y Z
DDD 1 .1060846 .3014141 0.190798
DDD 2 .0100515 .9886395 0.420683
DDD 3 .0122449 .3819058 0.616547
DDD 4 .6170125 .7855324 0.933025
DDD 5 .1626216 .2238950 0.566496
DDD 6 .9476012 .8548993 0.792907
DDD 7 .8756909 .0688264 0.558652
DDD 8 .2387913 .7481838 0.340741
DDD 9 .6246666 .1361091 0.789409
DDD 10 .0656973 .1024207 0.505694
DDD 11 .4974546 .1331419 0.836300
DDD 12 .4222031 .8978860 0.919024
DDD 13 .7460522 .4762443 0.861061
DDD 14 .9180928 .1381166 0.045209
DDD 15 .7684791 .2298827 0.219561
DDD 16 .9631520 .8918907 0.917373
DDD 17 .6971574 .3571127 0.459200
DDD 18 .6472292 .5908123 0.949302
DDD 19 .5679618 .0766206 0.645946
DDD 20 .9836324 .1428490 0.015605
