id X Y
DD 1 .3124916 .9896077
DD 2 .0958034 .5594577
DD 3 .2115039 .7354685
DD 4 .7728101 .6603571
DD 5 .7378672 .9732723
DD 6 .8945848 .5444010
DD 7 .2402008 .7134438
DD 8 .3593280 .1883335
DD 9 .3046001 .6824712
DD 10 .4084471 .2132786
DD 11 .8492509 .3683749
DD 12 .6688386 .8106359
DD 13 .3662985 .3564849
DD 14 .2570870 .6209526
DD 15 .7151584 .5017958
DD 16 .5680645 .7566428
DD 17 .1192708 .6077858
DD 18 .9149888 .4718781
DD 19 .5012276 .1002581
DD 20 .9930635 .4612019
DD 21 .6068901 .6243003
DD 22 .5207996 .4319474
DD 23 .8027243 .9161119
DD 24 .8759003 .4013999
DD 25 .9547650 .5100255
DD 26 .7775912 .0123744
DD 27 .0725396 .0728117
DD 28 .9534034 .8725013
DD 29 .7745860 .0880986
DD 30 .3320678 .2725674
DD 31 .1390524 .3567334
DD 32 .8792693 .3347668
DD 33 .8659188 .8849453
DD 34 .1809385 .3272210
DD 35 .3067885 .1895228
DD 36 .9084372 .1386481
DD 37 .9116229 .2836682
DD 38 .1878281 .2561359
DD 39 .7843855 .4820241
DD 40 .6453093 .4866350
DD 41 .8039807 .9793637
DD 42 .7042570 .5035607
DD 43 .3132750 .6528693
DD 44 .9450520 .4158132
DD 45 .5550288 .8885910
DD 46 .5733760 .2171277
DD 47 .3744027 .0518422
DD 48 .0298661 .3859693
DD 49 .4359886 .5597444
DD 50 .4552992 .2147375






