id X Y Z
DDD 1 .8070642 .3822253 0.926386
DDD 2 .3780739 .6949012 0.973665
DDD 3 .2037264 .7597316 0.399276
DDD 4 .7051435 .0603633 0.582891
DDD 5 .0116498 .6689237 0.102985
DDD 6 .1277899 .1085355 0.703391
DDD 7 .8151308 .3858186 0.607630
DDD 8 .1163458 .3902893 0.076013
DDD 9 .5081662 .2043389 0.118004
DDD 10 .6657127 .8540937 0.675256
DDD 11 .0615448 .7318107 0.508985
DDD 12 .7719646 .6118636 0.320329
DDD 13 .6000127 .6749707 0.702664
DDD 14 .4903161 .1303871 0.170385
DDD 15 .4054907 .1611696 0.947138
DDD 16 .6050197 .7534345 0.332939
DDD 17 .4074048 .8431441 0.066596
DDD 18 .3554715 .9615640 0.149679
DDD 19 .8701303 .2782408 0.026303
DDD 20 .5557613 .0380619 0.645944
DDD 21 .4380073 .7800791 0.685668
DDD 22 .6335196 .3499417 0.117815
DDD 23 .2355097 .9756341 0.109651
DDD 24 .6020865 .7294894 0.240767
DDD 25 .8165970 .9643654 0.301325
DDD 26 .9591689 .8490233 0.863299
DDD 27 .5732176 .0066153 0.819864
DDD 28 .3541691 .3513653 0.094937
DDD 29 .5959982 .2418162 0.847486
DDD 30 .1516570 .1005232 0.594999
DDD 31 .4655250 .6663739 0.660686
DDD 32 .4939419 .4583012 0.178675
DDD 33 .2629377 .5372012 0.329928
DDD 34 .0727679 .1175052 0.673636
DDD 35 .1339844 .9980598 0.923349
DDD 36 .6877265 .8131396 0.049847
DDD 37 .6188732 .9778955 0.431302
DDD 38 .1134543 .2090190 0.089927
DDD 39 .9563677 .6465130 0.726137
DDD 40 .3229651 .3755793 0.233231
DDD 41 .6572546 .7340084 0.255462
DDD 42 .4119701 .4299029 0.563305
DDD 43 .4797337 .0646438 0.635360
DDD 44 .5176595 .9330947 0.889098
DDD 45 .8750849 .3990889 0.446077
DDD 46 .6915744 .3026996 0.228473
DDD 47 .0413164 .2344493 0.092094
DDD 48 .3237852 .5058597 0.251603
DDD 49 .6480537 .1300365 0.564427
DDD 50 .7660246 .2969156 0.860367
DDD 51 .4878374 .3966855 0.307595
DDD 52 .8935985 .8331728 0.254022
DDD 53 .8649200 .0343757 0.328794
DDD 54 .2962341 .1641347 0.787767
DDD 55 .2377478 .4902457 0.460497
DDD 56 .6004164 .2996600 0.560517
DDD 57 .9582318 .4375850 0.429295
DDD 58 .2916227 .7157774 0.117842
DDD 59 .0598132 .0843235 0.814427
DDD 60 .7031010 .5853125 0.520372
DDD 61 .7848721 .6827024 0.526568
DDD 62 .1348475 .9935795 0.220558
DDD 63 .4453604 .5434768 0.421355
DDD 64 .1161381 .1241980 0.596238
DDD 65 .5013289 .0089595 0.870299
DDD 66 .5687573 .0211446 0.361377
DDD 67 .3304126 .9977319 0.967013
DDD 68 .1948570 .1324661 0.292345
DDD 69 .6449937 .8257293 0.028206
DDD 70 .1195685 .4382061 0.747864
DDD 71 .1778441 .3969059 0.991330
DDD 72 .1679930 .5170497 0.778211
DDD 73 .0741974 .3426024 0.562231
DDD 74 .8404188 .3075159 0.545136
DDD 75 .0585925 .5103521 0.127452
DDD 76 .9474502 .4022430 0.621949
DDD 77 .2361008 .0359386 0.360971
DDD 78 .0446097 .2475572 0.748607
DDD 79 .3748734 .1903657 0.029960
DDD 80 .5177808 .3121227 0.309595
DDD 81 .4229617 .8267718 0.528892
