id X Y
DD 1 .7658133 .5742899
DD 2 .7587938 .3072023
DD 3 .9204940 .4237688
DD 4 .1536642 .5063252
DD 5 .5015840 .4308893
DD 6 .8971754 .9381665
DD 7 .9866233 .2627378
DD 8 .6626781 .1692938
DD 9 .0936062 .7301662
DD 10 .9623508 .5149366
DD 11 .7736433 .3881874
DD 12 .7304283 .9988856
DD 13 .4836569 .1368864
DD 14 .3556653 .9510527
DD 15 .5350061 .2888392
DD 16 .9048895 .2708894
DD 17 .0551586 .7339063
DD 18 .2139629 .1272477
DD 19 .9469593 .6101760
DD 20 .1197737 .8476412
DD 21 .5938247 .2690570
DD 22 .9959376 .5542642
DD 23 .0369968 .7288496
DD 24 .7520901 .2500763
DD 25 .7279528 .1078278
DD 26 .5659257 .0027924
DD 27 .2078647 .0157381
DD 28 .0298685 .0122711
DD 29 .3467805 .2999298
DD 30 .4893719 .0095868
DD 31 .9356112 .0648717
DD 32 .6937305 .8935475
DD 33 .9992214 .1248513
DD 34 .2268580 .9696009
DD 35 .4115814 .0599827
DD 36 .4761540 .7614955
DD 37 .1542084 .3135506
DD 38 .2612417 .1997587
DD 39 .4646574 .2199616
DD 40 .9974268 .0725481
DD 41 .4577746 .8504581
DD 42 .9151063 .9107666
DD 43 .5414557 .9090359
DD 44 .0874479 .8650273
DD 45 .7509117 .8419963
DD 46 .7133810 .4491455
DD 47 .3385974 .5170181
DD 48 .3276853 .0428583
DD 49 .6161485 .3948534
DD 50 .6186445 .4724499
DD 51 .8725741 .6095007
DD 52 .7677597 .4664316
DD 53 .5997012 .7792803
DD 54 .3142849 .8964167
DD 55 .3391370 .1174077
DD 56 .3062776 .9803739
DD 57 .0099517 .3597093
DD 58 .9333418 .5035717
DD 59 .0555461 .4798418
DD 60 .1356942 .9962696
DD 61 .3219178 .8570270
DD 62 .2285144 .0286002
DD 63 .0954189 .6737016
DD 64 .9361417 .6116564
DD 65 .7212833 .4638628
DD 66 .1514752 .3365715
DD 67 .9173269 .9580681
DD 68 .1633180 .4848993
DD 69 .2004654 .1662872
DD 70 .1572849 .9858872
DD 71 .3546943 .9308985
DD 72 .8106822 .7988288
DD 73 .8730990 .3323438
DD 74 .2723613 .0186043
DD 75 .7759569 .1400896
DD 76 .4363640 .6343104
DD 77 .8022284 .2098724
DD 78 .0621100 .2465657
DD 79 .0403491 .0105091
DD 80 .0303475 .9381930
DD 81 .6413988 .4331088
DD 82 .1069818 .6025528
DD 83 .0660916 .2431229
DD 84 .4576481 .0083670
DD 85 .7667490 .9695813
DD 86 .4433776 .3014545
DD 87 .3941568 .1118764
DD 88 .7483559 .0319416
DD 89 .3321123 .1458536
DD 90 .6484782 .6072287
DD 91 .0721985 .2285211
DD 92 .4155751 .7008337
DD 93 .8080386 .4726935
DD 94 .8457320 .9272153
DD 95 .4996365 .3651081
DD 96 .2674482 .2923417
DD 97 .0695562 .9472824
DD 98 .8803909 .7561380
DD 99 .5662937 .8184013
DD 100 .8396056 .8405594
DD 101 .9764004 .3421063
DD 102 .2621390 .6679161
DD 103 .4833888 .5699945
DD 104 .6095402 .1377635
DD 105 .6433392 .6972057
DD 106 .1945178 .1041867
DD 107 .1470956 .1404475
DD 108 .5645630 .2931951
DD 109 .2271353 .8144885
DD 110 .1085056 .1342216
DD 111 .6912847 .5552886
DD 112 .4801505 .4399299
DD 113 .0605885 .0098442
DD 114 .5902656 .6617001
DD 115 .0774691 .2352609
DD 116 .4256515 .9188193
DD 117 .3430083 .7108276
DD 118 .4407333 .7295858
DD 119 .1363843 .8927215
DD 120 .5494787 .8817618
DD 121 .3503748 .6947122
DD 122 .8273720 .6251317
DD 123 .4170359 .6606348
DD 124 .1060631 .7448468
DD 125 .2573498 .8437438
DD 126 .0860769 .4128215
DD 127 .5154576 .7001302
DD 128 .9720098 .2851943
DD 129 .1672084 .2514567
DD 130 .7038710 .3238372
DD 131 .2468257 .4271286
DD 132 .5590470 .4135955
DD 133 .8246660 .3459469
DD 134 .3606852 .1064214
DD 135 .0909848 .2680709
DD 136 .0665174 .7683382
DD 137 .7404830 .4030256
DD 138 .6311775 .9922872
DD 139 .7828438 .4993145
DD 140 .4263171 .2638869
DD 141 .0856348 .4042108
DD 142 .0451982 .3600069
DD 143 .7355097 .2442940
DD 144 .0783439 .5913625
DD 145 .7167421 .6515422
DD 146 .6781662 .4770948
DD 147 .1754295 .0970744
DD 148 .8746723 .4060544
DD 149 .0733611 .8832405
DD 150 .2902768 .8782779
DD 151 .4352217 .1104556
DD 152 .9458301 .5504726
DD 153 .4416420 .8412586
DD 154 .2561195 .9882321
DD 155 .7912800 .0313195
DD 156 .2727050 .1497347
DD 157 .2077667 .3238069
DD 158 .1239376 .5228403
DD 159 .5496415 .6854397
DD 160 .9927706 .7793587
DD 161 .2284876 .7129651
DD 162 .6164199 .0038121
DD 163 .7750165 .3085093
DD 164 .1294717 .1438178
DD 165 .3249905 .7995236
DD 166 .2325709 .3972851
DD 167 .1242846 .3896676
DD 168 .4687695 .8174912
DD 169 .1602153 .4342292
DD 170 .3328608 .4378090
DD 171 .6871651 .2383446
DD 172 .7170022 .5879301
DD 173 .3886726 .1166420
DD 174 .6875143 .6248947
DD 175 .5531797 .0047676
DD 176 .8593712 .8046350
DD 177 .9716981 .0898398
DD 178 .9404522 .1800937
DD 179 .0154293 .2790086
DD 180 .7985219 .8748252
DD 181 .9299994 .8412387
DD 182 .2890581 .4283508
DD 183 .8881137 .6629821
DD 184 .8878424 .6609608
DD 185 .5592479 .1168312
DD 186 .9025950 .1181586
DD 187 .3561287 .8543326
DD 188 .8842610 .0230588
DD 189 .2633822 .6381701
DD 190 .1997580 .1208196
DD 191 .0914824 .8006853
DD 192 .1304783 .1121271
DD 193 .6641903 .6684631
DD 194 .0785001 .7499064
DD 195 .0626782 .3772602
DD 196 .4367274 .2593209
DD 197 .5246466 .4061701
DD 198 .5389289 .6177886
DD 199 .5296177 .8103873
DD 200 .1673104 .4187068
DD 201 .2773866 .8915291
DD 202 .8627256 .4968790
DD 203 .1579836 .7139849
DD 204 .4473174 .1098018
DD 205 .5786057 .6934652
DD 206 .6101948 .0790309
DD 207 .0034696 .1256000
DD 208 .1900888 .6693358
DD 209 .3115779 .1013720
DD 210 .1687093 .8273006
DD 211 .3076281 .3231377
DD 212 .8061391 .3599663
DD 213 .8428939 .8782821
DD 214 .4339717 .2900708
DD 215 .6135164 .4729388
DD 216 .9894155 .4969567
DD 217 .0884265 .8389780
DD 218 .4281694 .2983100
DD 219 .6507247 .3043970
DD 220 .8869234 .2421104
DD 221 .0749351 .5986230
DD 222 .2567561 .3925268
DD 223 .7557782 .0258357
DD 224 .2429025 .0775328
DD 225 .1871300 .7945262
DD 226 .7782501 .6267576
DD 227 .2853099 .5908988
DD 228 .7688989 .2100773
DD 229 .1689206 .9156833
DD 230 .7090952 .5727065
DD 231 .5458089 .1942391
DD 232 .0262307 .2706090
DD 233 .2014816 .5817690
DD 234 .6082856 .8979418
DD 235 .2051530 .5198195
DD 236 .5175033 .6605057
DD 237 .0096720 .6952872
DD 238 .2841143 .3178281
DD 239 .9675423 .7846745
DD 240 .4689844 .7610918
DD 241 .9522544 .3476159
DD 242 .6380588 .0216604
DD 243 .4848569 .0155085
DD 244 .9458090 .9599867
DD 245 .4302634 .6917154
DD 246 .8084754 .8492444
DD 247 .0438660 .2650419
DD 248 .4771355 .0616266
DD 249 .7017808 .2012993
DD 250 .6994291 .5449498

