id X Y Z
DDD 1 .1179669 .8071412 0.127213
DDD 2 .8612926 .2107984 0.072019
DDD 3 .5820332 .5869786 0.387718
DDD 4 .3103391 .7374127 0.103676
DDD 5 .8604680 .2203064 0.763740
DDD 6 .7588960 .2373480 0.004835
DDD 7 .9399905 .8078307 0.936836
DDD 8 .5918284 .5367089 0.085504
DDD 9 .6397944 .3696636 0.065638
DDD 10 .6459675 .3851951 0.601819
DDD 11 .8935606 .3800741 0.882432
DDD 12 .7661685 .3914743 0.837513
DDD 13 .9440902 .3864152 0.073454
DDD 14 .0989287 .7392133 0.809741
DDD 15 .8774488 .7274938 0.129268
DDD 16 .6808658 .5604294 0.713187
DDD 17 .9486746 .4394785 0.303766
DDD 18 .4825200 .0107475 0.196456
DDD 19 .7238721 .7678396 0.868727
DDD 20 .7441083 .4873422 0.403328
