id X Y Z
DDD 1 .4935065 .1330853 0.725205
DDD 2 .9586650 .4011115 0.079800
DDD 3 .6575841 .4200082 0.804530
DDD 4 .6487799 .4030838 0.290022
DDD 5 .5002618 .1200330 0.116108
DDD 6 .7646127 .1684092 0.893053
DDD 7 .6986786 .7953486 0.083027
DDD 8 .1263613 .9497718 0.661080
DDD 9 .6282217 .7672150 0.016509
DDD 10 .4597892 .7805639 0.818145
DDD 11 .5867745 .4923287 0.753035
DDD 12 .4848376 .7141790 0.801512
DDD 13 .9538821 .6994851 0.349707
DDD 14 .9817161 .8176598 0.731176
DDD 15 .5505316 .4264996 0.722309
DDD 16 .1529400 .9625637 0.100841
DDD 17 .8937258 .6086524 0.504657
DDD 18 .7547064 .4294920 0.774305
DDD 19 .1254921 .4356768 0.700392
DDD 20 .9332964 .9664666 0.195637
DDD 21 .9860748 .4902807 0.715060
DDD 22 .0382643 .4847444 0.491779
DDD 23 .8309534 .3206746 0.048450
DDD 24 .6479376 .2457849 0.714259
DDD 25 .5836816 .6333467 0.755715
DDD 26 .5756001 .3344433 0.328783
DDD 27 .5814959 .2086604 0.992677
DDD 28 .8555851 .5080937 0.406398
DDD 29 .1058657 .8665377 0.757275
DDD 30 .9537564 .1788249 0.511431
DDD 31 .2807949 .7058045 0.009695
DDD 32 .2104214 .2831155 0.380695
DDD 33 .9404022 .2095078 0.860590
DDD 34 .4970033 .0150317 0.045199
DDD 35 .6742566 .8879313 0.789760
DDD 36 .1297026 .6770217 0.068730
DDD 37 .9017810 .5969368 0.521756
DDD 38 .3003128 .0063368 0.309351
DDD 39 .5409212 .6349088 0.019845
DDD 40 .9102271 .9720284 0.483214







