id X Y Z
DDD 1 .6355123 .7527916 0.387949
DDD 2 .0211903 .3842688 0.591326
DDD 3 .4329192 .9108946 0.994805
DDD 4 .4772254 .6264640 0.093974
DDD 5 .6683305 .7042373 0.458259
DDD 6 .3409673 .6571912 0.587766
DDD 7 .6045570 .3383453 0.043303
DDD 8 .1544711 .2662106 0.434813
DDD 9 .8447339 .3109266 0.035525
DDD 10 .3086412 .6326131 0.263834
DDD 11 .3938885 .9783032 0.269606
DDD 12 .3983036 .5535469 0.062437
DDD 13 .7132820 .5794691 0.379550
DDD 14 .3692482 .4129427 0.166524
DDD 15 .6437861 .2235491 0.380720
DDD 16 .3494126 .5481809 0.797359
DDD 17 .4429803 .4558839 0.750513
DDD 18 .3192068 .8967188 0.759696
DDD 19 .6982488 .7677994 0.304192
DDD 20 .9008749 .5773555 0.129230
