id X Y Z
DDD 1 .2969733 .8034213 0.178944
DDD 2 .6232682 .7975051 0.125064
DDD 3 .2198949 .2746359 0.771795
DDD 4 .1850332 .4043960 0.581979
DDD 5 .8866538 .8129875 0.171416
DDD 6 .2649051 .9997056 0.836901
DDD 7 .8909943 .1452778 0.315978
DDD 8 .5784783 .1324507 0.838557
DDD 9 .7191887 .5129092 0.439245
DDD 10 .3116387 .7310908 0.554993
DDD 11 .5571417 .1095886 0.339554
DDD 12 .6875739 .2574299 0.111703
DDD 13 .7173935 .3785774 0.936361
DDD 14 .9139085 .5912740 0.390609
DDD 15 .7843896 .7711489 0.572351
DDD 16 .4176979 .3591472 0.601419
DDD 17 .6215677 .1080288 0.079302
DDD 18 .1765402 .5047928 0.254261
DDD 19 .8125376 .2879667 0.714163
DDD 20 .0760324 .5790764 0.681263
DDD 21 .6435580 .3029937 0.638397
DDD 22 .0085993 .1467793 0.410356
DDD 23 .7857973 .3366478 0.492791
DDD 24 .5052784 .4496718 0.243541
DDD 25 .5011667 .5652776 0.501241
DDD 26 .8767524 .5487037 0.986541
DDD 27 .2599799 .0167382 0.856788
DDD 28 .1366864 .0501854 0.772573
DDD 29 .5949886 .7661651 0.109681
DDD 30 .5806659 .5959820 0.551342


