id X Y Z
DDD 1 .2491772 .7526339 0.241499
DDD 2 .1669333 .8989758 0.113140
DDD 3 .5547448 .1409978 0.748801
DDD 4 .8087393 .6678509 0.640930
DDD 5 .1544549 .9754835 0.695556
DDD 6 .3870749 .5973077 0.076957
DDD 7 .5537060 .8721051 0.620056
DDD 8 .4632386 .7320609 0.276851
DDD 9 .0029069 .3383833 0.862927
DDD 10 .9553642 .0504787 0.296843
DDD 11 .5918322 .0850741 0.385149
DDD 12 .8172051 .8282839 0.700711
DDD 13 .3529254 .5785429 0.924583
DDD 14 .3253550 .0345525 0.521357
DDD 15 .0105539 .0963957 0.223038
DDD 16 .1668820 .2450991 0.359879
DDD 17 .1472684 .2365536 0.577616
DDD 18 .4228062 .7355423 0.923543
DDD 19 .5913365 .9079144 0.181216
DDD 20 .0583699 .8921247 0.801585
DDD 21 .2348676 .5998647 0.037362
DDD 22 .8500359 .2472634 0.404607
DDD 23 .4288692 .9264680 0.514267
DDD 24 .1805053 .6408520 0.551241
DDD 25 .4182445 .2449424 0.130594
DDD 26 .3831862 .4970605 0.031753
DDD 27 .5111981 .1703325 0.916540
DDD 28 .0703640 .1968087 0.657024
DDD 29 .0464318 .0998643 0.778529
DDD 30 .0762429 .1627660 0.537679
DDD 31 .6380280 .9096151 0.790719
DDD 32 .4159369 .6386726 0.855200
DDD 33 .2397048 .7186334 0.510042
DDD 34 .3208084 .2575229 0.528314
DDD 35 .5623257 .3947706 0.309684
DDD 36 .4631794 .3107376 0.458934
DDD 37 .2738308 .1030263 0.080862
DDD 38 .6207830 .0473915 0.627105
DDD 39 .8692613 .9094472 0.978881
DDD 40 .1322936 .1809129 0.129341
DDD 41 .4679552 .9273239 0.659562
DDD 42 .6262667 .8299361 0.610215
DDD 43 .1104337 .8408993 0.632748
DDD 44 .9207567 .0772211 0.589677
DDD 45 .1116441 .4158014 0.419800
DDD 46 .1311484 .8402735 0.116103
DDD 47 .0902300 .7932350 0.798554
DDD 48 .5182679 .3915390 0.338563
DDD 49 .5330149 .3923868 0.143097
DDD 50 .2740074 .1643410 0.921298
DDD 51 .9550751 .9757988 0.887415
DDD 52 .2814405 .8901079 0.424141
DDD 53 .3512872 .1664286 0.537319
DDD 54 .0921071 .0274293 0.300182
DDD 55 .8652358 .1810208 0.199000
DDD 56 .3137214 .1961218 0.680682
DDD 57 .2734973 .9380449 0.358631
DDD 58 .8634170 .1893005 0.967290
DDD 59 .5327479 .6230937 0.010996
DDD 60 .8686799 .3104806 0.804816
DDD 61 .4865226 .3010555 0.699880
DDD 62 .3317571 .4154983 0.548518
DDD 63 .7879415 .7408723 0.000311
DDD 64 .1424595 .2125806 0.678961
DDD 65 .7619694 .1910321 0.968608
DDD 66 .9453113 .1077334 0.820088
DDD 67 .5909480 .7754193 0.073038
DDD 68 .2438468 .1337912 0.672728
DDD 69 .8328861 .2705324 0.518506
DDD 70 .6489183 .1645142 0.789024
DDD 71 .5334751 .5146541 0.395956
DDD 72 .2280637 .5220532 0.187580
DDD 73 .4176645 .2631140 0.872891
DDD 74 .5556987 .0064682 0.296076
DDD 75 .8800449 .0545920 0.012724
DDD 76 .5530499 .0168099 0.337615
DDD 77 .4579052 .1422559 0.910271
DDD 78 .9837372 .4390854 0.896555
DDD 79 .5767957 .7586915 0.938191
DDD 80 .1646546 .9292680 0.805639
DDD 81 .7034236 .3508474 0.439399
DDD 82 .8786947 .6388937 0.111118
DDD 83 .4098543 .8038604 0.670031
DDD 84 .6398163 .7737641 0.747688
DDD 85 .7189822 .3714351 0.413198
DDD 86 .5533790 .0373585 0.235332
DDD 87 .6241920 .7837017 0.273343
DDD 88 .4144621 .3217934 0.806835
DDD 89 .7037405 .9869486 0.953111
DDD 90 .9604616 .2400793 0.798524
DDD 91 .8177830 .7966107 0.583017
DDD 92 .0955185 .4510418 0.657406
DDD 93 .2058194 .4661582 0.988276
DDD 94 .3746837 .3571394 0.883686
DDD 95 .8047919 .2783683 0.192539
DDD 96 .2040771 .7375385 0.195979
DDD 97 .8807850 .6776499 0.867297
DDD 98 .3960488 .2337414 0.980577
DDD 99 .3954212 .5459034 0.449623
DDD 100 .4194199 .2898337 0.914555
DDD 101 .8842599 .7806313 0.470480
DDD 102 .5956594 .0585491 0.633549
DDD 103 .6689569 .6009328 0.309082
DDD 104 .4912599 .7498812 0.659352
DDD 105 .3052801 .6604165 0.126240
DDD 106 .9110076 .6904307 0.218550
DDD 107 .3204573 .1992137 0.315541
DDD 108 .4602144 .6860911 0.142738
DDD 109 .2384189 .6709674 0.835485
DDD 110 .0576882 .7825859 0.826461
DDD 111 .0404351 .5231788 0.432542
DDD 112 .6741798 .7797983 0.171552
DDD 113 .6591068 .5164002 0.630276
DDD 114 .7596577 .3963148 0.171239
DDD 115 .6407893 .0027530 0.711584
DDD 116 .3109356 .2571717 0.655339
DDD 117 .2079821 .2478985 0.109441
DDD 118 .5103205 .2849725 0.246005
DDD 119 .7691504 .9111836 0.689776
DDD 120 .7149620 .9443726 0.752143
DDD 121 .3065139 .3720037 0.142907
DDD 122 .8618779 .3919319 0.979858
DDD 123 .5577089 .3197450 0.382104
DDD 124 .8291094 .1245512 0.513845
DDD 125 .7175444 .9607863 0.805410
DDD 126 .9005324 .3446597 0.488192
DDD 127 .4315005 .8272130 0.355327
DDD 128 .3494161 .0510512 0.875199
DDD 129 .7308048 .4239321 0.387657
DDD 130 .6002982 .8402899 0.908123
DDD 131 .5550331 .1870321 0.202819
DDD 132 .9540268 .5219734 0.020697
DDD 133 .5948645 .2473079 0.773755
DDD 134 .1583202 .8063646 0.697400
DDD 135 .0250401 .5371330 0.160541
DDD 136 .0548202 .3470319 0.846543
DDD 137 .6333790 .5221053 0.556947
DDD 138 .1997664 .0836864 0.375112
DDD 139 .9210575 .3943866 0.976060
DDD 140 .9930095 .8384155 0.099543
DDD 141 .6749109 .4831886 0.556301
DDD 142 .9005084 .1165163 0.674649
DDD 143 .7044235 .9077141 0.540613
DDD 144 .4476381 .6331508 0.679175
DDD 145 .9920009 .5448068 0.303833
DDD 146 .6109660 .7486240 0.703824
DDD 147 .2102075 .0709021 0.225291
DDD 148 .0485461 .2052422 0.101824
DDD 149 .8865741 .4663603 0.750435
DDD 150 .4746454 .7119852 0.170792
DDD 151 .6054827 .6782040 0.089437
DDD 152 .7830424 .3516470 0.874276
DDD 153 .3751737 .3004436 0.334183
DDD 154 .8200582 .7581973 0.420182
DDD 155 .1912607 .7628405 0.403475
DDD 156 .7581712 .7369245 0.563757
DDD 157 .1189189 .6699172 0.916592
DDD 158 .7648622 .6209699 0.906619
DDD 159 .8043141 .0905419 0.821209
DDD 160 .2281190 .2571792 0.974686
DDD 161 .8094904 .6902927 0.867467
DDD 162 .5062259 .1113240 0.820181
DDD 163 .8290182 .9873080 0.013356
DDD 164 .5189643 .5346984 0.607911
DDD 165 .6638539 .4982466 0.813183
DDD 166 .1815689 .6354181 0.534261
DDD 167 .4582513 .3625907 0.822528
DDD 168 .5806286 .2804695 0.417440
DDD 169 .4968386 .8666092 0.176687
DDD 170 .9689919 .2881987 0.030472
DDD 171 .8462965 .2461371 0.146942
DDD 172 .3685427 .5625372 0.156286
DDD 173 .0320909 .7807074 0.229112
DDD 174 .2568637 .4143552 0.850850
DDD 175 .1755965 .4887620 0.828503
DDD 176 .1052000 .1939491 0.073878
DDD 177 .6783348 .1204697 0.790512
DDD 178 .2471878 .1413403 0.961712
DDD 179 .4131178 .4843485 0.636449
DDD 180 .6944235 .5048139 0.734925
DDD 181 .9392714 .7372335 0.514027
DDD 182 .2675309 .8774961 0.439620
DDD 183 .6609875 .8524087 0.622345
