id X Y Z
DDD 1 .5288906 .6118075 0.333464
DDD 2 .5607447 .6253245 0.050644
DDD 3 .9354684 .8066084 0.876536
DDD 4 .2133309 .7826524 0.378271
DDD 5 .6578191 .0462025 0.612971
DDD 6 .5905470 .5700811 0.482720
DDD 7 .5546429 .6663458 0.738473
DDD 8 .4835238 .4788800 0.562493
DDD 9 .8973308 .3068432 0.231987
DDD 10 .4477906 .3145513 0.887503
DDD 11 .2771246 .4788852 0.672739
DDD 12 .5112851 .7173579 0.239478
DDD 13 .4581654 .2973927 0.636558
DDD 14 .3787465 .8015116 0.316247
DDD 15 .3788951 .9326336 0.101579
DDD 16 .9873384 .0244841 0.179104
DDD 17 .5851019 .1709064 0.990313
DDD 18 .3568633 .6019624 0.709874
DDD 19 .4282063 .9265499 0.777877
DDD 20 .8863218 .7006717 0.470018
DDD 21 .2298331 .7927361 0.180983
DDD 22 .1432337 .5401658 0.537884
DDD 23 .8334572 .3696981 0.956501
DDD 24 .5269981 .6227801 0.862089
DDD 25 .7586019 .2170349 0.090264
DDD 26 .9040111 .7327650 0.384800
DDD 27 .4528707 .3297890 0.937763
DDD 28 .5392058 .1832226 0.948875
DDD 29 .4996563 .9618947 0.672394
DDD 30 .7025257 .0623717 0.342239
DDD 31 .3698557 .7786341 0.228489
DDD 32 .7135057 .8959025 0.388589
DDD 33 .3769801 .5126827 0.707523
DDD 34 .5940031 .0942871 0.380515
DDD 35 .5668399 .7644671 0.594710
DDD 36 .8071291 .6249095 0.132495
DDD 37 .6931678 .0026744 0.400984
DDD 38 .8359493 .3083055 0.934097
DDD 39 .2342692 .2981224 0.606000
DDD 40 .8524941 .6926912 0.920463
DDD 41 .3157144 .4146093 0.773451
DDD 42 .8874186 .2558304 0.582251
DDD 43 .8303744 .5720871 0.108478
DDD 44 .3622092 .3001943 0.823499
DDD 45 .0874000 .9163302 0.066551
DDD 46 .4055388 .8658128 0.844590
DDD 47 .7612103 .3384773 0.788866
DDD 48 .0471432 .7422519 0.529045
DDD 49 .2228541 .0881946 0.527006
DDD 50 .3578239 .6113048 0.925202
DDD 51 .6793826 .3540193 0.582029
DDD 52 .2617930 .8272740 0.132204
DDD 53 .7697893 .8194823 0.057680
DDD 54 .6539607 .6117012 0.311804
DDD 55 .9037802 .7571491 0.470586
DDD 56 .3638406 .7110816 0.894701
DDD 57 .9048045 .5455503 0.076126
DDD 58 .3609124 .9840228 0.831010
DDD 59 .3415391 .0743717 0.441811
DDD 60 .5224434 .0305027 0.326606
DDD 61 .9000586 .2670192 0.051526
DDD 62 .6003379 .8698791 0.260425
DDD 63 .5473702 .2600573 0.488799
DDD 64 .2324618 .7731329 0.397800
DDD 65 .0385267 .4368076 0.110699
DDD 66 .6374822 .5530255 0.623287
DDD 67 .1842880 .7558788 0.379046
DDD 68 .8894813 .7454422 0.461321
DDD 69 .5719538 .3203609 0.310242
DDD 70 .4558495 .9457142 0.560040
DDD 71 .1536856 .0131285 0.847920
DDD 72 .2531441 .8021929 0.805098
DDD 73 .0070291 .8289514 0.015900
DDD 74 .2721267 .4603180 0.932286
DDD 75 .0416061 .2531827 0.460975
DDD 76 .4739608 .1759132 0.471507
DDD 77 .5717088 .0954602 0.883996
DDD 78 .9809811 .8959882 0.525646
DDD 79 .2819670 .4484140 0.345210
DDD 80 .5814301 .2959520 0.609395
