id X Y Z
DDD 1 .1892969 .5349169 0.846988
DDD 2 .3195110 .4313691 0.270163
DDD 3 .0686049 .0826424 0.428839
DDD 4 .5718490 .3392130 0.694744
DDD 5 .6044909 .3393843 0.094951
DDD 6 .5403597 .8939551 0.077936
DDD 7 .6117592 .9093456 0.961031
DDD 8 .6794577 .0543849 0.308891
DDD 9 .2802951 .7587176 0.804172
DDD 10 .2039526 .9471976 0.662817
DDD 11 .6356348 .2817158 0.196415
DDD 12 .4969147 .0515018 0.306728
DDD 13 .5404427 .9777427 0.373816
DDD 14 .3738118 .7132509 0.162367
DDD 15 .4468234 .2646018 0.693201
DDD 16 .0504573 .0623210 0.325078
DDD 17 .1694664 .0477330 0.668977
DDD 18 .5523337 .5736133 0.791194
DDD 19 .7955876 .8969642 0.377170
DDD 20 .0979201 .2581411 0.782892
DDD 21 .5146349 .1635478 0.376171
DDD 22 .9426429 .4976054 0.702896
DDD 23 .3614373 .6520675 0.043158
DDD 24 .7244078 .4909940 0.727408
DDD 25 .0310411 .5324341 0.642874
DDD 26 .1352555 .7462938 0.222619
DDD 27 .1395577 .4624193 0.271340
DDD 28 .5729210 .5440112 0.129708
DDD 29 .3580952 .2542922 0.956805
DDD 30 .3048779 .2788881 0.027014
DDD 31 .2089247 .1608976 0.439087
DDD 32 .7972142 .4465055 0.091445
DDD 33 .1445877 .7152346 0.996940
DDD 34 .6003243 .1144178 0.011426
DDD 35 .6793490 .2090361 0.570340
DDD 36 .1093238 .2725939 0.591076
DDD 37 .3433920 .9533019 0.212622
DDD 38 .3831933 .7022783 0.153760
DDD 39 .3060952 .4779716 0.636362
DDD 40 .9543577 .0804632 0.513947
DDD 41 .5757798 .2872292 0.063710
DDD 42 .3185986 .0310171 0.608456
DDD 43 .3271314 .6170880 0.735114
DDD 44 .8802963 .7626657 0.388468
DDD 45 .4192346 .2061861 0.622476
DDD 46 .0439075 .7555091 0.007276
DDD 47 .5194677 .1899215 0.202039
DDD 48 .5807097 .5661125 0.512951
DDD 49 .1015481 .1004492 0.682255
DDD 50 .2390927 .0484567 0.714223
DDD 51 .2874505 .2764233 0.638925
DDD 52 .8734533 .9037108 0.360113
DDD 53 .0878957 .8699919 0.245827
DDD 54 .3949663 .1829261 0.262599
DDD 55 .7872851 .6352099 0.439801
DDD 56 .0385581 .8178764 0.754197
DDD 57 .4264918 .7800111 0.043353
DDD 58 .4232119 .0284162 0.476096
DDD 59 .6584655 .7889572 0.741532
DDD 60 .4736925 .0694311 0.292780
DDD 61 .4723304 .1394404 0.053216
DDD 62 .4747970 .6937359 0.815397
DDD 63 .8741951 .5406313 0.261483
DDD 64 .5357219 .3136779 0.369559
DDD 65 .7374253 .4605318 0.347137
DDD 66 .9309945 .4757481 0.882722
DDD 67 .5392916 .4477760 0.288623
DDD 68 .7220566 .1887260 0.611959
DDD 69 .1198687 .7146161 0.140531
DDD 70 .5039068 .0738182 0.700960







