id X Y
DD 1 .5659223 .3938571
DD 2 .3172361 .0282855
DD 3 .3263506 .6828960
DD 4 .9559303 .7980764
DD 5 .8785701 .5258554
DD 6 .9227993 .8400591
DD 7 .4010943 .4796140
DD 8 .6135002 .1648433
DD 9 .3471095 .9980421
DD 10 .0048330 .8036715
DD 11 .3451500 .2979908
DD 12 .3983715 .7492095
DD 13 .6221872 .6882754
DD 14 .5170099 .2241247
DD 15 .1307392 .3231022
DD 16 .6252037 .4195099
DD 17 .5123047 .6395555
DD 18 .9993413 .5919926
DD 19 .5160127 .9234138
DD 20 .3853619 .4810760
DD 21 .5490125 .6319627
DD 22 .3003591 .1139251
DD 23 .3864619 .8374131
DD 24 .6048707 .8479706
DD 25 .1241610 .4282908
DD 26 .3217618 .5443798
DD 27 .3135882 .9445216
DD 28 .0224763 .5871765
DD 29 .6624628 .9881744
DD 30 .2458531 .5206075
DD 31 .1866660 .3467240
DD 32 .5500969 .7657835
DD 33 .4215317 .0275418
DD 34 .3037553 .5286996
DD 35 .0898400 .5068880
DD 36 .7631001 .8949963
DD 37 .0154666 .2572556
DD 38 .1150381 .4292853
DD 39 .2882048 .0842772
DD 40 .9279978 .5030677
DD 41 .6369557 .4668346
DD 42 .9770581 .1472504
DD 43 .2529202 .8772920
DD 44 .0103082 .4825425
DD 45 .2067835 .3261824
DD 46 .2049607 .6806266
DD 47 .0968226 .9280018
DD 48 .5154916 .8454795
DD 49 .3085284 .3602770
DD 50 .7209546 .0095864
DD 51 .6083978 .3625684
DD 52 .8010192 .3836007
DD 53 .7701449 .0088113
DD 54 .5641212 .7872561
DD 55 .2633889 .9361852
DD 56 .6577945 .4685948
DD 57 .1330318 .0148005
DD 58 .8396815 .8698421
DD 59 .1597163 .5206940
DD 60 .4943007 .8410888
DD 61 .0030924 .5932078
DD 62 .8492970 .7943474
DD 63 .7627973 .9175681
DD 64 .3670039 .7250765
DD 65 .4071999 .9126696
DD 66 .7416380 .2379351
DD 67 .6647535 .3984847
DD 68 .3856996 .9678804
DD 69 .7823882 .3804306
DD 70 .9951093 .2937789
DD 71 .2524062 .2702383
DD 72 .6826443 .1439987
DD 73 .1039929 .0526349
DD 74 .3922785 .0740198
DD 75 .2453612 .5302800
DD 76 .1694723 .6744746
DD 77 .9128737 .1991457
DD 78 .8682099 .7012303
DD 79 .5068950 .3236985
DD 80 .7160516 .0017050
DD 81 .6307580 .6341017
DD 82 .7125615 .1755693
DD 83 .3467571 .4319881
DD 84 .1705914 .7228859
DD 85 .5566487 .8804454
DD 86 .0779609 .9055920
DD 87 .7264115 .4184831
DD 88 .8004696 .3235748
DD 89 .3161474 .5686934
DD 90 .5948297 .8664577

