id X Y Z
DDD 1 .2053593 .9008645 0.349567
DDD 2 .1205549 .1877128 0.871442
DDD 3 .1076320 .8742553 0.973876
DDD 4 .2637359 .2208068 0.847760
DDD 5 .1508590 .8324872 0.289900
DDD 6 .1725744 .3019063 0.786907
DDD 7 .7336908 .8392777 0.210184
DDD 8 .6582817 .7059876 0.992077
DDD 9 .1129580 .8361859 0.753891
DDD 10 .2389072 .7042415 0.392925
DDD 11 .3640663 .1228223 0.387615
DDD 12 .2934117 .8859501 0.704156
DDD 13 .5857023 .6337300 0.075300
DDD 14 .8001743 .1990873 0.961714
DDD 15 .7412860 .8007348 0.825727
DDD 16 .8685667 .1598854 0.377901
DDD 17 .6587720 .6558428 0.624500
DDD 18 .8348717 .7328291 0.508935
DDD 19 .7543620 .9145624 0.809567
DDD 20 .7591398 .9354750 0.007662
DDD 21 .2271016 .1336048 0.908140
DDD 22 .6689958 .4216664 0.043236
DDD 23 .7003552 .1485676 0.697919
DDD 24 .9788203 .2241565 0.940713
DDD 25 .1604355 .7922010 0.331180
DDD 26 .4845459 .5129014 0.554260
DDD 27 .8473648 .7354912 0.582094
DDD 28 .6994361 .6053669 0.059714
DDD 29 .4605273 .9828282 0.456039
DDD 30 .7460619 .4446348 0.516075
DDD 31 .3129813 .3272691 0.623662
DDD 32 .4331534 .1719444 0.937239
DDD 33 .2500991 .6081088 0.596525
DDD 34 .5895060 .0320678 0.026938
DDD 35 .2761495 .0239408 0.280518
DDD 36 .4545485 .3696536 0.284997
DDD 37 .6290842 .5908897 0.548923
DDD 38 .3779576 .5468898 0.344994
DDD 39 .9192885 .0860184 0.938444
DDD 40 .8877228 .8195788 0.426578
DDD 41 .0000814 .9058342 0.666678
DDD 42 .1637452 .0695124 0.326462
DDD 43 .2514289 .0626155 0.104308
DDD 44 .1062871 .2629118 0.602026
DDD 45 .4063555 .3377487 0.736936
DDD 46 .7067957 .9821909 0.459279
DDD 47 .0920281 .1496668 0.032627
DDD 48 .6917001 .6934419 0.864430
DDD 49 .7421257 .1501147 0.266284
DDD 50 .9841367 .8343580 0.640243
DDD 51 .9990343 .5496021 0.881611
DDD 52 .1680994 .5438370 0.249691
DDD 53 .3862892 .7418299 0.005333
DDD 54 .7856461 .0497731 0.308107
DDD 55 .8036736 .4358661 0.272987
DDD 56 .0794218 .4675860 0.966356
DDD 57 .8771337 .1396923 0.990301
DDD 58 .0262969 .0583736 0.432388
DDD 59 .6683437 .8327109 0.514314
DDD 60 .6972644 .8092535 0.152390
DDD 61 .6869991 .8186924 0.346215
DDD 62 .8153024 .4239944 0.852142
DDD 63 .2129003 .3027155 0.485724
DDD 64 .7455958 .2814795 0.943325
DDD 65 .9722536 .8617106 0.114901
DDD 66 .1077246 .4024046 0.208921
DDD 67 .2585326 .7915213 0.547607
DDD 68 .0010806 .6679389 0.043294
DDD 69 .3653581 .8647479 0.268854
DDD 70 .9242616 .1023908 0.791637
DDD 71 .1173258 .3113002 0.249552
DDD 72 .4754399 .5472538 0.533531
DDD 73 .4421965 .2633480 0.374755
DDD 74 .6600902 .0358972 0.476750
DDD 75 .1095214 .3515074 0.022224
DDD 76 .1089234 .0836377 0.879077
DDD 77 .4392569 .9004028 0.423782
DDD 78 .9137918 .3315150 0.965850
DDD 79 .1193837 .9874978 0.443929
DDD 80 .5016272 .8558271 0.239176
DDD 81 .1116561 .6750618 0.729312
DDD 82 .5525502 .2488944 0.291421
DDD 83 .5044958 .6146195 0.969723
DDD 84 .1820468 .4966397 0.572840
DDD 85 .3144033 .0069987 0.273861
DDD 86 .3899624 .8699330 0.309455
DDD 87 .5522082 .0674278 0.891113
DDD 88 .2599121 .5912809 0.478396
DDD 89 .9557074 .6198195 0.033226
DDD 90 .8879625 .9558773 0.460100
DDD 91 .9308734 .5906944 0.936538
DDD 92 .0330039 .8332973 0.084585
DDD 93 .4125385 .7919272 0.140174
DDD 94 .7045131 .9477536 0.310595
DDD 95 .2124032 .7109177 0.191482
DDD 96 .2153142 .8628627 0.135567
DDD 97 .3150585 .7426904 0.000108
DDD 98 .6938767 .9508271 0.326499
DDD 99 .5465939 .5140719 0.951909
DDD 100 .9265613 .5128579 0.990139
