id X Y
DD 1 .9592262 .9934139
DD 2 .0968410 .1274042
DD 3 .6779989 .0577639
DD 4 .3870556 .9378020
DD 5 .5526114 .7500928
DD 6 .4375961 .1016926
DD 7 .7417810 .9457898
DD 8 .6234995 .4056311
DD 9 .0550190 .7445899
DD 10 .5144384 .8938922
DD 11 .0201621 .9616982
DD 12 .4951695 .4902382
DD 13 .6197374 .5053413
DD 14 .2846318 .3466062
DD 15 .8695751 .3583427
DD 16 .1306625 .9806211
DD 17 .0368730 .2441873
DD 18 .2450286 .2764855
DD 19 .9506971 .3503560
DD 20 .5135834 .9615969
DD 21 .3933152 .8792443
DD 22 .2352429 .5037165
DD 23 .5109747 .3130261
DD 24 .3650511 .7076936
DD 25 .7703938 .1641500
DD 26 .4022661 .7711762
DD 27 .1225064 .1260586
DD 28 .8030639 .2674304
DD 29 .3155345 .8649645
DD 30 .9255224 .4798900
DD 31 .0104127 .5663997
DD 32 .5359254 .6743867
DD 33 .4656197 .5705446
DD 34 .5115215 .1557108
DD 35 .7357332 .2363262
DD 36 .4445912 .1472425
DD 37 .9161729 .2417374
DD 38 .4524182 .4254155
DD 39 .0007943 .9700399
DD 40 .8814497 .9417550
DD 41 .1218883 .9992701
DD 42 .2029473 .0187002
DD 43 .7238987 .9940339
DD 44 .8607082 .6934152
DD 45 .6804347 .9197471
DD 46 .9653587 .9258338
DD 47 .2840929 .3235327
DD 48 .5382115 .1403126
DD 49 .8928681 .7536927
DD 50 .6821311 .3290125
DD 51 .9656758 .9593350
DD 52 .9761767 .0415130
DD 53 .1103950 .4991128
DD 54 .1214030 .2887380
DD 55 .1360189 .4064223
DD 56 .1609833 .9070416
DD 57 .1686325 .6585780
DD 58 .4002119 .4048247
DD 59 .5691715 .8677279
DD 60 .5898149 .8313382
DD 61 .2769213 .7773616
DD 62 .3257921 .7849200
DD 63 .5816353 .1734888
DD 64 .4646044 .2728387
DD 65 .1716485 .5046986
DD 66 .3453351 .6417071
DD 67 .2755942 .0886394
DD 68 .6293914 .0481136
DD 69 .1589489 .9397628
DD 70 .6797754 .7032366
DD 71 .1887953 .0977315
DD 72 .8598564 .1097778
DD 73 .8635567 .4184888
DD 74 .3773189 .3591163
DD 75 .0291809 .0989013
DD 76 .9614518 .8531676
DD 77 .0669847 .1668989
DD 78 .5575873 .0785725
DD 79 .9262780 .6454323
DD 80 .3552085 .7475606








