id X Y Z
DDD 1 .4710082 .3013294 0.708755
DDD 2 .6002981 .0002595 0.842650
DDD 3 .1131369 .7347423 0.867843
DDD 4 .0068469 .0300721 0.785961
DDD 5 .0587559 .4210879 0.707314
DDD 6 .6837872 .6013348 0.405878
DDD 7 .6090761 .7710437 0.132173
DDD 8 .6489689 .7167568 0.363872
DDD 9 .0652874 .8875888 0.731395
DDD 10 .4512836 .1295498 0.821372
DDD 11 .7291739 .0525864 0.402920
DDD 12 .2504469 .3946172 0.677779
DDD 13 .1487659 .9174633 0.011087
DDD 14 .4457390 .4489899 0.745769
DDD 15 .3524625 .6715028 0.057896
DDD 16 .6776175 .7337444 0.600539
DDD 17 .5304061 .9733132 0.217353
DDD 18 .4542367 .7443493 0.596460
DDD 19 .8262504 .3451699 0.527158
DDD 20 .0661742 .4876509 0.965496
DDD 21 .3809963 .9094479 0.973390
DDD 22 .8509996 .0885527 0.664024
DDD 23 .9959249 .0920469 0.236294
DDD 24 .4461142 .1224090 0.933410
DDD 25 .9139970 .9678309 0.628091
DDD 26 .8024636 .4822577 0.751787
DDD 27 .1060677 .4534605 0.805506
DDD 28 .9896750 .9928062 0.538094
DDD 29 .6250366 .1768454 0.694198
DDD 30 .9588036 .7625790 0.537078
DDD 31 .2802781 .6205914 0.152761
DDD 32 .3836036 .5663703 0.456073
DDD 33 .9965296 .5375257 0.611385
DDD 34 .6039610 .4541526 0.469197
DDD 35 .3535087 .5954455 0.681364
DDD 36 .8622571 .3094017 0.130711
DDD 37 .2400478 .0889259 0.596314
DDD 38 .9588717 .1864427 0.384930
DDD 39 .2721237 .1591264 0.786766
DDD 40 .8481893 .8374290 0.872521
DDD 41 .2779853 .5263349 0.167400
DDD 42 .4302557 .7269736 0.300071
DDD 43 .0932955 .9402545 0.021438
DDD 44 .9320369 .7957852 0.403407
DDD 45 .1699582 .5030730 0.291385
DDD 46 .0699815 .9809495 0.658401
DDD 47 .8067627 .2709116 0.762505
DDD 48 .0836706 .6742865 0.605502
DDD 49 .5682928 .0786396 0.158372
DDD 50 .3576760 .4835090 0.259426
DDD 51 .7683769 .7870196 0.406624
DDD 52 .5217364 .3732722 0.396279
DDD 53 .5408567 .9830117 0.789435
DDD 54 .6419082 .9616393 0.712924
DDD 55 .4762752 .8745944 0.362939
DDD 56 .5788681 .8265477 0.279051
DDD 57 .2283975 .4489233 0.521166
DDD 58 .1729292 .4685584 0.888054
DDD 59 .7369180 .0828460 0.502490
DDD 60 .1850054 .3500563 0.708593
DDD 61 .3074577 .3209903 0.060532
DDD 62 .6326083 .3941537 0.349880
DDD 63 .9596401 .5196279 0.193874
DDD 64 .2514124 .6233809 0.460516
DDD 65 .1088413 .9825717 0.248004
DDD 66 .4148614 .3308480 0.708041
DDD 67 .3847692 .0142700 0.142408
DDD 68 .2731446 .3244643 0.631765
DDD 69 .4955142 .3482935 0.086007
DDD 70 .6325234 .3250427 0.019665
DDD 71 .4917711 .4773613 0.319285
DDD 72 .8778697 .4262127 0.873550
DDD 73 .2327268 .7521915 0.320992
DDD 74 .9242734 .4700728 0.950097
DDD 75 .6502883 .4065770 0.817479
DDD 76 .8341039 .0269326 0.111900
DDD 77 .5870522 .0184593 0.611261
DDD 78 .6078773 .0973859 0.838450
DDD 79 .2683441 .8821805 0.542506
DDD 80 .1920814 .3248295 0.484879
DDD 81 .2699415 .3338210 0.693219
DDD 82 .5736686 .9984409 0.506758
DDD 83 .2583913 .6653570 0.976287
DDD 84 .7656311 .9600788 0.075548
DDD 85 .5953028 .7475775 0.851515
DDD 86 .5348437 .1606032 0.729073
DDD 87 .5832902 .1570715 0.798504
DDD 88 .0735908 .4362629 0.212781
DDD 89 .8495165 .2074085 0.229782
DDD 90 .8488074 .4260937 0.843044
DDD 91 .9607068 .9946708 0.320268
DDD 92 .1444456 .6962445 0.639146
DDD 93 .3762070 .9960418 0.551746
DDD 94 .0964557 .2838298 0.530199
DDD 95 .4958298 .9579835 0.815350
DDD 96 .2480329 .1658337 0.958885
DDD 97 .7569954 .2659333 0.247132
DDD 98 .9539433 .6797797 0.404043
DDD 99 .0787085 .6262026 0.763051
DDD 100 .6533132 .6918832 0.027554
DDD 101 .7233667 .0761332 0.750606
DDD 102 .6141372 .2822307 0.715760
DDD 103 .8239230 .8713647 0.037617
DDD 104 .9213622 .7897282 0.010667
DDD 105 .0636874 .9175440 0.315641
DDD 106 .1126156 .0641539 0.549674
DDD 107 .6467019 .7937741 0.178679
DDD 108 .0278957 .4781700 0.793167
DDD 109 .7933193 .1698076 0.960379
DDD 110 .3857259 .3656298 0.707620
DDD 111 .2610105 .0992482 0.792763
DDD 112 .7697938 .7184832 0.668129
DDD 113 .2346804 .2650899 0.443184
DDD 114 .7358734 .7750796 0.847729
DDD 115 .4515385 .1875949 0.777570
DDD 116 .4452512 .0872055 0.165317
DDD 117 .4080081 .5410636 0.703345
DDD 118 .6018671 .2188282 0.305032
DDD 119 .4129209 .3662608 0.487675
DDD 120 .7073310 .8007544 0.624161
DDD 121 .2624894 .8474192 0.165306
DDD 122 .1298070 .5743076 0.034225
DDD 123 .2659348 .6226239 0.817958
DDD 124 .7758599 .5731917 0.834710
DDD 125 .7813264 .9272664 0.553781
DDD 126 .0126513 .9229875 0.983711
DDD 127 .5518189 .2829312 0.673029
DDD 128 .8527577 .0267426 0.129094
DDD 129 .8732136 .4268209 0.098840
DDD 130 .4142606 .2349066 0.504008
DDD 131 .5722688 .6554177 0.011345
DDD 132 .6210496 .4879528 0.624722
DDD 133 .2166077 .0938000 0.988299
DDD 134 .5163704 .8274517 0.021142
DDD 135 .8840696 .3996713 0.250136
DDD 136 .1179670 .9906532 0.523691
DDD 137 .8520793 .3069833 0.617350
