id X Y
DD 1 .9593858 .0386033
DD 2 .1342854 .2001915
DD 3 .5718041 .0465359
DD 4 .5004310 .1538558
DD 5 .5342521 .1690466
DD 6 .0252033 .7914855
DD 7 .6621822 .7982644
DD 8 .4020104 .3073536
DD 9 .8007541 .3656318
DD 10 .2621880 .5214986
DD 11 .1436813 .8612105
DD 12 .3989631 .8532323
DD 13 .7761736 .6325344
DD 14 .4300093 .4503931
DD 15 .6682412 .3960598
DD 16 .5399375 .4499462
DD 17 .2242843 .1926806
DD 18 .1907882 .5593506
DD 19 .1877747 .1528855
DD 20 .1489296 .0433340
DD 21 .5536132 .0827171
DD 22 .9171424 .5468595
DD 23 .1905660 .1520350
DD 24 .9349764 .6891755
DD 25 .8447038 .9124593
DD 26 .1601121 .6704315
DD 27 .4921465 .4820697
DD 28 .4973619 .8234619
DD 29 .7333091 .4332263
DD 30 .8164920 .6385085
DD 31 .8564048 .5720588
DD 32 .9991612 .7449026
DD 33 .8178509 .7040044
DD 34 .7703499 .0456009
DD 35 .8515949 .3775587
DD 36 .3796067 .9999789
DD 37 .5758842 .6639102
DD 38 .0686666 .2069817
DD 39 .8498110 .8766382
DD 40 .4484169 .1616324
DD 41 .4657169 .8139557
DD 42 .3511916 .4875396
DD 43 .9574052 .1043453
DD 44 .5528819 .1684585
DD 45 .9557365 .4806508
DD 46 .2897635 .3326783
DD 47 .9177287 .6610397
DD 48 .2311596 .9420552
DD 49 .6654043 .7785071
DD 50 .2024992 .1974276
DD 51 .6564864 .2120463
DD 52 .3628897 .4259621
DD 53 .6182838 .9080414
DD 54 .7934145 .4332156
DD 55 .1438982 .9531174
DD 56 .8008909 .4904014
DD 57 .7988753 .8204055
DD 58 .1281935 .9300308
DD 59 .6267669 .3482232
DD 60 .3153615 .3228169
DD 61 .7714356 .5493016
DD 62 .4919808 .9249853
DD 63 .0374612 .6532188
DD 64 .9046614 .9749874
DD 65 .0603673 .6553746
DD 66 .6852273 .8765707
DD 67 .5157253 .8209698
DD 68 .1244086 .6632716
DD 69 .3081698 .2478024
DD 70 .5987744 .6671803
DD 71 .4831359 .3405482
DD 72 .0592788 .2193244
DD 73 .9183486 .9423365
DD 74 .5695225 .6347521
DD 75 .5889307 .3951426
DD 76 .9095559 .7644034
DD 77 .9570871 .8845787
DD 78 .0531790 .0476675
DD 79 .0998414 .4303578
DD 80 .8871342 .2311678
